net,scheme,overhead,p,nodes,reachable,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
9,rand_st,none,0.05,100,1.0,18.0,537.7155393939395,0.05543434343434343,0.9978181818181817,81.15650741350906,210.0,87.216,99.0,0.0,1.0,0,0.0,1.0
10,rand_st,none,0.05,100,1.0,17.0,541.5741777777779,0.06267617349970292,1.0654949494949497,103.68576104746317,212.0,85.516,99.0,0.0,1.0,0,0.0,1.0
11,rand_st,none,0.05,100,1.0,19.0,538.9218303030304,0.053871345029239764,1.0235555555555556,113.78362573099415,302.0,86.668,99.0,0.0,1.0,0,0.0,1.0
12,rand_st,none,0.05,100,1.0,18.0,538.6320606060607,0.05636588103254771,1.0145858585858585,104.04006820119352,302.0,86.556,99.0,0.0,1.0,0,0.0,1.0
13,rand_st,none,0.05,100,1.0,15.0,539.5242343434345,0.06800808080808081,1.020121212121212,137.33998403830807,308.0,85.008,99.0,0.0,1.0,0,0.0,1.0
14,rand_st,none,0.05,100,1.0,17.0,538.8513494949494,0.06018062982768865,1.023070707070707,83.22240128928284,201.0,86.716,99.0,0.0,1.0,0,0.0,1.0
15,rand_st,none,0.05,100,1.0,15.0,539.0188525252527,0.06766868686868688,1.0150303030303032,98.28394103956555,214.0,85.512,99.0,0.0,1.0,0,0.0,1.0
16,rand_st,none,0.05,82,0.82,16.0,540.2575209876543,0.06573456790123457,1.051753086419753,107.47812817904375,213.0,70.808,81.0,0.0,1.0,0,0.0,1.0
17,rand_st,none,0.05,97,0.97,20.0,538.524325,0.05063333333333334,1.0126666666666668,109.10102739726027,303.0,83.784,96.0,0.0,1.0,0,0.0,1.0
18,rand_st,none,0.05,100,1.0,14.0,538.2135838383839,0.07184415584415585,1.005818181818182,103.18847736625514,213.0,86.424,99.0,0.0,1.0,0,0.0,1.0
19,rand_st,none,0.05,100,1.0,16.0,539.5094505050506,0.06445202020202019,1.031232323232323,115.01923076923077,208.0,85.908,99.0,0.0,1.0,0,0.0,1.0
20,rand_st,none,0.05,100,1.0,16.0,540.9260808080809,0.06567424242424243,1.0507878787878788,93.54587509637625,212.0,84.972,99.0,0.0,1.0,0,0.0,1.0
21,rand_st,none,0.05,100,1.0,15.0,542.2140606060607,0.07159057239057239,1.0738585858585856,149.31728492501972,307.0,84.688,99.0,0.0,1.0,0,0.0,1.0
22,rand_st,none,0.05,97,0.97,15.0,540.2689458333333,0.06981944444444443,1.0472916666666665,97.24101307189542,210.0,83.46,96.0,0.0,1.0,0,0.0,1.0
23,rand_st,none,0.05,97,0.97,14.0,542.3314458333333,0.07716964285714287,1.080375,93.65723793677205,209.0,82.284,96.0,0.0,1.0,0,0.0,1.0
24,rand_st,none,0.05,100,1.0,15.0,540.6071595959596,0.0705131313131313,1.0576969696969698,107.30048076923077,301.0,86.288,99.0,0.0,1.0,0,0.0,1.0
25,rand_st,none,0.05,99,0.99,14.0,537.7573306122449,0.07173760932944606,1.0043265306122449,85.7998324958124,207.0,86.576,98.0,0.0,1.0,0,0.0,1.0
26,rand_st,none,0.05,100,1.0,18.0,538.3567030303032,0.05654769921436588,1.0178585858585858,99.91582491582491,211.0,87.232,99.0,0.0,1.0,0,0.0,1.0
27,rand_st,none,0.05,100,1.0,16.0,539.4361333333333,0.06371969696969697,1.0195151515151515,98.01193317422434,206.0,85.068,99.0,0.0,1.0,0,0.0,1.0
28,rand_st,none,0.05,100,1.0,16.0,537.5411151515152,0.062035353535353534,0.9925656565656565,90.66666666666667,216.0,86.736,99.0,0.0,1.0,0,0.0,1.0
29,rand_st,none,0.05,100,1.0,14.0,539.3013777777778,0.0738152958152958,1.0334141414141416,114.32858340318525,206.0,86.692,99.0,0.0,1.0,0,0.0,1.0
30,rand_st,none,0.05,93,0.93,19.0,542.1271,0.05750343249427917,1.0925652173913043,93.34665508253693,215.0,80.484,92.0,0.0,1.0,0,0.0,1.0
31,rand_st,none,0.05,100,1.0,16.0,540.0170060606061,0.0650378787878788,1.0406060606060608,105.48321048321048,304.0,85.98,99.0,0.0,1.0,0,0.0,1.0
32,rand_st,none,0.05,100,1.0,19.0,539.2265454545455,0.054069112174375336,1.0273131313131314,78.68734491315136,207.0,86.296,99.0,0.0,1.0,0,0.0,1.0
33,rand_st,none,0.05,100,1.0,14.0,541.9023070707071,0.07663203463203465,1.072848484848485,156.0458265139116,304.0,84.788,99.0,0.0,1.0,0,0.0,1.0
34,rand_st,none,0.05,100,1.0,15.0,541.3497494949496,0.07075824915824916,1.0613737373737373,104.56136363636364,207.0,84.924,99.0,0.0,1.0,0,0.0,1.0
35,rand_st,none,0.05,100,1.0,22.0,534.0393535353537,0.04199081726354453,0.9237979797979797,57.98523379819524,205.0,87.544,99.0,0.0,1.0,0,0.0,1.0
36,rand_st,none,0.05,97,0.97,17.0,538.0032916666668,0.058892156862745106,1.0011666666666665,92.20874587458746,257.3000000000043,83.888,96.0,0.0,1.0,0,0.0,1.0
37,rand_st,none,0.05,96,0.96,15.0,541.3565894736843,0.07087157894736842,1.0630736842105264,153.85079631181895,302.0,82.008,95.0,0.0,1.0,0,0.0,1.0
38,rand_st,none,0.05,100,1.0,16.0,540.6076565656566,0.06604797979797979,1.0567676767676766,114.52053712480253,205.0,86.38,99.0,0.0,1.0,0,0.0,1.0
39,rand_st,none,0.05,100,1.0,15.0,538.3027232323233,0.06744781144781144,1.0117171717171716,104.87053941908714,212.0,86.84,99.0,0.0,1.0,0,0.0,1.0
40,rand_st,none,0.05,100,1.0,16.0,542.1288525252526,0.06737121212121212,1.077939393939394,144.3574297188755,305.0,85.284,99.0,0.0,1.0,0,0.0,1.0
41,rand_st,none,0.05,100,1.0,15.0,539.6891636363636,0.06912861952861953,1.0369292929292928,88.3751987281399,208.0,86.344,99.0,0.0,1.0,0,0.0,1.0
42,rand_st,none,0.05,100,1.0,15.0,539.8704929292929,0.0695030303030303,1.0425454545454544,147.41484716157206,304.5999999999999,86.788,99.0,0.0,1.0,0,0.0,1.0
43,rand_st,none,0.05,96,0.96,18.0,540.5423915789474,0.05801637426900584,1.0442947368421054,134.61234567901235,305.0,81.792,95.0,0.0,1.0,0,0.0,1.0
44,rand_st,none,0.05,100,1.0,16.0,538.1132686868688,0.06307575757575758,1.0092121212121212,87.19000819000819,207.0,87.088,99.0,0.0,1.0,0,0.0,1.0
45,rand_st,none,0.05,100,1.0,15.0,541.5122222222222,0.07148013468013469,1.0722020202020204,121.2676282051282,209.0,85.852,99.0,0.0,1.0,0,0.0,1.0
46,rand_st,none,0.05,99,0.99,16.0,539.568130612245,0.06503061224489796,1.0404897959183674,86.35744680851064,202.0,86.032,98.0,0.0,1.0,0,0.0,1.0
47,rand_st,none,0.05,100,1.0,17.0,536.4731353535354,0.05673915626856804,0.9645656565656566,106.68469991546915,208.0,86.508,99.0,0.0,1.0,0,0.0,1.0
48,rand_st,none,0.05,99,0.99,18.0,536.953742857143,0.05473242630385487,0.9851836734693877,88.59336099585062,204.0,86.452,98.0,0.0,1.0,0,0.0,1.0
49,rand_st,none,0.05,100,1.0,16.0,537.4019474747475,0.061914141414141415,0.9906262626262626,108.87489504617967,211.0,86.928,99.0,0.0,1.0,0,0.0,1.0
0,rand_st,none,0.1,99,0.99,19.0,547.4118163265307,0.05925886143931257,1.1259183673469388,114.82063683998388,303.0,76.66,98.0,0.0,1.0,0,0.0,1.0
1,rand_st,none,0.1,100,1.0,15.0,549.4523595959596,0.07679191919191918,1.151878787878788,133.5532456512516,304.0,75.964,99.0,0.0,1.0,0,0.0,1.0
2,rand_st,none,0.1,100,1.0,17.0,547.925482828283,0.06611289364230541,1.123919191919192,103.77011952191235,216.0,75.732,99.0,0.0,1.0,0,0.0,1.0
3,rand_st,none,0.1,99,0.99,16.0,546.6434122448981,0.06940306122448979,1.1104489795918366,104.04017857142857,212.0,76.176,98.0,0.0,1.0,0,0.0,1.0
4,rand_st,none,0.1,100,1.0,16.0,547.7881454545455,0.07057070707070708,1.1291313131313132,151.92196299275946,311.0,77.216,99.0,0.0,1.0,0,0.0,1.0
5,rand_st,none,0.1,97,0.97,17.0,546.91845,0.0651127450980392,1.1069166666666668,115.19338842975206,211.0,73.736,96.0,0.0,1.0,0,0.0,1.0
6,rand_st,none,0.1,100,1.0,19.0,548.9530303030303,0.06051887293992557,1.1498585858585861,114.7199036918138,218.0,76.164,99.0,0.0,1.0,0,0.0,1.0
7,rand_st,none,0.1,100,1.0,15.0,545.5217090909091,0.07241750841750841,1.0862626262626263,85.69718875502008,213.0,77.46,99.0,0.0,1.0,0,0.0,1.0
8,rand_st,none,0.1,100,1.0,21.0,543.9807595959596,0.050520442520442514,1.060929292929293,61.22902960526316,121.0,77.968,99.0,0.0,1.0,0,0.0,1.0
9,rand_st,none,0.1,100,1.0,18.0,544.9812202020203,0.060152637485970814,1.0827474747474748,81.02780082987552,210.0,78.808,99.0,0.0,1.0,0,0.0,1.0
10,rand_st,none,0.1,100,1.0,17.0,549.1184080808081,0.06774569221628045,1.1516767676767676,103.88385502471169,212.0,76.984,99.0,0.0,1.0,0,0.0,1.0
