net,k,p,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
41,2,0.0,9.5,509.54545454545456,0.02392344497607656,0.45454545454545453,nan,nan,49.5,49.5,0.5,nan,0,nan,nan
42,2,0.0,8.5,509.7626262626264,0.027035056446821144,0.45959595959595956,nan,nan,49.5,49.5,0.5,nan,0,nan,nan
43,2,0.0,10.0,509.4631578947369,0.022631578947368426,0.45263157894736844,nan,nan,47.5,47.5,0.5,nan,0,nan,nan
44,2,0.0,9.5,509.11111111111126,0.02339181286549707,0.4444444444444446,nan,nan,49.5,49.5,0.5,nan,0,nan,nan
45,2,0.0,8.5,510.1969696969697,0.027629233511586453,0.4696969696969697,nan,nan,49.5,49.5,0.5,nan,0,nan,nan
46,2,0.0,9.5,509.7448979591837,0.024167561761546722,0.4591836734693878,nan,nan,49.0,49.0,0.5,nan,0,nan,nan
47,2,0.0,9.5,508.02525252525265,0.022062732589048374,0.4191919191919193,nan,nan,49.5,49.5,0.5,nan,0,nan,nan
48,2,0.0,9.0,508.64795918367344,0.02409297052154195,0.4336734693877551,nan,nan,49.0,49.0,0.5,nan,0,nan,nan
49,2,0.0,9.0,508.6767676767678,0.02413019079685746,0.4343434343434343,nan,nan,49.5,49.5,0.5,nan,0,nan,nan
0,2,0.1,15.016,532.2831551020408,0.05250726380777876,0.7853061224489797,46.894521668029434,116.0,43.24,63.508,0.47425494246090294,0.6823154056517776,0,0.3462796402289452,1.0
1,2,0.1,14.28,535.3840646464648,0.058409185051431035,0.8318787878787879,45.399014778325125,115.0,43.516,65.828,0.47404816140579237,0.676200204290092,0,0.3263546798029557,1.0
2,2,0.1,15.308,534.0338383838384,0.052835236622491524,0.806989898989899,47.97776012708499,116.0,43.36,65.996,0.4728705900359685,0.6747595052679799,0,0.352263701350278,1.0
3,2,0.1,13.984,531.3247510204083,0.05515902321967748,0.7702448979591836,44.912353923205345,114.0,43.856,64.032,0.475536604755366,0.6842348589921405,0,0.33931552587646074,1.0
4,2,0.1,13.92,533.9203353535354,0.05809779023049968,0.8062626262626262,46.94154818325435,114.44999999999982,42.544,64.332,0.47285703986734917,0.6826397646069777,0,0.3511058451816746,1.0
5,2,0.1,14.776,533.3598916666666,0.053977695143228234,0.7962083333333333,44.967622950819674,115.0,42.028,63.884,0.4733098642143832,0.6786786786786787,0,0.3344262295081967,1.0
6,2,0.1,14.848,533.6818060606062,0.05446961602972955,0.8055353535353535,47.31477773327994,115.0,43.012,64.76,0.4731110109659006,0.6756633119853613,0,0.35042050460552665,1.0
7,2,0.1,13.428,531.2215030303032,0.056915904970450425,0.7618989898989899,46.251304696908875,114.0,43.428,64.1,0.47337830080367393,0.6823681936041487,0,0.3520674427940586,1.0
8,2,0.1,16.432,530.3818181818183,0.04586819603016713,0.7505858585858587,47.35918039373242,116.0,44.676,65.164,0.474028941355674,0.6792452830188679,0,0.3435114503816794,1.0
9,2,0.1,15.156,531.4723717171718,0.051091991347718906,0.7696969696969697,48.210258418167584,116.0,44.256,64.4,0.47219783435762364,0.6736706689536878,0,0.355912294440094,1.0
10,2,0.1,15.396,534.8359393939395,0.05379941410273055,0.8248484848484847,47.57913813934756,116.0,43.424,64.9,0.4729419937478291,0.6747346072186836,0,0.3495771244462344,1.0
11,2,0.1,16.048,532.4436000000001,0.04924174397249733,0.7882424242424243,47.52962369895917,116.0,44.42,65.504,0.4735895706900427,0.6739433348815607,0,0.34267413931144913,1.0
12,2,0.1,13.692,532.4009050505051,0.057476646061405415,0.7834747474747474,44.75880425880426,114.0,43.488,64.688,0.4743919885550787,0.6876651982378854,0,0.337018837018837,1.0
13,2,0.1,14.54,532.8552323232324,0.05431204982381453,0.7888484848484848,46.40824742268041,114.0,43.388,65.156,0.47368796858264905,0.6743875278396436,0,0.34804123711340207,1.0
14,2,0.1,13.804,530.8507272727273,0.05558769456924537,0.7665050505050505,45.874581939799334,114.0,44.968,64.508,0.47475679897749057,0.6709736963544071,0,0.34740802675585286,1.0
15,2,0.1,13.62,531.8081131313132,0.05723164848619394,0.7777373737373737,44.85666246321984,114.0,45.008,65.664,0.4741990889403331,0.6752015173067805,0,0.3358554014291719,1.0
16,2,0.1,14.244,534.0783604938272,0.05704032168509292,0.810962962962963,46.43756050338819,115.0,34.772,52.964,0.4726140318739696,0.6724890829694323,0,0.3465634075508228,1.0
17,2,0.1,15.464,533.3392000000001,0.05189754868293471,0.8019166666666667,45.34401972872996,115.0,43.476,64.788,0.47292276069254485,0.6711089957163255,0,0.33292231812577067,1.0
18,2,0.1,15.332,532.0669212121213,0.050857774106793714,0.778989898989899,44.95460072963113,115.0,44.028,65.28,0.47454010301692423,0.6824074074074075,0,0.33157681394406163,1.0
19,2,0.1,15.212,532.2662141414141,0.05168625245487991,0.7851717171717171,46.08793868495361,115.0,43.9,65.076,0.4735695614289864,0.6732495511669659,0,0.34045986284792257,1.0
20,2,0.1,13.576,533.7849131313131,0.059543173156809515,0.8069090909090909,44.70762368207624,114.0,43.16,64.984,0.4742268041237113,0.683737646001797,0,0.33657745336577455,1.0
21,2,0.1,14.064,534.7586383838385,0.05857950245107108,0.8211717171717172,48.563803169307754,115.0,42.628,64.544,0.4734436221158032,0.6668169522091975,0,0.3623853211009174,1.0
22,2,0.1,13.756,532.9351416666667,0.05791680975274725,0.7965,47.37798845836768,114.0,42.236,62.492,0.4725972414799679,0.6708750544188071,0,0.35737840065952187,1.0
23,2,0.1,15.068,535.6616,0.05572475950316024,0.84,46.085008375209384,115.0,42.04,63.888,0.4747149036570979,0.6850122850122851,0,0.3278894472361809,1.0
24,2,0.1,14.02,533.7207353535354,0.05767814800239042,0.807878787878788,46.79631053036126,114.0,42.708,64.388,0.47311178247734137,0.6827433628318584,0,0.3481936971560338,1.0
25,2,0.1,14.664,531.7016326530613,0.05287701805997124,0.7748571428571429,46.339501206757845,114.0,43.756,64.212,0.47322688451541034,0.6844638949671772,0,0.3483507642799678,1.0
26,2,0.1,16.076,531.6642626262626,0.04829984529478854,0.7761616161616162,47.65930470347648,115.0,44.052,64.856,0.47292167041140465,0.6688963210702341,0,0.35132924335378324,1.0
27,2,0.1,13.928,533.840088888889,0.05789533451298158,0.8043636363636364,43.95581678151601,114.0,43.696,66.28,0.4739055342794924,0.6807146129180027,0,0.332792865828942,1.0
28,2,0.1,14.036,531.3644404040405,0.0544041565188624,0.7631919191919192,46.81431411530815,114.0,43.024,64.148,0.47281461532862656,0.6735957540911102,0,0.35506958250497017,1.0
29,2,0.1,14.6,533.2373535353537,0.05504829081923556,0.802949494949495,43.60580065359477,114.0,44.424,65.972,0.47513138852921016,0.6902404526166902,0,0.3206699346405229,1.0
30,2,0.1,13.132,533.9657391304348,0.06254476194095758,0.818913043478261,45.732135216089006,114.0,40.276,59.308,0.47409976387249114,0.6828935395814377,0,0.33675652545999146,1.0
31,2,0.1,13.304,532.6316363636364,0.05953828208828209,0.7907070707070707,44.30234471410942,114.0,44.136,64.952,0.47498008545151715,0.6850753080785029,0,0.32825997531879886,1.0
32,2,0.1,15.052,532.0614909090909,0.05203015155734454,0.7815353535353534,45.81684981684982,115.0,44.132,65.016,0.47419814682822525,0.6725225225225225,0,0.33943833943833945,1.0
33,2,0.1,15.152,535.6994424242425,0.05562378989355254,0.8411313131313132,43.05557825909277,115.0,43.808,66.792,0.47573479152426523,0.6932309169467115,0,0.30527176134041684,1.0
34,2,0.1,14.124,533.7505212121213,0.0572508959450136,0.8075959595959595,46.800631662060795,114.0,42.992,64.792,0.4729140722291407,0.675185873605948,0,0.34622976707461506,1.0
35,2,0.1,18.308,528.374488888889,0.03918233656753156,0.7126868686868687,47.16854838709678,118.0,44.976,65.048,0.47477551020408165,0.685,0,0.3326612903225806,1.0
36,2,0.1,15.356,530.0537541666667,0.048633908558081355,0.7448333333333332,48.56373355263158,115.0,41.732,61.224,0.47403166049174805,0.6785862785862786,0,0.36101973684210525,1.0
37,2,0.1,15.816,535.4623242105264,0.052991644509782034,0.837178947368421,45.80253699788584,116.0,42.412,63.644,0.474763673193788,0.6819137749737119,0,0.3226215644820296,1.0
38,2,0.1,13.452,532.2040484848486,0.05858376270194452,0.7871919191919192,47.48463744367063,114.0,43.64,63.632,0.47391028800788676,0.6789908655937364,0,0.35804997951659157,1.0
39,2,0.1,14.236,531.9501090909091,0.0548479501979502,0.7793535353535354,44.77928483353884,114.0,44.22,65.18,0.47507219942240464,0.6864244741873805,0,0.33415536374845867,1.0
40,2,0.1,13.86,534.8873575757576,0.05996974704835668,0.8282828282828283,46.05466879489226,114.0,43.572,65.104,0.4741339844346101,0.6828358208955224,0,0.3383878691141261,1.0
41,2,0.1,14.212,531.5643797979799,0.054421719021719016,0.772969696969697,48.5638166047088,114.0,43.256,63.432,0.47330520803025894,0.6718472468916519,0,0.3651383725733168,1.0
42,2,0.1,13.812,533.995187878788,0.0589471049944312,0.8126464646464646,46.11690427698574,114.0,43.652,64.944,0.4742790899869584,0.6760691537761602,0,0.3437881873727088,1.0
43,2,0.1,13.796,532.242345263158,0.057174779998123655,0.7834105263157894,47.04015713662156,115.0,41.756,61.48,0.4741114673579371,0.6744980777445536,0,0.3618507202095155,1.0
44,2,0.1,14.524,531.6838828282829,0.05356100542357227,0.7767272727272727,46.47767308480131,115.0,44.74,65.072,0.4739851747264384,0.6805139186295504,0,0.3449405981155264,1.0
45,2,0.1,13.492,534.3017090909092,0.060840429435883976,0.8195151515151516,45.5470759021153,114.0,43.196,64.704,0.4752611723737667,0.6877256317689531,0,0.34135213604313563,1.0
46,2,0.1,15.052,533.0309836734694,0.05314165255845928,0.7989795918367347,45.75447154471545,115.0,43.536,64.468,0.47379896248402376,0.684856753069577,0,0.3304878048780488,1.0
47,2,0.1,14.364,530.9524727272727,0.052590367076641595,0.7541414141414141,45.13784564589352,114.0,43.692,64.712,0.47530048870690794,0.6840542832909245,0,0.33553446141147336,1.0
48,2,0.1,14.428,530.6334448979593,0.052592975681781215,0.7566530612244898,46.21910569105691,115.0,44.352,64.264,0.4738225794336363,0.6817558299039781,0,0.3434959349593496,1.0
49,2,0.1,14.384,531.0252888888889,0.05306954113424702,0.7615757575757575,45.70146750524109,114.0,44.068,64.448,0.4752657399836468,0.6867469879518072,0,0.34129979035639413,1.0
0,3,0.0,6.384,503.12114285714284,0.016060150375939847,0.3051428571428571,nan,nan,32.928,32.928,0.664,nan,0,nan,nan
1,3,0.0,6.048,503.2804848484849,0.01715824915824916,0.30884848484848487,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
2,3,0.0,6.72,502.8426666666667,0.014933333333333333,0.2986666666666667,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
3,3,0.0,6.048,502.82628571428575,0.01657142857142857,0.29828571428571427,nan,nan,32.928,32.928,0.664,nan,0,nan,nan
4,3,0.0,6.384,503.13454545454545,0.016076555023923442,0.3054545454545454,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
5,3,0.0,6.384,502.6420000000001,0.015473684210526315,0.294,nan,nan,32.256,32.256,0.664,nan,0,nan,nan
6,3,0.0,7.056,503.2804848484849,0.014707070707070708,0.30884848484848487,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
7,3,0.0,6.048,502.55078787878796,0.016215488215488214,0.29187878787878785,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
8,3,0.0,7.392,502.25890909090907,0.012958677685950413,0.28509090909090906,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
9,3,0.0,7.056,502.6967272727273,0.014060606060606058,0.29527272727272724,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
10,3,0.0,7.392,503.42642424242433,0.014192837465564738,0.31224242424242427,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
11,3,0.0,7.392,502.98860606060606,0.013730027548209364,0.3020606060606061,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
12,3,0.0,6.384,502.84266666666673,0.015719298245614036,0.2986666666666667,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
13,3,0.0,6.048,502.6967272727273,0.0164040404040404,0.29527272727272724,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
14,3,0.0,6.048,502.98860606060606,0.016781144781144782,0.3020606060606061,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
15,3,0.0,6.048,502.6967272727273,0.0164040404040404,0.29527272727272724,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
16,3,0.0,6.72,503.3777777777778,0.015555555555555555,0.31111111111111106,nan,nan,27.216,27.216,0.664,nan,0,nan,nan
17,3,0.0,6.72,502.7925,0.014875,0.2975,nan,nan,32.256,32.256,0.664,nan,0,nan,nan
18,3,0.0,6.72,502.6967272727273,0.014763636363636362,0.29527272727272724,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
19,3,0.0,6.384,502.98860606060606,0.015897926634768737,0.3020606060606061,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
20,3,0.0,6.048,503.13454545454545,0.016969696969696968,0.3054545454545454,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
21,3,0.0,6.048,503.42642424242433,0.01734680134680135,0.31224242424242427,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
22,3,0.0,5.712,503.244,0.018117647058823533,0.308,nan,nan,32.256,32.256,0.664,nan,0,nan,nan
23,3,0.0,6.384,503.545,0.016578947368421054,0.315,nan,nan,32.256,32.256,0.664,nan,0,nan,nan
24,3,0.0,6.048,503.42642424242433,0.01734680134680135,0.31224242424242427,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
25,3,0.0,6.048,502.82628571428575,0.01657142857142857,0.29828571428571427,nan,nan,32.928,32.928,0.664,nan,0,nan,nan
26,3,0.0,6.72,502.98860606060606,0.015103030303030302,0.3020606060606061,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
27,3,0.0,6.384,502.6967272727273,0.01554066985645933,0.29527272727272724,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
28,3,0.0,6.048,502.55078787878784,0.016215488215488214,0.29187878787878785,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
29,3,0.0,6.048,503.13454545454545,0.016969696969696968,0.3054545454545454,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
30,3,0.0,6.384,503.9768695652173,0.017107551487414187,0.3250434782608695,nan,nan,30.912,30.912,0.664,nan,0,nan,nan
31,3,0.0,5.712,503.13454545454545,0.017967914438502673,0.3054545454545454,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
32,3,0.0,6.72,502.98860606060606,0.015103030303030302,0.3020606060606061,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
33,3,0.0,6.384,503.42642424242433,0.016433811802232853,0.31224242424242427,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
34,3,0.0,6.048,503.2804848484849,0.01715824915824916,0.30884848484848487,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
35,3,0.0,8.064,501.67515151515147,0.011313131313131313,0.2715151515151515,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
36,3,0.0,7.056,502.6420000000001,0.014,0.294,nan,nan,32.256,32.256,0.664,nan,0,nan,nan
37,3,0.0,7.056,503.3834105263158,0.014821052631578947,0.3112421052631579,nan,nan,31.92,31.92,0.664,nan,0,nan,nan
38,3,0.0,5.712,503.42642424242433,0.018367201426024955,0.31224242424242427,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
39,3,0.0,6.384,502.8426666666667,0.015719298245614036,0.2986666666666667,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
40,3,0.0,6.048,503.57236363636366,0.017535353535353536,0.3156363636363636,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
41,3,0.0,6.384,503.13454545454545,0.016076555023923442,0.3054545454545454,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
42,3,0.0,5.712,503.2804848484849,0.018167557932263812,0.30884848484848487,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
43,3,0.0,6.72,503.0792421052632,0.015208421052631583,0.3041684210526316,nan,nan,31.92,31.92,0.664,nan,0,nan,nan
44,3,0.0,6.384,502.84266666666673,0.015719298245614036,0.2986666666666667,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
45,3,0.0,5.712,503.57236363636366,0.0185668449197861,0.3156363636363636,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
46,3,0.0,6.384,503.2685714285715,0.0162406015037594,0.3085714285714286,nan,nan,32.928,32.928,0.664,nan,0,nan,nan
47,3,0.0,6.384,502.11296969696974,0.014826156299840508,0.28169696969696967,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
48,3,0.0,6.048,502.5314285714286,0.01619047619047619,0.2914285714285714,nan,nan,32.928,32.928,0.664,nan,0,nan,nan
49,3,0.0,6.048,502.55078787878796,0.016215488215488214,0.29187878787878785,nan,nan,33.264,33.264,0.664,nan,0,nan,nan
0,3,0.1,12.932,525.8740122448979,0.05027699756226167,0.6466938775510205,83.46729354047424,213.0,30.844,50.12,0.6299938061319293,0.4964714184897671,0,0.48650858544562553,1.0
1,3,0.1,12.564,529.1195878787879,0.05538980811556569,0.6960808080808081,78.43103448275862,213.0,31.08,52.456,0.6327726809378186,0.5137207425343019,0,0.4675697865353038,1.0
2,3,0.1,13.604,528.2951232323232,0.050179212607554854,0.6808484848484849,78.88602065131056,213.0,31.392,53.284,0.6310827007590891,0.5111517367458867,0,0.4614773629864972,1.0
3,3,0.1,12.34,525.4092734693878,0.05185664063827329,0.6392244897959184,80.36727879799666,212.0,31.464,51.024,0.6323073432655222,0.5106229744328412,0,0.4782971619365609,1.0
4,3,0.1,11.976,527.3187070707071,0.055715962825053734,0.6667070707070708,82.57582938388626,212.0,30.492,50.94,0.6297248261263986,0.5092653871608207,0,0.4873617693522907,1.0
5,3,0.1,13.076,527.0600708333334,0.050757543151293154,0.6636666666666667,79.54385245901639,213.0,31.08,51.564,0.6299758745476478,0.5053583389149364,0,0.4704918032786885,1.0
6,3,0.1,12.816,527.3662101010102,0.052240703348279106,0.6681212121212121,79.27953544253104,213.0,30.712,51.532,0.6315541601255887,0.5130434782608696,0,0.4633560272326792,1.0
7,3,0.1,11.548,525.2975717171718,0.054882525106767534,0.6326060606060606,80.48133279807307,211.0,30.984,50.828,0.6302710843373494,0.5121212121212121,0,0.4821356884785227,1.0
8,3,0.1,13.96,524.2033010101011,0.04438162135613116,0.6170505050505051,81.4684612294094,213.0,32.076,51.496,0.631057884231537,0.5086238532110092,0,0.484933708316593,1.0
9,3,0.1,12.872,525.3186424242423,0.04957336165517984,0.6363232323232323,79.74119028974158,213.0,31.72,50.864,0.630758652303461,0.5159738921332875,0,0.47846515270164447,1.0
10,3,0.1,13.408,528.9456000000001,0.052247319010955376,0.6958787878787879,81.52879581151832,214.0,31.388,52.108,0.6303683214441694,0.5063081009296149,0,0.482078131292791,1.0
11,3,0.1,14.16,526.3126505050506,0.04621648877247433,0.6533737373737374,78.18454763811049,214.0,31.76,52.036,0.6329737335834896,0.5203101920236337,0,0.45876701361088873,1.0
12,3,0.1,12.08,526.2658828282829,0.05403870596294839,0.6513131313131313,80.35626535626535,212.0,31.516,51.684,0.630325343752348,0.5032301938116287,0,0.47583947583947583,1.0
13,3,0.1,12.956,527.1425777777778,0.051137064961842144,0.6624646464646465,80.51628865979382,213.0,31.06,52.188,0.6310156425417259,0.5088265835929388,0,0.4812371134020619,1.0
14,3,0.1,12.272,524.7980525252526,0.05158130276009064,0.6322020202020202,76.97449832775919,212.0,32.284,51.164,0.6341535505800635,0.5156422524843578,0,0.46153846153846156,1.0
15,3,0.1,11.96,525.8144525252526,0.05422487860063618,0.6462222222222221,77.3404791929382,212.0,32.58,52.392,0.6332581122091666,0.5130237825594564,0,0.46027742749054223,1.0
16,3,0.1,12.376,527.6770172839507,0.05449908753797642,0.6727407407407408,79.46999031945789,212.0,25.06,42.364,0.6310698208983814,0.5132091814638372,0,0.4753146176185866,1.0
17,3,0.1,13.54,527.1130750000001,0.049241798999611494,0.6667083333333332,76.53555281545417,213.0,31.568,51.864,0.6313227163957422,0.5089319650323071,0,0.45129469790382243,1.0
18,3,0.1,13.556,525.795490909091,0.04744293040095179,0.643030303030303,77.53749493311715,213.0,31.66,51.86,0.632331462833423,0.5184239328712149,0,0.45642480745845154,1.0
19,3,0.1,13.516,526.2300848484848,0.048461030720121624,0.6536969696969698,78.12101653892698,212.0,32.18,52.404,0.6310797480840732,0.5072669266217653,0,0.45865268253327957,1.0
20,3,0.1,12.096,528.0464404040405,0.05628368954278045,0.6794747474747476,79.47931873479318,212.0,31.016,52.208,0.6309297190284018,0.512033484478549,0,0.467558799675588,1.0
21,3,0.1,12.268,528.5776040404041,0.05615885007248644,0.6864242424242424,81.71893244370308,213.0,30.34,51.392,0.6326931800998035,0.5126171593366979,0,0.4824854045037531,1.0
22,3,0.1,12.184,526.8567583333333,0.05432022977022977,0.662375,84.14344600164881,212.0,30.088,49.664,0.6293883182584701,0.5010155721056195,0,0.49381698268755153,1.0
23,3,0.1,13.412,529.4566916666666,0.05237652746558997,0.704,80.82370184254606,213.0,30.216,51.288,0.6315485996705107,0.5088122605363985,0,0.47822445561139026,1.0
24,3,0.1,12.216,527.1781737373738,0.054552308970490786,0.6663030303030303,80.80015372790162,212.0,30.432,51.072,0.6308470290771175,0.5165260196905767,0,0.48078401229823214,1.0
25,3,0.1,12.848,525.6889673469387,0.050003540337213805,0.6428163265306123,81.22727272727273,212.0,31.488,51.172,0.629603620474407,0.5095432856169052,0,0.48431214802896216,1.0
26,3,0.1,14.064,525.0518707070706,0.044957884965104215,0.6332121212121212,83.85357873210634,213.0,31.476,51.124,0.6304771178188899,0.5007473841554559,0,0.49693251533742333,1.0
27,3,0.1,12.176,527.9724686868688,0.055645151145151145,0.6766868686868686,78.61856505877584,212.0,31.596,53.332,0.6301574803149607,0.5067857142857143,0,0.4665585731657884,1.0
28,3,0.1,12.364,525.486206060606,0.051421841458205095,0.6351515151515152,80.03339960238569,212.0,30.864,51.096,0.630457933972311,0.5052557813594954,0,0.47713717693836977,1.0
29,3,0.1,13.02,526.5194464646466,0.05072773522773522,0.6604444444444445,78.81454248366013,212.0,32.752,52.852,0.6308676529388245,0.5089253187613844,0,0.47181372549019607,1.0
30,3,0.1,11.34,527.2809043478261,0.05963087468087468,0.6741304347826087,80.42276422764228,212.0,28.86,46.94,0.6316358024691358,0.5136200716845878,0,0.46512623020967053,1.0
31,3,0.1,11.728,526.4609656565657,0.05596398147307238,0.6557575757575758,77.94940353763883,212.0,31.656,51.628,0.6326623278341154,0.5175879396984925,0,0.47634718222953515,1.0
32,3,0.1,13.156,526.177995959596,0.04953051443505989,0.651030303030303,77.42083842083842,213.0,31.88,52.104,0.6332540154669839,0.5153461812990721,0,0.4574684574684575,1.0
33,3,0.1,13.484,529.2888606060606,0.0520658447612993,0.7021010101010101,79.34572946465059,213.0,31.7,53.72,0.6310756972111554,0.5044444444444445,0,0.4646505925623212,1.0
34,3,0.1,12.488,527.1970747474749,0.053383464347100715,0.6663434343434343,83.14015001973944,212.0,30.74,51.436,0.6295175797219951,0.5028880866425993,0,0.4926964074220292,1.0
35,3,0.1,15.712,522.6667232323232,0.037642665257450886,0.5880808080808081,81.86935483870968,215.0,32.424,51.592,0.6302168137801011,0.503293297171639,0,0.47419354838709676,1.0
36,3,0.1,13.28,524.0223541666668,0.046348207919531446,0.6135833333333333,84.10526315789474,213.0,29.808,48.388,0.6310228233305156,0.5045841519318927,0,0.5024671052631579,1.0
37,3,0.1,13.804,529.2499157894738,0.05097066121357143,0.7019368421052631,79.37758985200846,214.0,30.576,50.98,0.6315603463509454,0.5131578947368421,0,0.4604651162790698,1.0
38,3,0.1,11.756,525.8072323232324,0.0551853013428771,0.6485656565656566,83.07988529291273,212.0,31.404,50.42,0.6312688710508874,0.5094145840465594,0,0.49774682507169193,1.0
39,3,0.1,12.492,525.8382464646464,0.05184064336337064,0.6461818181818182,78.20468557336622,212.0,32.032,52.072,0.6326546842691267,0.5119581464872944,0,0.4615700780928894,1.0
40,3,0.1,12.184,528.5785090909093,0.05692375587375588,0.6901818181818182,79.69233838786911,212.0,31.044,51.76,0.6308220819685229,0.5096963044273692,0,0.46887470071827614,1.0
41,3,0.1,12.292,525.3055595959597,0.051706546820183184,0.636,86.30731102850062,212.0,30.56,49.904,0.6301599390708301,0.5045296167247387,0,0.5146633622470054,1.0
42,3,0.1,12.212,527.6850383838384,0.05556634700877124,0.6777373737373736,81.9071283095723,212.0,31.872,51.988,0.6313315134971186,0.5035561877667141,0,0.4769857433808554,1.0
43,3,0.1,11.884,526.4669052631581,0.05540634505845032,0.6549473684210527,83.26233085988652,212.0,29.884,49.06,0.6307626331212922,0.5018278497839814,0,0.48974247053688347,1.0
44,3,0.1,12.588,525.5755151515151,0.05111949074230714,0.642989898989899,81.05325686194183,213.0,32.288,51.76,0.6304653399422949,0.511565538048944,0,0.47972142564522735,1.0
45,3,0.1,11.88,527.7399393939395,0.057072864957713444,0.6785050505050505,82.78515138946496,212.0,31.164,51.536,0.631042870173305,0.5063291139240507,0,0.49813355454168395,1.0
46,3,0.1,13.068,526.5706530612246,0.050407813015316015,0.6592244897959183,81.89674796747967,213.0,31.404,51.308,0.6296764009471192,0.5021201413427562,0,0.4796747967479675,1.0
47,3,0.1,12.84,525.6011191919192,0.04968947281674555,0.6375353535353536,78.7205943045811,212.0,31.936,52.18,0.6326050884955752,0.5118577075098815,0,0.46595130004127117,1.0
48,3,0.1,12.716,524.4593836734695,0.0491857015433546,0.6227346938775511,83.6719512195122,212.0,31.868,50.84,0.6296881168574813,0.5026455026455027,0,0.5020325203252033,1.0
49,3,0.1,12.636,525.2958181818183,0.05038566349475441,0.6356767676767676,81.8909853249476,212.0,31.788,51.432,0.631781838949172,0.5063502673796791,0,0.4859538784067086,1.0
0,4,0.0,4.788,499.84085714285715,0.012045112781954886,0.2288571428571428,nan,nan,24.696,24.696,0.748,nan,0,nan,nan
1,4,0.0,4.536,499.96036363636364,0.01286868686868687,0.2316363636363636,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
2,4,0.0,5.04,499.632,0.0112,0.22400000000000006,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
3,4,0.0,4.536,499.61971428571434,0.012428571428571428,0.22371428571428573,nan,nan,24.696,24.696,0.748,nan,0,nan,nan
4,4,0.0,4.788,499.85090909090917,0.012057416267942586,0.22909090909090907,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
5,4,0.0,4.788,499.4815000000001,0.011605263157894733,0.2205,nan,nan,24.192,24.192,0.748,nan,0,nan,nan
6,4,0.0,5.292,499.96036363636364,0.011030303030303033,0.2316363636363636,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
7,4,0.0,4.536,499.413090909091,0.012161616161616163,0.2189090909090909,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
8,4,0.0,5.544,499.19418181818185,0.009719008264462807,0.2138181818181818,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
9,4,0.0,5.292,499.52254545454554,0.010545454545454544,0.22145454545454543,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
10,4,0.0,5.544,500.0698181818182,0.010644628099173556,0.23418181818181816,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
11,4,0.0,5.544,499.7414545454546,0.010297520661157022,0.22654545454545455,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
12,4,0.0,4.788,499.6320000000001,0.011789473684210525,0.22400000000000006,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
13,4,0.0,4.536,499.52254545454554,0.012303030303030305,0.22145454545454543,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
14,4,0.0,4.536,499.7414545454546,0.012585858585858587,0.22654545454545455,nan,nan,24.948,24.948,0.748,nan,0,nan,nan
