net,scheme,overhead,p,nodes,reachable,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
6,bsps,ack,0.3,100,1.0,16.044,593.856298989899,0.06896277803012017,1.1022626262626263,39.53388584413848,116.0,29.688,72.944,0.4112936772046589,0.7114208021753909,0,0.2621307311856704,1.0
7,bsps,ack,0.3,100,1.0,14.42,591.5214383838384,0.07276118739648152,1.0465858585858587,39.349060429904014,114.0,30.556,72.196,0.41094261076419863,0.7078396364226587,0,0.2751115317020414,1.0
8,bsps,ack,0.3,100,1.0,17.64,590.8644727272728,0.05962833348021921,1.047919191919192,40.37480021310602,117.0,30.104,73.028,0.4097178018247401,0.7082760989010989,0,0.26172083111347894,1.0
9,bsps,ack,0.3,100,1.0,16.376,592.2542505050505,0.06477359733680683,1.0564040404040405,41.066296095444685,117.0,30.916,72.312,0.41011461894228834,0.7033366369342583,0,0.27413232104121477,1.0
10,bsps,ack,0.3,100,1.0,16.524,594.8657050505051,0.06733498953173876,1.107030303030303,40.39778707326946,117.0,30.104,72.448,0.4112794935737579,0.7073055028462998,0,0.27013898259344216,1.0
11,bsps,ack,0.3,100,1.0,17.28,592.829280808081,0.06313651940308287,1.0884848484848484,39.60921088068947,117.0,29.828,73.336,0.4143034568412337,0.7166837958204865,0,0.25316455696202533,1.0
12,bsps,ack,0.3,100,1.0,14.724,592.668290909091,0.07343647510804374,1.078060606060606,39.02920190274841,114.0,29.688,72.688,0.4067373050779688,0.702529618956132,0,0.27048097251585623,1.0
13,bsps,ack,0.3,100,1.0,15.376,592.1902181818183,0.06933546921488098,1.0644444444444443,39.57296341629267,115.0,29.928,72.356,0.41229356005081597,0.7033405351504072,0,0.27199782401740785,1.0
14,bsps,ack,0.3,100,1.0,14.656,592.6643353535354,0.07369250161603103,1.0783030303030303,37.92173683515903,114.0,29.96,72.636,0.41080489503531986,0.7101145346023552,0,0.2603932954995381,1.0
15,bsps,ack,0.3,100,1.0,14.692,592.7183111111112,0.0743957319369084,1.089171717171717,37.908586525759574,115.0,29.884,73.836,0.40700978844332175,0.7056176029338223,0,0.2564068692206077,1.0
16,bsps,ack,0.3,82,0.82,15.328,593.5408296296297,0.07138361708089377,1.0916049382716049,39.09346567411084,115.0,24.616,59.32,0.41287973889028373,0.7111204013377926,0,0.2643507030603805,1.0
17,bsps,ack,0.3,97,0.97,16.304,592.9113916666668,0.06741103719265484,1.0977916666666667,38.147021899846564,116.0,28.716,71.82,0.412472885032538,0.7070524412296564,0,0.25303389594085646,1.0
18,bsps,ack,0.3,100,1.0,16.46,592.1552727272727,0.0653125524992914,1.0737777777777777,38.943673469387754,116.0,29.836,73.092,0.41122448979591836,0.7082352941176471,0,0.26136054421768706,1.0
19,bsps,ack,0.3,100,1.0,16.308,592.6163070707071,0.06648539170381275,1.0831515151515152,39.442537909018355,116.0,29.672,72.904,0.4101814516129032,0.7074013157894737,0,0.26310188880021285,1.0
20,bsps,ack,0.3,100,1.0,14.484,593.5590585858587,0.07554614546673372,1.0923636363636362,38.09769189479334,114.0,29.776,72.676,0.413707102952913,0.7093373493975904,0,0.26154052603327965,1.0
21,bsps,ack,0.3,100,1.0,14.948,594.7424727272729,0.07449940382783521,1.1107474747474748,40.2565445026178,115.0,29.632,72.56,0.4094162718015929,0.7044893931919092,0,0.27198281648543426,1.0
22,bsps,ack,0.3,97,0.97,14.58,593.2823791666666,0.07401630934425052,1.0780416666666668,39.86359809149593,114.0,29.42,69.792,0.4121863799283154,0.7044996642041639,0,0.27490878473196745,1.0
23,bsps,ack,0.3,97,0.97,16.032,595.236375,0.07053804267967871,1.130375,39.94846078841064,116.0,28.756,71.268,0.4117583603020496,0.7031021897810219,0,0.2572781724474161,1.0
24,bsps,ack,0.3,100,1.0,15.032,593.7965050505052,0.07291286959228135,1.093939393939394,39.96350858224084,115.0,30.008,72.292,0.4105459442660313,0.7042927997263554,0,0.27057710501419113,1.0
25,bsps,ack,0.3,99,0.99,15.536,592.2000367346939,0.06872109272280341,1.0671020408163265,39.66606896551724,115.0,29.848,71.796,0.41001836359926547,0.7035978480161399,0,0.2736551724137931,1.0
26,bsps,ack,0.3,100,1.0,17.016,592.4199919191921,0.06351883481728683,1.0796363636363635,39.60888466241,116.0,30.152,73.144,0.4108576935432059,0.7078254725313549,0,0.2630077435131096,1.0
27,bsps,ack,0.3,100,1.0,14.816,593.0361090909091,0.07447893112697034,1.0999595959595958,36.88774821018506,114.0,28.864,73.804,0.41234542242543903,0.712608473711077,0,0.254356342023504,1.0
28,bsps,ack,0.3,100,1.0,15.008,591.4898222222223,0.07034345360521832,1.0533333333333332,39.26658608648939,115.0,29.972,72.344,0.4110854503464203,0.7068366164542295,0,0.2708836959441311,1.0
29,bsps,ack,0.3,100,1.0,15.568,593.4827797979799,0.07109581623895349,1.1055757575757574,38.66729373824241,115.0,29.708,73.708,0.4074782239218186,0.701507882111035,0,0.2620263370061811,1.0
30,bsps,ack,0.3,93,0.93,14.252,595.3154347826088,0.07838437622393908,1.1124347826086958,40.29998558454663,115.0,28.192,66.768,0.4129414166156358,0.712869623655914,0,0.272452068617558,1.0
31,bsps,ack,0.3,100,1.0,14.152,593.2659797979799,0.07716373180196709,1.0895353535353536,37.872058823529414,114.0,29.972,72.86,0.4135647637202769,0.7137410906679927,0,0.2565508021390374,1.0
32,bsps,ack,0.3,100,1.0,16.144,592.5733414141415,0.067060276097789,1.0792323232323233,38.587278106508876,116.0,29.88,72.792,0.4143923031612016,0.712565963060686,0,0.2575309306078537,1.0
33,bsps,ack,0.3,100,1.0,15.932,594.8934707070708,0.07148746854758206,1.1370101010101012,38.48009303598303,115.0,29.056,74.136,0.41285938316779924,0.7055408970976254,0,0.251744424681899,1.0
34,bsps,ack,0.3,100,1.0,14.988,594.1452121212121,0.0741312746077452,1.1095757575757574,39.61221231874418,115.0,29.62,73.172,0.408796196239464,0.7051862164984337,0,0.26606358919781825,1.0
35,bsps,ack,0.3,100,1.0,19.916,588.9055232323233,0.05131846596058754,1.0183434343434343,40.48839103869654,119.0,30.364,73.528,0.41506910387873386,0.7140962485790072,0,0.25186693822131706,1.0
36,bsps,ack,0.3,97,0.97,16.492,590.4176458333334,0.06190645499259083,1.01875,41.540983606557376,116.0,29.656,68.74,0.4111817501869858,0.7097955447055233,0,0.2796369055683512,1.0
37,bsps,ack,0.3,96,0.96,17.168,595.7312084210527,0.06720313360801385,1.1508210526315787,39.69159524467791,117.0,27.868,71.548,0.40630555884793174,0.7028044419348767,0,0.25269560409178876,1.0
38,bsps,ack,0.3,100,1.0,14.488,593.6588080808082,0.07488187248481366,1.0829494949494949,39.492426291587776,114.34999999999945,30.596,71.928,0.41410032926593066,0.7128279883381924,0,0.26900189342710307,1.0
39,bsps,ack,0.3,100,1.0,15.268,592.214509090909,0.07053265543461622,1.0748686868686868,38.03059299191375,115.0,29.956,73.032,0.4136169325409238,0.7071920834069624,0,0.2568733153638814,1.0
40,bsps,ack,0.3,100,1.0,14.912,595.314492929293,0.07563880825057297,1.1237575757575757,39.86734693877551,115.0,29.916,73.04,0.4089227191034993,0.7019513037471939,0,0.26745435016111707,1.0
41,bsps,ack,0.3,100,1.0,15.42,592.7651919191919,0.06935578310578311,1.0682828282828283,40.47209490428687,115.0,30.356,71.824,0.41361727654469105,0.7129043014338112,0,0.27298463197627393,1.0
42,bsps,ack,0.3,100,1.0,14.62,594.0617535353535,0.0749876312866509,1.0935353535353536,39.46565934065934,115.0,30.232,72.384,0.4135188866799205,0.7058922558922559,0,0.2706043956043956,1.0
43,bsps,ack,0.3,96,0.96,15.044,592.6866442105265,0.07121210777182913,1.063621052631579,39.92136084774121,116.0,28.868,68.54,0.40989198408186467,0.7036922122246354,0,0.28192972671500277,1.0
44,bsps,ack,0.3,100,1.0,15.564,592.2427191919193,0.06839191208210818,1.0632727272727271,39.69053086586519,115.0,30.6,72.468,0.41256300891818537,0.7077943078913325,0,0.26759421856004323,1.0
45,bsps,ack,0.3,100,1.0,14.472,594.8172121212122,0.07728799533799534,1.1174949494949495,39.88135593220339,115.0,29.196,72.548,0.40810126582278483,0.7017142857142857,0,0.2751588983050847,1.0
46,bsps,ack,0.3,99,0.99,16.056,593.2981102040817,0.06799789597736146,1.0895102040816325,40.6323875432526,116.0,29.812,72.0,0.4115392583385125,0.7073212452959289,0,0.27017301038062286,1.0
47,bsps,ack,0.3,100,1.0,15.32,590.5131757575758,0.06750532902101529,1.0318383838383838,39.63860452586207,115.0,29.828,72.048,0.4113559477004663,0.7053176900807557,0,0.2730334051724138,1.0
48,bsps,ack,0.3,99,0.99,15.46,591.4071591836736,0.06811316926037814,1.0502448979591836,39.23349480968858,115.0,30.684,72.236,0.41343375980189845,0.7102272727272727,0,0.2644982698961938,1.0
49,bsps,ack,0.3,100,1.0,15.356,591.3814787878788,0.06818741766584904,1.045010101010101,39.0673672864457,114.0,30.268,71.98,0.4142601824851848,0.7129847699795886,0,0.26596604688763137,1.0
0,bsps,ack,0.4,99,0.99,16.916,596.2997959183674,0.07094829745663447,1.194,37.49913661757237,116.0,25.464,75.0,0.37093620141774625,0.7215909090909091,0,0.23809040121889283,1.0
1,bsps,ack,0.4,100,1.0,15.928,598.284383838384,0.07860290399506087,1.2494141414141413,35.43687639991855,116.0,24.584,77.5,0.38017080330931413,0.7344582593250444,0,0.21207493382203219,1.0
2,bsps,ack,0.4,100,1.0,16.768,595.8265494949496,0.07184681256518201,1.202020202020202,37.176151761517616,117.0,24.676,76.576,0.36954868154158216,0.7201847324096713,0,0.23215898825654924,1.0
3,bsps,ack,0.4,99,0.99,15.148,595.1452857142858,0.0778685139990062,1.1785714285714284,35.59515535568275,114.0,25.364,75.128,0.37207628643396906,0.7219104789247032,0,0.23609975470155356,1.0
4,bsps,ack,0.4,100,1.0,15.468,596.7884808080807,0.0777166745210605,1.1990303030303031,36.58943626206196,116.0,25.828,75.768,0.3751328374070138,0.7301118108212312,0,0.23362112747587607,1.0
5,bsps,ack,0.4,97,0.97,15.888,594.9000416666667,0.07442978770455551,1.18025,35.37190941200914,115.0,24.072,73.712,0.37671957671957673,0.7304067140090381,0,0.22844379804695616,1.0
6,bsps,ack,0.4,100,1.0,16.492,596.7400727272727,0.073662809531179,1.2094949494949496,36.35242335323282,116.0,25.4,76.184,0.3788212276840303,0.7305381043430756,0,0.22644945866639685,1.0
7,bsps,ack,0.4,100,1.0,14.624,594.345983838384,0.07918885907121201,1.155919191919192,35.64756855948619,114.0,26.184,75.62,0.37729196050775743,0.7301730818909843,0,0.23559995922112345,1.0
8,bsps,ack,0.4,100,1.0,18.336,593.8704646464647,0.06378989592357169,1.1662626262626263,36.94390366281987,118.0,25.212,76.644,0.37536507936507935,0.7336949152542372,0,0.2210737581535374,1.0
9,bsps,ack,0.4,100,1.0,16.992,595.1883393939396,0.06923465094130728,1.1694949494949494,37.732041396103895,117.0,26.124,75.676,0.37582128777923784,0.7261764320356534,0,0.23579545454545456,1.0
10,bsps,ack,0.4,100,1.0,17.172,597.8057131313133,0.07121493747241942,1.2177373737373736,37.78150161030596,118.0,25.376,75.672,0.3731308948700253,0.7259185700099305,0,0.2393317230273752,1.0
11,bsps,ack,0.4,100,1.0,17.764,595.8052040404041,0.06771707432574306,1.2005656565656564,37.33477256752686,117.0,25.052,76.556,0.37588740814547267,0.7325659215633784,0,0.22572547444522542,1.0
12,bsps,ack,0.4,100,1.0,15.252,595.6308242424243,0.07831794937089055,1.1910707070707072,36.430439121756486,115.0,25.092,76.136,0.3664618720636068,0.7218518052585231,0,0.23962075848303394,1.0
13,bsps,ack,0.4,100,1.0,15.74,595.1462909090909,0.07486426471132353,1.176080808080808,35.8930246787681,115.0,25.448,75.78,0.3787174721189591,0.7275582308296258,0,0.23210279420762797,1.0
14,bsps,ack,0.4,100,1.0,15.004,595.7873696969698,0.07958261651202826,1.1925252525252525,35.40211587897963,114.0,25.46,76.108,0.37076627432140286,0.7285461887935386,0,0.23195570496341705,1.0
15,bsps,ack,0.4,100,1.0,15.028,595.6354626262628,0.08014463368875134,1.2012929292929293,35.04715561352463,115.0,25.036,77.088,0.3711456505389822,0.7262696091465036,0,0.2245409852513294,1.0
16,bsps,ack,0.4,82,0.82,15.804,596.7106666666667,0.07657401577281751,1.207358024691358,35.978865406006676,116.0,20.856,62.152,0.3760119940029985,0.7284539473684211,0,0.22901989865282413,1.0
17,bsps,ack,0.4,97,0.97,16.724,596.0178875,0.07291747874588432,1.2178333333333335,35.13219106957425,116.0,23.512,75.084,0.3741986131100353,0.7291402842268186,0,0.21921079958463136,1.0
18,bsps,ack,0.4,100,1.0,16.872,594.8856808080808,0.07000943284632655,1.1790707070707072,36.39038088430512,116.0,25.38,76.212,0.37472740489459655,0.7251867662753468,0,0.23179822322066782,1.0
19,bsps,ack,0.4,100,1.0,16.7,595.5610020202021,0.071478271485805,1.192767676767677,36.68544600938967,116.0,25.176,76.152,0.37114150829197434,0.724899857862773,0,0.2319448606532814,1.0
20,bsps,ack,0.4,100,1.0,14.936,596.4626949494949,0.08053557292380822,1.2011313131313133,35.15469502407705,114.0,25.404,75.992,0.376906577693041,0.7276550998948476,0,0.22873194221508827,1.0
21,bsps,ack,0.4,100,1.0,15.344,597.6092727272728,0.07959906730887123,1.2167272727272727,36.59979777553084,116.0,25.384,75.764,0.37837516355418105,0.7300144870275254,0,0.23225480283114258,1.0
22,bsps,ack,0.4,97,0.97,14.856,596.3277666666668,0.08025046965901746,1.1910833333333333,36.93280796350062,114.0,24.908,73.044,0.3716994719155065,0.7205268648930621,0,0.24315636665284115,1.0
23,bsps,ack,0.4,97,0.97,16.444,598.4033708333335,0.07579256195533769,1.2457083333333334,36.68280414963848,116.0,24.2,74.572,0.3769309989701339,0.7268690919507305,0,0.22068531908204966,1.0
24,bsps,ack,0.4,100,1.0,15.528,597.0837333333334,0.07820702888251908,1.212121212121212,36.79511849301195,115.0,25.52,75.936,0.37425668979187315,0.7277867528271406,0,0.23425156977921816,1.0
25,bsps,ack,0.4,99,0.99,15.868,595.2470040816327,0.07454083824005794,1.1813469387755102,35.94649865730221,115.0,25.268,75.204,0.374634858812074,0.726041943190868,0,0.23290642429250155,1.0
26,bsps,ack,0.4,100,1.0,17.436,595.4697535353536,0.06855625658025039,1.194020202020202,35.56210288993646,116.0,25.424,76.52,0.3824937027707809,0.7362606232294617,0,0.2194097151055544,1.0
27,bsps,ack,0.4,100,1.0,15.212,595.7771030303031,0.07956753464400523,1.2058989898989898,34.13745322140184,114.0,24.336,76.932,0.37465770475479215,0.7286364854004822,0,0.22342469909982807,1.0
28,bsps,ack,0.4,100,1.0,15.392,594.3311474747475,0.07557266404619346,1.1616969696969697,35.94950005049995,115.0,25.704,75.732,0.37489539748953976,0.7271774721676489,0,0.2344207655792344,1.0
29,bsps,ack,0.4,100,1.0,15.824,596.702682828283,0.07747812478008556,1.2243232323232323,34.75212206952304,115.0,24.744,77.152,0.3740834386852086,0.7280653950953678,0,0.22140258690379952,1.0
30,bsps,ack,0.4,93,0.93,14.684,598.4080565217391,0.08357465969665458,1.2226086956521738,37.87297472456254,115.0,24.128,69.804,0.37344398340248963,0.7249867654843832,0,0.2440051847051199,1.0
31,bsps,ack,0.4,100,1.0,14.468,596.2427878787879,0.08310052365934718,1.200121212121212,35.5287333063537,114.0,25.472,76.144,0.37540453074433655,0.727438944756432,0,0.22946175637393768,1.0
32,bsps,ack,0.4,100,1.0,16.556,595.5017010101011,0.07196209286833641,1.18820202020202,35.99603093832689,116.0,25.48,76.06,0.37816011235955055,0.729820918764599,0,0.22847547323427642,1.0
33,bsps,ack,0.4,100,1.0,16.328,597.751991919192,0.07616158503805563,1.241090909090909,36.35230518155855,116.0,24.748,77.148,0.37309708010980785,0.7180762852404643,0,0.2270501835985312,1.0
34,bsps,ack,0.4,100,1.0,15.424,597.2853414141415,0.07948736666383725,1.224969696969697,36.515723902341,115.0,24.976,76.632,0.3707008016550297,0.7243325075695017,0,0.2312870491309153,1.0
35,bsps,ack,0.4,100,1.0,20.64,591.7732848484849,0.05535172684297449,1.1377373737373737,37.909044767028725,119.0,25.172,77.092,0.3781837578343779,0.7298178047696637,0,0.2193685920211146,1.0
36,bsps,ack,0.4,97,0.97,16.988,593.2321708333334,0.0664881433606956,1.127125,38.459850271766996,117.0,25.56,72.076,0.37509744960463304,0.7288115100955145,0,0.24459029843093016,1.0
37,bsps,ack,0.4,96,0.96,17.8,598.8187831578948,0.07128117213241379,1.2660210526315792,36.74553058024046,118.0,23.156,74.736,0.36935529679068446,0.7248062015503876,0,0.21787767903815997,1.0
38,bsps,ack,0.4,100,1.0,14.932,596.8033373737375,0.08040458278105338,1.1985858585858586,36.56095835018196,115.0,25.916,75.38,0.3764351153890757,0.7299733401041005,0,0.2357460574201375,1.0
39,bsps,ack,0.4,100,1.0,15.688,595.3448080808082,0.07613558373362295,1.1923636363636365,35.520539730134935,115.0,25.04,76.472,0.37327945447657535,0.7259582594461874,0,0.22818590704647676,1.0
40,bsps,ack,0.4,100,1.0,15.296,598.6098303030303,0.08161567959999332,1.2437171717171716,36.07281700070501,115.0,25.252,76.712,0.37471554993678885,0.7295640326975477,0,0.22600463289354417,1.0
41,bsps,ack,0.4,100,1.0,15.768,595.7465454545454,0.07478454196493411,1.1778181818181819,37.784560690705945,115.0,26.148,75.228,0.37498506749492294,0.7253899593655787,0,0.2425596749619096,1.0
42,bsps,ack,0.4,100,1.0,14.96,597.1237656565658,0.08087743465684642,1.2080404040404042,35.92259521609691,115.0,25.5,75.796,0.3790408525754885,0.7307743216412972,0,0.23159839852171235,1.0
43,bsps,ack,0.4,96,0.96,15.624,595.6309810526317,0.0755708557274746,1.173136842105263,37.180127468394105,116.0,24.728,71.776,0.36857142857142855,0.7215757575757575,0,0.25148887263608816,1.0
44,bsps,ack,0.4,100,1.0,16.02,595.1357737373737,0.07331929142027181,1.1737373737373737,36.43610856968588,116.0,25.896,75.704,0.37865530739120423,0.7304837471205529,0,0.23055809698078683,1.0
45,bsps,ack,0.4,100,1.0,14.812,597.8572444444445,0.08291335396629515,1.2266666666666666,35.80119940029985,115.0,25.056,75.92,0.3763078773301263,0.7315549772283669,0,0.23128435782108944,1.0
46,bsps,ack,0.4,99,0.99,16.52,596.2976734693879,0.07282612220326726,1.201142857142857,37.78414369773924,116.0,25.22,75.22,0.3741546784704291,0.7221392697163024,0,0.23691545370083616,1.0
47,bsps,ack,0.4,100,1.0,15.772,593.2035313131313,0.07237500400833732,1.1393535353535353,36.71658939729893,115.0,25.332,75.372,0.37331284977504664,0.725408370096578,0,0.23956863535577505,1.0
48,bsps,ack,0.4,99,0.99,15.888,594.4773714285715,0.0740283401754764,1.172448979591837,36.45636419312034,116.0,25.352,75.728,0.3717788341255942,0.7272848387956302,0,0.23262223129529447,1.0
49,bsps,ack,0.4,100,1.0,15.752,594.1318101010102,0.07322739144622528,1.1511111111111114,36.49221435793731,115.0,25.872,75.188,0.3782087209954041,0.7299170689441763,0,0.23629929221435794,1.0
0,bsps,ack,0.5,99,0.99,17.392,599.2202448979593,0.07520265503558453,1.3023673469387753,34.04352769205782,117.0,21.344,78.36,0.33075089392133494,0.7490595264439035,0,0.19952899139191166,1.0
1,bsps,ack,0.5,100,1.0,16.34,601.1175838383839,0.08312386333996241,1.3556767676767676,32.66804407713499,116.0,20.296,80.704,0.3387781770663182,0.7577509842519685,0,0.1800356506238859,1.0
2,bsps,ack,0.5,100,1.0,17.28,598.6005535353536,0.0756301431931979,1.3046464646464646,33.810137732222934,117.0,20.82,79.824,0.3310810810810811,0.7489127946898604,0,0.19378603459320948,1.0
3,bsps,ack,0.5,99,0.99,15.528,598.1012612244899,0.08301610116574101,1.28734693877551,32.49723172121804,115.0,21.152,78.436,0.3284596071481317,0.7493769639180843,0,0.2014329913694838,1.0
4,bsps,ack,0.5,100,1.0,15.972,599.6976444444444,0.0820994262989619,1.3079191919191921,33.58474167069049,116.0,21.616,79.188,0.3323649041255084,0.754537689515268,0,0.2002253339771447,1.0
5,bsps,ack,0.5,97,0.97,16.316,597.4503208333333,0.07838075458253478,1.275625,32.94411814062762,116.0,20.42,76.568,0.33604336043360433,0.7517047299491287,0,0.20003356267830172,1.0
6,bsps,ack,0.5,100,1.0,17.148,599.5817535353535,0.07689250455808763,1.3134141414141414,33.94763335227734,117.0,21.384,79.384,0.3337821663674446,0.7493194192377496,0,0.19728830072257855,1.0
7,bsps,ack,0.5,100,1.0,15.176,596.9401131313131,0.08297875592091279,1.2567272727272725,33.34706840390879,115.0,22.088,78.728,0.33247274813539873,0.7476826902349645,0,0.20798045602605864,1.0
8,bsps,ack,0.5,100,1.0,18.872,596.4368121212123,0.06731079730782329,1.2667474747474747,34.95501897763062,118.0,21.208,79.804,0.32856698787690397,0.75,0,0.19664055560041993,1.0
9,bsps,ack,0.5,100,1.0,17.476,597.9268808080808,0.07327938133608927,1.2753535353535352,35.030202697246224,118.0,21.908,78.984,0.32912692589875275,0.745890038105607,0,0.20439311959945086,1.0
10,bsps,ack,0.5,100,1.0,17.724,600.5630262626263,0.0746908150749224,1.3192323232323233,34.91267356930733,118.0,21.484,78.84,0.3297244094488189,0.7485992944594314,0,0.20675816678706155,1.0
11,bsps,ack,0.5,100,1.0,18.372,598.6365656565657,0.07123204411079916,1.3066262626262626,34.508552156106965,117.0,20.968,79.864,0.3337878787878788,0.7546067415730338,0,0.1917610214406167,1.0
12,bsps,ack,0.5,100,1.0,15.608,598.1201535353536,0.0825684132497858,1.285252525252525,33.35549503364307,115.0,21.364,79.052,0.32752360203340597,0.7468232781633742,0,0.20594360781800705,1.0
13,bsps,ack,0.5,100,1.0,16.048,597.7819232323233,0.0796961347237405,1.2766060606060605,33.23853955375254,115.0,21.52,78.952,0.3352757248436612,0.7492945517690471,0,0.20154158215010143,1.0
14,bsps,ack,0.5,100,1.0,15.3,598.4592646464647,0.08446423522011758,1.291030303030303,33.03009926352866,115.0,21.64,79.152,0.324667737695341,0.7454004041263427,0,0.2052513608709574,1.0
15,bsps,ack,0.5,100,1.0,15.432,598.2248121212123,0.08439354294942529,1.2994747474747474,32.712161616161616,115.0,20.94,80.016,0.32682926829268294,0.745413870246085,0,0.19692929292929293,1.0
16,bsps,ack,0.5,82,0.82,16.416,599.7590271604939,0.08033825164460413,1.3163456790123456,33.100612164297,116.0,17.552,64.932,0.3368074602303895,0.7558027743441835,0,0.1950039494470774,1.0
17,bsps,ack,0.5,97,0.97,17.104,598.7820041666666,0.0773716061241748,1.32025,32.4738852445404,116.0,19.54,78.08,0.32782943251042,0.7480028195488722,0,0.18973677655069335,1.0
18,bsps,ack,0.5,100,1.0,17.236,597.6154181818182,0.0743790456781685,1.2800808080808082,33.716064453125,116.0,21.42,79.316,0.3316590338306988,0.7462420665850128,0,0.20149739583333334,1.0
19,bsps,ack,0.5,100,1.0,17.096,598.2825212121212,0.0756084208094012,1.2916363636363635,34.14839379894518,116.0,21.348,79.18,0.3276420370915514,0.7456006951987834,0,0.2024132971072399,1.0
20,bsps,ack,0.5,100,1.0,15.268,599.1931030303032,0.08538964978376742,1.302060606060606,32.823917061801815,115.0,21.424,79.084,0.33046270617428114,0.7462017706853208,0,0.20236277425058266,1.0
21,bsps,ack,0.5,100,1.0,15.776,600.4716000000001,0.08395880840292604,1.320242424242424,34.44453402128346,116.0,21.528,79.02,0.32591391509433965,0.7435980902777778,0,0.20743308610125766,1.0
22,bsps,ack,0.5,97,0.97,15.16,599.3156666666667,0.08584730392156863,1.3002916666666666,33.26579034391534,114.0,20.924,76.372,0.33260137607963697,0.7505725815247029,0,0.20345568783068782,1.0
23,bsps,ack,0.5,97,0.97,16.812,601.2551083333334,0.08034819365611742,1.3499583333333336,34.04191016864251,117.0,20.136,77.6,0.3337002673376317,0.7481825765701346,0,0.19051594590081816,1.0
24,bsps,ack,0.5,100,1.0,16.02,600.0476565656567,0.08248024234298744,1.3183030303030305,33.97724687144483,115.0,21.488,79.204,0.33418636158362186,0.7518347070114034,0,0.2010401430196652,1.0
25,bsps,ack,0.5,99,0.99,16.26,598.164942857143,0.07940266344633091,1.2899591836734694,33.109790095113155,115.0,21.04,78.516,0.330187265917603,0.7495316804407713,0,0.2012955067235159,1.0
26,bsps,ack,0.5,100,1.0,17.88,598.4663434343436,0.07304343816562599,1.304,33.36373946856772,116.0,21.06,79.836,0.33493938451973887,0.752860144758347,0,0.19337329876863255,1.0
27,bsps,ack,0.5,100,1.0,15.588,598.3705333333335,0.08389737687874943,1.3042020202020201,31.366485345457498,115.0,20.4,79.948,0.3335350173952503,0.7519406007424907,0,0.19322887066655842,1.0
28,bsps,ack,0.5,100,1.0,15.816,596.9732727272727,0.07989869375359572,1.2617373737373736,33.252368996517376,115.0,21.824,78.884,0.3328985507246377,0.7472527472527473,0,0.2034502308253017,1.0
29,bsps,ack,0.5,100,1.0,16.244,599.3293575757576,0.08138770619358854,1.3204040404040405,32.18329409854696,115.0,20.772,79.956,0.33631539044730857,0.7493934142114385,0,0.19141164055523988,1.0
30,bsps,ack,0.5,93,0.93,15.284,601.3274652173914,0.08704429070988837,1.3254347826086954,34.91269979152189,115.0,20.612,72.776,0.33259554375092226,0.7465730524908057,0,0.2098679638637943,1.0
31,bsps,ack,0.5,100,1.0,14.744,599.0602383838384,0.08860020012667073,1.3042828282828283,32.414810013772986,115.0,21.408,79.348,0.3379380543841791,0.7554532500274033,0,0.195576440087499,1.0
32,bsps,ack,0.5,100,1.0,17.0,598.3717454545455,0.07631607628697412,1.2939797979797982,33.3220050287939,116.0,21.304,79.276,0.33628951509083105,0.7527810778701803,0,0.19815070159785872,1.0
33,bsps,ack,0.5,100,1.0,16.672,600.6680040404041,0.08095435034903559,1.3471919191919193,32.867999352541275,116.0,20.412,80.264,0.3342469925384498,0.7485891972820454,0,0.1891388798964066,1.0
34,bsps,ack,0.5,100,1.0,15.724,600.0502181818183,0.08441400654537909,1.326020202020202,33.83413615928067,115.0,21.044,79.736,0.3250236667718523,0.7432463634264604,0,0.20134874759152216,1.0
35,bsps,ack,0.5,100,1.0,21.208,594.3104525252525,0.05870176889836414,1.2404444444444445,35.25289216082841,119.0,20.94,80.272,0.33739639200390054,0.7528714338643943,0,0.18784887954049026,1.0
36,bsps,ack,0.5,97,0.97,17.464,595.7153583333334,0.07004755163030123,1.2204583333333332,36.32964196502914,117.0,22.164,74.972,0.3333333333333333,0.7460414751251405,0,0.21881765195670275,1.0
37,bsps,ack,0.5,96,0.96,18.172,601.4382021052633,0.07515881067477775,1.3630736842105262,33.652014039779374,118.0,19.436,77.56,0.33150591057049855,0.7509162138253507,0,0.1845228146414842,1.0
38,bsps,ack,0.5,100,1.0,15.244,599.726383838384,0.08571026119849648,1.3045656565656563,33.77963366416525,115.0,21.844,78.644,0.33375688267683185,0.7506636933205905,0,0.2047930283224401,1.0
39,bsps,ack,0.5,100,1.0,16.12,598.3020565656567,0.08095973837346386,1.3030303030303032,32.3968787515006,115.0,20.776,79.94,0.33033498759305213,0.7510793001590548,0,0.1923969587835134,1.0
40,bsps,ack,0.5,100,1.0,15.692,601.3670101010102,0.08589911192656291,1.3444040404040403,33.37369401474042,116.0,21.256,79.756,0.3333842161502061,0.7488217036440971,0,0.1959180367700656,1.0
41,bsps,ack,0.5,100,1.0,16.248,598.6938060606061,0.07926612037391191,1.2862222222222222,34.08214053350683,116.0,22.048,78.636,0.3405880657249928,0.7561244758331495,0,0.20095966167859466,1.0
42,bsps,ack,0.5,100,1.0,15.296,599.9513010101011,0.08601180703827764,1.3132525252525251,32.989720998531574,115.0,21.396,79.064,0.3361026089491328,0.7540212277054382,0,0.19970631424375918,1.0
