net,q,scheme,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
7,0.6,static,18.0,556.4758545454545,0.06744332210998878,1.213979797979798,15.353864980624108,18.0,64.816,99.0,0.0,1.0,0,0.0,1.0
8,0.6,static,22.0,557.0077292929292,0.05525619834710744,1.2156363636363638,17.87730061349693,22.0,62.652,99.0,0.0,1.0,0,0.0,1.0
9,0.6,static,21.0,557.1231313131315,0.05822607022607022,1.222747474747475,18.084881756756758,21.0,64.948,99.0,0.0,1.0,0,0.0,1.0
10,0.6,static,22.0,561.751490909091,0.058890725436179986,1.2955959595959594,16.8772,22.0,62.736,99.0,0.0,1.0,0,0.0,1.0
11,0.6,static,22.0,559.2315191919192,0.05735353535353536,1.2617777777777779,17.80886758538047,22.0,63.084,99.0,0.0,1.0,0,0.0,1.0
12,0.6,static,19.0,558.1936080808081,0.06537799043062201,1.2421818181818183,16.31171463315768,19.0,64.024,99.0,0.0,1.0,0,0.0,1.0
13,0.6,static,18.0,559.5923434343434,0.06966778900112233,1.254020202020202,14.501159196290573,18.0,61.852,99.0,0.0,1.0,0,0.0,1.0
14,0.6,static,18.0,558.2605414141415,0.0694320987654321,1.2497777777777779,15.365044687189672,18.0,64.272,99.0,0.0,1.0,0,0.0,1.0
15,0.6,static,18.0,558.4380040404042,0.06904601571268239,1.2428282828282828,15.496604239555465,18.0,62.96,99.0,0.0,1.0,0,0.0,1.0
16,0.6,static,20.0,561.516513580247,0.06490864197530864,1.2981728395061727,16.339924670433145,20.0,50.848,81.0,0.0,1.0,0,0.0,1.0
17,0.6,static,20.0,560.8036333333334,0.06369583333333333,1.2739166666666666,14.913161182840483,20.0,58.704,96.0,0.0,1.0,0,0.0,1.0
18,0.6,static,20.0,558.9201414141415,0.06246262626262626,1.2492525252525253,15.782847072645389,20.0,62.324,99.0,0.0,1.0,0,0.0,1.0
19,0.6,static,19.0,560.1283030303032,0.06697501329080277,1.2725252525252526,16.13927952225005,19.0,62.02,99.0,0.0,1.0,0,0.0,1.0
20,0.6,static,18.0,561.5230545454546,0.07155106621773288,1.2879191919191917,15.485081999604821,18.0,61.496,99.0,0.0,1.0,0,0.0,1.0
21,0.6,static,18.0,560.6652565656566,0.07135129068462402,1.2843232323232323,15.281825460368294,18.0,63.852,99.0,0.0,1.0,0,0.0,1.0
22,0.6,static,17.0,558.3330041666668,0.07386029411764704,1.255625,14.81231538286753,17.0,63.46,96.0,0.0,1.0,0,0.0,1.0
23,0.6,static,19.0,562.0522125,0.06878728070175438,1.3069583333333332,17.553872053872055,19.0,60.532,96.0,0.0,1.0,0,0.0,1.0
24,0.6,static,18.0,561.230294949495,0.07196408529741863,1.2953535353535353,15.906811377245509,18.0,62.76,99.0,0.0,1.0,0,0.0,1.0
25,0.6,static,18.0,559.390955102041,0.06989115646258504,1.2580408163265309,14.220697765582125,18.0,61.712,98.0,0.0,1.0,0,0.0,1.0
26,0.6,static,20.0,556.4475838383839,0.06156161616161616,1.231232323232323,16.203827325322653,20.0,66.108,99.0,0.0,1.0,0,0.0,1.0
27,0.6,static,19.0,559.8821333333333,0.0662200956937799,1.258181818181818,14.014253716147424,19.0,61.44,99.0,0.0,1.0,0,0.0,1.0
28,0.6,static,18.0,558.8277858585859,0.06898092031425365,1.2416565656565657,15.060146041506533,18.0,62.076,99.0,0.0,1.0,0,0.0,1.0
29,0.6,static,18.0,559.7913010101009,0.07075420875420875,1.2735757575757576,14.945373916549082,18.0,62.916,99.0,0.0,1.0,0,0.0,1.0
30,0.6,static,19.0,560.9932304347827,0.06878489702517163,1.306913043478261,17.350239442751416,19.0,60.764,92.0,0.0,1.0,0,0.0,1.0
31,0.6,static,17.0,560.3059353535355,0.07503030303030303,1.2755151515151515,15.316955684007707,17.0,62.724,99.0,0.0,1.0,0,0.0,1.0
32,0.6,static,20.0,559.705591919192,0.06333737373737373,1.2667474747474747,16.74530725153132,20.0,62.592,99.0,0.0,1.0,0,0.0,1.0
33,0.6,static,19.0,561.8026303030304,0.06859117490696438,1.303232323232323,16.53752072968491,19.0,61.98,99.0,0.0,1.0,0,0.0,1.0
34,0.6,static,18.0,559.8147393939395,0.0708013468013468,1.2744242424242425,15.76672384219554,18.0,63.832,99.0,0.0,1.0,0,0.0,1.0
35,0.6,static,24.0,556.7100080808079,0.04987373737373737,1.196969696969697,18.807992565055763,24.0,60.5,99.0,0.0,1.0,0,0.0,1.0
36,0.6,static,21.0,555.5040791666668,0.05751388888888889,1.2077916666666668,17.859901396877568,21.0,64.052,96.0,0.0,1.0,0,0.0,1.0
37,0.6,static,21.0,562.6393221052632,0.062261654135338344,1.3074947368421053,17.275876120619397,21.0,58.788,95.0,0.0,1.0,0,0.0,1.0
38,0.6,static,17.0,560.1296080808081,0.07537967914438502,1.2814545454545452,14.739139059710375,17.0,64.136,99.0,0.0,1.0,0,0.0,1.0
39,0.6,static,19.0,559.2526343434344,0.0662307283359915,1.2583838383838384,15.802514945372089,19.0,62.42,99.0,0.0,1.0,0,0.0,1.0
40,0.6,static,18.0,562.3525212121212,0.07269360269360269,1.3084848484848486,15.97328464347492,18.0,62.46,99.0,0.0,1.0,0,0.0,1.0
41,0.6,static,19.0,560.5101333333336,0.06718553960659224,1.2765252525252524,16.915083135391924,19.0,62.624,99.0,0.0,1.0,0,0.0,1.0
42,0.6,static,17.0,559.699890909091,0.07469281045751633,1.269777777777778,15.181623931623932,17.0,64.292,99.0,0.0,1.0,0,0.0,1.0
43,0.6,static,20.0,559.171932631579,0.06295157894736841,1.2590315789473685,15.34910102739726,20.0,61.392,95.0,0.0,1.0,0,0.0,1.0
44,0.6,static,19.0,556.8521090909092,0.06466135034556086,1.2285656565656566,16.32381974248927,19.0,65.372,99.0,0.0,1.0,0,0.0,1.0
45,0.6,static,17.0,560.0288323232325,0.07553178847296493,1.2840404040404039,15.38920514442336,17.0,64.88,99.0,0.0,1.0,0,0.0,1.0
46,0.6,static,19.0,560.470673469388,0.06755102040816327,1.283469387755102,16.471690509772316,19.0,62.22,98.0,0.0,1.0,0,0.0,1.0
47,0.6,static,19.0,555.8165010101011,0.06280489101541734,1.1932929292929293,15.931257581884351,19.0,63.864,99.0,0.0,1.0,0,0.0,1.0
48,0.6,static,18.0,556.5889714285715,0.06756462585034013,1.2161632653061225,14.98598619535662,18.0,63.816,98.0,0.0,1.0,0,0.0,1.0
49,0.6,static,18.0,557.5619313131314,0.0681257014590348,1.2262626262626264,15.252836950029863,18.0,63.6,99.0,0.0,1.0,0,0.0,1.0
0,0.6,bsps,15.484,542.3786734693878,0.059355142809003295,0.9151836734693878,31.214285714285715,115.0,36.024,66.332,0.4690430003233107,0.7705743043220841,0,0.18687707641196014,1.0
1,0.6,bsps,14.96,549.7117333333334,0.06815241947594888,1.016969696969697,31.35853008377761,115.0,33.78,70.244,0.46135787397877737,0.771452374340461,0,0.17955064737242954,1.0
2,0.6,bsps,15.888,548.0147515151516,0.06253112432039161,0.9894545454545454,31.89668652271035,115.0,33.592,70.308,0.46228206456067666,0.7622816593886463,0,0.18670886075949367,1.0
3,0.6,bsps,14.32,543.2848,0.06487801736079046,0.9263265306122448,29.296354679802956,113.0,35.32,67.592,0.4649546086529811,0.775245163000265,0,0.18305418719211822,1.0
4,0.6,bsps,14.352,542.9402141414142,0.06451229260935143,0.9239191919191919,31.873242437153813,114.0,36.696,67.364,0.46717052432687767,0.7657835400225479,0,0.19791222837665104,1.0
5,0.6,bsps,14.944,543.0198416666668,0.061759520031303125,0.9214166666666667,29.022467320261438,114.0,34.956,66.428,0.4695706381983948,0.771729587357331,0,0.1721813725490196,1.0
6,0.6,bsps,15.4,546.2851717171718,0.06326795740856629,0.9694949494949495,32.02443420789105,115.0,34.196,68.516,0.46400540129968776,0.7666392769104355,0,0.1942719807730823,1.0
7,0.6,bsps,13.976,541.3348161616162,0.0642347859310426,0.8955151515151515,30.980216194166836,114.0,36.728,67.58,0.46663489037178263,0.7687056253413436,0,0.1947787069141342,1.0
8,0.6,bsps,17.18,542.216197979798,0.05293402676328373,0.9065858585858585,31.225460122699385,116.0,36.112,68.956,0.464999146320642,0.7672511312217195,0,0.178489263803681,1.0
9,0.6,bsps,15.732,542.1104848484848,0.05797752831755083,0.9077171717171717,32.763935810810814,116.0,36.92,67.668,0.46674182638105977,0.7721943048576214,0,0.1953125,1.0
10,0.6,bsps,15.648,546.4305737373738,0.06268146441526214,0.9734545454545455,31.1724,116.0,35.336,68.356,0.4668361451351976,0.7742106659591403,0,0.1856,1.0
11,0.6,bsps,16.64,543.5817414141414,0.05609384128274738,0.9325656565656566,31.776313161573796,116.0,36.112,68.644,0.46780692377271604,0.7640011979634621,0,0.18034751348112643,1.0
12,0.6,bsps,14.16,543.423701010101,0.06567268742348956,0.926909090909091,28.949939197405754,113.0,35.756,68.012,0.46947731369014967,0.7750071653768988,0,0.17430077016619375,1.0
13,0.6,bsps,14.944,544.9804646464647,0.06352186071009601,0.947878787878788,30.489567233384854,114.0,35.228,69.112,0.46614729740583083,0.777836272703343,0,0.18527820710973725,1.0
14,0.6,bsps,14.14,542.7835030303032,0.06530086025086025,0.9219393939393938,29.738430983118175,113.0,36.32,67.964,0.4685660466211443,0.7697349672271302,0,0.1817279046673287,1.0
15,0.6,bsps,14.188,543.6338383838385,0.06595515894285947,0.9324848484848485,29.50710022638403,114.0,36.436,69.168,0.4681762041992589,0.7707898658718331,0,0.17843177608561434,1.0
16,0.6,bsps,14.88,545.7170024691359,0.06500372777791079,0.9632098765432099,29.380885122410547,114.0,28.252,55.896,0.46763754045307443,0.7791754018169113,0,0.17278719397363465,1.0
17,0.6,bsps,15.756,545.9685541666666,0.061310472142917,0.9653333333333334,31.131195335276967,115.0,34.26,68.112,0.46472733742549593,0.7725847819891707,0,0.18700541441066224,1.0
18,0.6,bsps,15.884,543.8996323232325,0.05888761639881351,0.9339797979797979,30.816722146074017,114.0,35.576,68.924,0.46408977556109726,0.7688172043010753,0,0.18699823771294302,1.0
19,0.6,bsps,15.88,544.8136767676768,0.05996015886800201,0.9505858585858586,29.685802350221536,115.0,35.536,69.212,0.46795803066989505,0.7817174515235457,0,0.16990945867848198,1.0
20,0.6,bsps,14.088,546.1844323232323,0.06878402893402892,0.9680808080808081,30.55720213396562,114.0,34.896,68.9,0.4646415155969296,0.7682472029834843,0,0.18929065402094447,1.0
21,0.6,bsps,14.332,545.161591919192,0.06687246474064656,0.9553535353535353,30.11869495596477,114.0,35.504,67.664,0.4702282890091786,0.7654472794343683,0,0.1765412329863891,1.0
22,0.6,bsps,13.868,542.3209541666668,0.06610986912393162,0.916125,31.495341967734607,113.0,35.392,64.868,0.4687301587301587,0.7688235294117647,0,0.19722790274937516,1.0
23,0.6,bsps,15.416,546.821375,0.06392129513664441,0.98525,31.297348484848484,115.0,34.812,67.292,0.4684723540067282,0.7671840354767184,0,0.17634680134680134,1.0
24,0.6,bsps,14.456,545.313284848485,0.06653567695920637,0.9606464646464646,30.38192365269461,114.0,35.408,68.328,0.466033966033966,0.7663417431192661,0,0.17982784431137724,1.0
25,0.6,bsps,15.224,543.9550408163266,0.06155782862595588,0.9361632653061224,30.76675813406507,114.0,35.32,68.044,0.4652357669677633,0.7708389899538419,0,0.18835750686005487,1.0
26,0.6,bsps,16.292,540.4299030303031,0.05462920254076085,0.890949494949495,31.213395638629283,115.0,37.58,67.336,0.47134551495016613,0.7692567567567568,0,0.1855807743658211,1.0
27,0.6,bsps,14.412,545.2083515151515,0.06611699429836684,0.9498989898989898,28.554876807167584,113.0,34.824,69.164,0.4685516445470283,0.7735233006826951,0,0.17511708409692528,1.0
28,0.6,bsps,14.504,543.9408282828283,0.06404818014229778,0.9282828282828283,29.946771714066102,114.0,34.388,68.136,0.4666666666666667,0.7817218543046358,0,0.18197540353574174,1.0
29,0.6,bsps,14.9,544.4333656565657,0.06391108531990884,0.9501414141414141,29.08224148357186,114.0,36.552,69.392,0.46776636929809795,0.7731591448931117,0,0.1729490022172949,1.0
30,0.6,bsps,13.392,543.9338565217391,0.07092845180182136,0.9479565217391305,31.737701349586416,113.0,34.268,62.24,0.4673561732385262,0.7611144042679312,0,0.19394862864606008,1.0
31,0.6,bsps,13.468,544.9970101010102,0.07086871394598666,0.9528080808080809,29.051059730250483,113.0,35.704,68.808,0.4685847090879949,0.7748438387279954,0,0.17360308285163775,1.0
32,0.6,bsps,15.852,544.3437454545456,0.059633499558576955,0.9425454545454545,31.4665085951393,115.0,35.608,68.82,0.46435188914847336,0.7690904352358614,0,0.18988342224856747,1.0
33,0.6,bsps,15.368,546.6071393939394,0.06402548508136743,0.9823030303030302,30.003109452736318,114.0,35.968,69.9,0.46865919468659195,0.7656786271450858,0,0.1720563847429519,1.0
34,0.6,bsps,14.408,544.0522464646465,0.06547018330253625,0.9422222222222222,31.75278730703259,114.0,36.172,68.064,0.46822429906542057,0.7684210526315789,0,0.19318181818181818,1.0
35,0.6,bsps,19.308,542.2991636363637,0.046756924132368226,0.8985454545454545,32.729739776951675,117.0,34.82,69.544,0.462540415704388,0.7655474452554745,0,0.17992565055762083,1.0
36,0.6,bsps,15.716,539.9216625000001,0.055754202279202275,0.875,32.13722267871816,115.0,35.232,64.348,0.46892152499629136,0.7760084925690022,0,0.19309778142974526,1.0
37,0.6,bsps,16.3,547.54888,0.06102467337272292,0.9926736842105263,30.742461287693562,116.0,34.136,67.028,0.4692897386164219,0.7731782415326719,0,0.17053789731051344,1.0
38,0.6,bsps,13.98,544.171785858586,0.06781386441840988,0.9454141414141415,31.19063677841698,114.0,36.324,67.872,0.46668737381580994,0.7633903920485919,0,0.1916286451100972,1.0
39,0.6,bsps,14.824,543.6987838383839,0.06303251229525739,0.9330909090909091,30.4011544011544,114.0,35.724,68.736,0.4669655697487522,0.7745698454359872,0,0.18491032776747063,1.0
40,0.6,bsps,14.152,546.6522707070708,0.0693227873400779,0.9785050505050505,29.650586200269075,114.0,35.14,68.368,0.4685982247529727,0.7711608222490931,0,0.17105516048433597,1.0
41,0.6,bsps,14.972,544.9344646464647,0.06340712530026255,0.9485252525252525,32.112826603325416,115.0,34.756,67.884,0.46646662882166895,0.7726901062959934,0,0.191409342834521,1.0
42,0.6,bsps,14.164,544.3367434343435,0.06693700993995111,0.9461414141414141,31.092735042735043,114.0,36.616,68.136,0.4682527052832591,0.7671911421911422,0,0.19166666666666668,1.0
43,0.6,bsps,14.528,543.6992926315789,0.0646348163264686,0.9318736842105263,31.34246575342466,115.0,34.148,64.764,0.4660416190258404,0.7722236536975007,0,0.19820205479452055,1.0
44,0.6,bsps,15.088,541.5159797979799,0.06010940511920904,0.9047272727272727,31.993776824034335,115.0,37.556,67.976,0.467565682399442,0.7667500695023631,0,0.19527896995708155,1.0
45,0.6,bsps,13.86,544.0698181818182,0.06824969844969846,0.944969696969697,29.41492726122707,114.0,36.428,67.54,0.4708362614195362,0.7685562167240839,0,0.17436221800548177,1.0
46,0.6,bsps,15.556,544.8889755102041,0.06142288971883336,0.9536734693877551,30.524078178521055,115.0,35.368,68.044,0.46771653543307085,0.7737991266375546,0,0.17388676203908926,1.0
47,0.6,bsps,14.808,541.5842505050506,0.060523175081998615,0.89389898989899,30.96724625960372,114.0,36.156,68.124,0.4661848218895199,0.7678254250190307,0,0.1916700363930449,1.0
48,0.6,bsps,14.892,541.4773673469389,0.06054617526804613,0.8998775510204082,30.779753189709265,114.0,37.172,67.912,0.4665558786871624,0.7662337662337663,0,0.184898556787283,1.0
49,0.6,bsps,14.72,542.8642747474748,0.062446280734516024,0.9162828282828283,30.87079434600836,114.0,35.82,68.108,0.46682897139379187,0.7746369294605809,0,0.18913000199084212,1.0
0,0.6,ewma,15.436,543.0989959183675,0.060234618690352563,0.9268979591836735,29.43563122923588,114.0,36.224,67.024,0.4641819941916747,0.7921884317233154,0,0.16777408637873753,1.0
1,0.6,ewma,14.884,550.2389979797981,0.06920962918708017,1.0282828282828282,30.551980198019802,115.0,34.748,71.3,0.45313819307627357,0.7780562517404622,0,0.17231530845392232,1.0
2,0.6,ewma,15.948,548.8542666666666,0.0630796363766952,1.0037979797979797,29.997766195085628,115.0,34.104,71.292,0.455006882312457,0.7793712079426365,0,0.16734921816827997,1.0
3,0.6,ewma,14.448,543.7240775510205,0.06487205904339757,0.935265306122449,28.502660098522167,113.0,36.004,68.408,0.4578096947935368,0.7872397223705285,0,0.17320197044334976,1.0
4,0.6,ewma,14.332,543.4600767676767,0.06518292698586817,0.9328080808080809,29.97933532168726,114.0,37.04,67.988,0.4627755550325567,0.7836140451041964,0,0.17895185342991052,1.0
5,0.6,ewma,15.14,543.4023000000001,0.06132130063563887,0.92775,27.83026960784314,114.0,35.152,66.848,0.4632741985683162,0.788993525603296,0,0.15849673202614378,1.0
6,0.6,ewma,15.32,547.150892929293,0.06441378955486282,0.9848484848484848,30.12096935709994,115.0,34.736,69.552,0.4581824307251748,0.7866004962779156,0,0.17484478269577408,1.0
7,0.6,ewma,13.86,541.8658060606061,0.06535464467202436,0.9043232323232323,29.818682439322863,113.0,37.004,68.216,0.4596761390696936,0.778751369112815,0,0.18437691209463594,1.0
8,0.6,ewma,17.312,543.1837616161616,0.053409767425556906,0.9216565656565656,29.237730061349694,116.0,36.304,69.892,0.4597221038274657,0.7934072179596476,0,0.1575920245398773,1.0
9,0.6,ewma,15.812,542.6523474747476,0.05850025753400367,0.9181010101010101,31.08467060810811,116.0,37.572,68.532,0.45972857945876494,0.7879898505779532,0,0.17778716216216217,1.0
10,0.6,ewma,16.144,547.0502747474749,0.0611992328849914,0.9845656565656565,30.1846,116.0,35.872,69.196,0.4605738902992538,0.7856571580911756,0,0.1728,1.0
11,0.6,ewma,16.696,543.9677212121212,0.05642955867088994,0.9397171717171718,30.48012782105053,116.0,36.476,69.192,0.462428219852338,0.775226586102719,0,0.16616736568803675,1.0
12,0.6,ewma,13.98,543.7335151515152,0.06696573474060105,0.9336161616161617,28.20368869071747,113.0,36.444,68.704,0.46231430805316653,0.7884393063583816,0,0.16700445885691123,1.0
13,0.6,ewma,15.112,545.7763232323233,0.06374917717492537,0.9626262626262626,28.791537867078826,114.0,36.028,70.284,0.4569918308505526,0.7901168969181721,0,0.16769706336939721,1.0
14,0.6,ewma,14.384,543.3538222222223,0.0648734087263499,0.9322424242424242,28.588679245283018,113.0,36.816,68.724,0.46361143752448103,0.7793400286944046,0,0.16901688182720953,1.0
15,0.6,ewma,14.22,544.3002707070707,0.06651008370714254,0.9434343434343434,27.661452973862936,113.0,36.704,69.86,0.46252360233149986,0.7924073516119313,0,0.1597036427248405,1.0
16,0.6,ewma,14.848,546.4424098765433,0.06592716807520728,0.9766419753086419,27.810263653483993,114.0,28.852,56.74,0.45962294586147795,0.7986577181208053,0,0.15772128060263654,1.0
17,0.6,ewma,15.524,546.7522583333334,0.06314321117335824,0.9792916666666668,29.177634319033736,114.0,34.872,69.112,0.4573911501285803,0.7869277281888857,0,0.16847147022074135,1.0
18,0.6,ewma,15.916,544.2293050505051,0.05931949666356271,0.9421414141414141,29.7000195809673,114.0,36.56,69.86,0.45894719417315016,0.7840785169029444,0,0.17329156060309378,1.0
19,0.6,ewma,15.908,545.5805454545457,0.060655822463665604,0.9641212121212122,28.027740319784243,114.0,36.064,70.164,0.46054219290483467,0.7982628187167273,0,0.151415912155654,1.0
20,0.6,ewma,14.164,546.8210141414144,0.0692570282658518,0.9793939393939394,28.979845880260818,114.0,35.4,69.732,0.45718243298297073,0.7837402736785618,0,0.1726931436475005,1.0
21,0.6,ewma,14.368,545.8554101010102,0.0675071709336415,0.9673939393939394,27.828662930344276,114.0,35.952,68.496,0.46598293274876695,0.7911372792066935,0,0.15272217774219377,1.0
22,0.6,ewma,14.004,542.8282333333334,0.06614431280525031,0.9259166666666666,29.976823449216088,113.0,35.932,65.62,0.4653700189753321,0.7837112171837709,0,0.1822313110656669,1.0
23,0.6,ewma,15.508,547.2488291666667,0.06402611487436854,0.992375,30.274200336700336,115.0,34.996,67.744,0.46301724137931033,0.780952380952381,0,0.1656144781144781,1.0
24,0.6,ewma,14.504,546.08858989899,0.06725757967522673,0.9737373737373738,28.848615269461078,113.0,35.784,69.16,0.4597452335359254,0.7838922327314417,0,0.16429640718562874,1.0
25,0.6,ewma,15.168,544.6635551020408,0.06256543859301962,0.9476734693877551,28.15719325754606,114.0,35.612,68.792,0.4595442536327609,0.7938427707531611,0,0.16307330458643668,1.0
26,0.6,ewma,16.484,541.0694181818183,0.05479787947785884,0.903030303030303,29.474410324877613,115.0,38.352,68.388,0.46524952254421653,0.7852553263442679,0,0.16599910992434358,1.0
27,0.6,ewma,14.312,545.9997737373737,0.06749842020724374,0.9645252525252526,27.452657299938913,113.0,35.6,70.32,0.46252059308072485,0.7845238095238095,0,0.1633068621462024,1.0
28,0.6,ewma,14.652,544.5725535353537,0.0642663403045756,0.9403636363636364,28.180053804765564,114.0,35.2,69.188,0.45841140529531565,0.7940939597315436,0,0.16391237509607995,1.0
29,0.6,ewma,15.104,544.7625292929293,0.06339764687019589,0.9556767676767677,28.80407175972586,114.0,36.644,69.708,0.46215943491422806,0.7778439547349613,0,0.16750655109856882,1.0
30,0.6,ewma,13.624,544.8030391304349,0.07094645367420305,0.962,29.38789725729212,113.0,34.488,62.996,0.46192320103259116,0.7853309481216458,0,0.17022202873313017,1.0
31,0.6,ewma,13.8,545.4599757575759,0.06984706404706403,0.9618181818181818,28.755491329479767,113.0,36.272,69.56,0.4601379531600898,0.7766138165345413,0,0.16801541425818883,1.0
32,0.6,ewma,15.676,544.8305777777778,0.060811794655293114,0.9520808080808081,30.17862082592373,115.0,36.156,69.54,0.45692010930718535,0.7794117647058824,0,0.17704011065006917,1.0
33,0.6,ewma,15.592,547.1163676767677,0.0637675345351816,0.992929292929293,28.55700663349917,114.0,36.696,70.764,0.4635015328527633,0.7802577805721471,0,0.15671641791044777,1.0
34,0.6,ewma,14.492,544.849103030303,0.06605130773366068,0.9563232323232324,30.149228130360207,114.0,36.724,69.048,0.46153846153846156,0.7836747361887026,0,0.17645797598627788,1.0
35,0.6,ewma,19.536,543.4995757575759,0.04716637077280216,0.9185050505050505,30.054460966542752,117.0,35.42,70.96,0.4573243716048246,0.8031867807612865,0,0.15223048327137548,1.0
36,0.6,ewma,15.78,540.4227541666667,0.05612492384493159,0.8840833333333334,30.5626540673788,115.0,35.692,65.056,0.46305345772249373,0.7892628205128205,0,0.17584223500410848,1.0
37,0.6,ewma,16.444,548.34776,0.06126628126440576,1.0060631578947368,28.637530562347187,116.0,34.476,67.872,0.4647562885838017,0.7939247497411115,0,0.14812550937245314,1.0
38,0.6,ewma,13.988,544.995204040404,0.06865954421560483,0.9591111111111111,28.79845268795874,113.0,36.676,68.736,0.4626646010844307,0.7905292479108635,0,0.16623685776631622,1.0
39,0.6,ewma,14.736,544.4495313131313,0.06431893563952387,0.9464646464646466,29.213976499690787,114.0,36.344,69.756,0.45991882293252156,0.7888434579439252,0,0.17398474541331685,1.0
40,0.6,ewma,14.232,547.3506343434344,0.0698586251076447,0.9918383838383839,28.459734768402843,114.0,35.932,69.436,0.4617767730051076,0.7828847898397339,0,0.1583701710551605,1.0
41,0.6,ewma,14.828,545.5068525252526,0.06486700826406709,0.9601616161616162,31.254354711005544,114.0,35.616,68.912,0.4584682642487047,0.7785087719298246,0,0.18428345209817895,1.0
42,0.6,ewma,14.256,544.7350343434344,0.06678553298553298,0.9526868686868688,30.096367521367522,114.0,36.796,68.568,0.46267588838540424,0.7816427945045309,0,0.17927350427350427,1.0
43,0.6,ewma,14.528,544.3804842105263,0.06532443912812334,0.9449263157894737,29.34910102739726,115.0,34.92,65.78,0.4599226510957761,0.7894046682402308,0,0.1778681506849315,1.0
44,0.6,ewma,15.18,541.7504444444445,0.060017093400426734,0.9095353535353535,30.63068669527897,115.0,38.024,68.508,0.46333359091260334,0.7788704692329306,0,0.1811158798283262,1.0
45,0.6,ewma,13.856,544.5353373737374,0.06885777000777,0.9535757575757575,29.480708412397217,114.0,36.852,68.172,0.4642438452520516,0.7694227769110764,0,0.174573055028463,1.0
46,0.6,ewma,15.512,545.3920408163266,0.062162344388304765,0.9628163265306122,29.17005843239976,115.0,35.808,68.744,0.4628940183668404,0.7896278933489599,0,0.1603868627846061,1.0
47,0.6,ewma,14.768,542.0983111111112,0.06138274463372503,0.9026262626262627,29.274160938131825,114.0,36.524,68.804,0.4603618179143992,0.7883136852895951,0,0.17428224828143954,1.0
48,0.6,ewma,15.132,541.9564,0.060155927206047254,0.9089795918367347,29.9299309767831,115.0,37.952,68.896,0.45993031358885017,0.7820661636680208,0,0.17444049362058148,1.0
49,0.6,ewma,14.912,543.2273373737374,0.06204018483332209,0.924,29.539319131992833,114.0,36.5,68.868,0.4600878521660103,0.791622760800843,0,0.17360143340633089,1.0
0,0.7,static,19.0,558.6126367346939,0.06601933404940924,1.2543673469387755,15.176613392676511,19.0,64.072,98.0,0.0,1.0,0,0.0,1.0
1,0.7,static,18.0,563.9626383838385,0.07313804713804714,1.3164848484848486,16.630240413272404,18.0,59.668,99.0,0.0,1.0,0,0.0,1.0
2,0.7,static,20.0,563.8478545454547,0.06545858585858585,1.3091717171717172,16.923022723269334,20.0,57.392,99.0,0.0,1.0,0,0.0,1.0
3,0.7,static,18.0,558.5138489795919,0.06934920634920635,1.2482857142857142,14.414082816563313,18.0,62.668,98.0,0.0,1.0,0,0.0,1.0
4,0.7,static,19.0,558.2807838383839,0.06573950026581604,1.2490505050505052,15.568077176057882,19.0,65.344,99.0,0.0,1.0,0,0.0,1.0
5,0.7,static,19.0,558.4175708333335,0.06529166666666666,1.2405416666666667,14.464541181279378,19.0,60.908,96.0,0.0,1.0,0,0.0,1.0
6,0.7,static,21.0,561.8632323232323,0.061818181818181814,1.2981818181818183,17.345045965270685,21.0,61.48,99.0,0.0,1.0,0,0.0,1.0
7,0.7,static,18.0,557.4301696969696,0.06809652076318742,1.2257373737373736,15.233858267716535,18.0,63.652,99.0,0.0,1.0,0,0.0,1.0
8,0.7,static,22.0,555.5062868686867,0.05448301193755739,1.1986262626262627,17.91775663892192,22.0,64.336,99.0,0.0,1.0,0,0.0,1.0
9,0.7,static,21.0,557.0751191919193,0.0581972101972102,1.2221414141414144,18.160472972972972,21.0,65.008,99.0,0.0,1.0,0,0.0,1.0
10,0.7,static,22.0,562.1914626262626,0.05914967860422406,1.3012929292929294,16.54204718417047,22.0,62.172,99.0,0.0,1.0,0,0.0,1.0
11,0.7,static,22.0,560.2126909090911,0.05783471074380165,1.2723636363636366,17.924625098658247,22.0,62.036,99.0,0.0,1.0,0,0.0,1.0
12,0.7,static,19.0,556.7457656565658,0.06452950558213716,1.226060606060606,16.24541083916084,19.0,65.62,99.0,0.0,1.0,0,0.0,1.0
13,0.7,static,18.0,558.5546989898991,0.06905050505050506,1.242909090909091,14.308639523336643,18.0,62.952,99.0,0.0,1.0,0,0.0,1.0
14,0.7,static,18.0,559.8035515151515,0.07043546576879911,1.2678383838383838,15.267884322678844,18.0,62.484,99.0,0.0,1.0,0,0.0,1.0
15,0.7,static,18.0,558.2922505050506,0.06891582491582492,1.2404848484848485,15.649196956889265,18.0,63.192,99.0,0.0,1.0,0,0.0,1.0
16,0.7,static,20.0,562.505851851852,0.06545432098765432,1.3090864197530865,16.450782997762865,20.0,49.964,81.0,0.0,1.0,0,0.0,1.0
17,0.7,static,20.0,561.0465041666666,0.06385624999999999,1.277125,14.794517846578584,20.0,58.396,96.0,0.0,1.0,0,0.0,1.0
18,0.7,static,20.0,558.843195959596,0.06245454545454545,1.249090909090909,15.630670802636681,20.0,62.34,99.0,0.0,1.0,0,0.0,1.0
