net,round,scheme,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
44,50,rand_dt,16.764,311.458290909091,0.073082261382313,1.2221010101010101,56.756564217382454,115.0,66.012,99.0,0.0,1.0,0,0.0,1.0
45,50,rand_dt,15.184,314.91281212121214,0.08450589225589226,1.282141414141414,69.99959175341907,158.0,65.068,99.0,0.0,1.0,0,0.0,1.0
46,50,rand_dt,16.096,312.81493877551026,0.07798750457576514,1.2519183673469387,62.12706131078224,155.0,65.312,98.0,0.0,1.0,0,0.0,1.0
47,50,rand_dt,17.28,309.0792040404041,0.06789137070741819,1.1711111111111112,63.3390989541432,155.0,66.06,99.0,0.0,1.0,0,0.0,1.0
48,50,rand_dt,16.452,310.6218530612245,0.07337540269240528,1.203673469387755,53.50133005934111,115.0,65.04,98.0,0.0,1.0,0,0.0,1.0
49,50,rand_dt,16.384,309.98324848484856,0.07310270298443673,1.1952323232323234,57.63657262277952,116.0,66.672,99.0,0.0,1.0,0,0.0,1.0
0,50,static,19.0,314.2615673469388,0.06642749731471537,1.262122448979592,15.072281838428832,19.0,63.312,98.0,0.0,1.0,0,0.0,1.0
1,50,static,18.0,317.3785050505051,0.07222446689113356,1.300040404040404,16.36063544460491,18.0,61.296,99.0,0.0,1.0,0,0.0,1.0
2,50,static,20.0,315.1560565656566,0.0632969696969697,1.265939393939394,17.008074283407346,20.0,61.672,99.0,0.0,1.0,0,0.0,1.0
3,50,static,18.0,313.65066530612245,0.06940816326530613,1.24934693877551,14.55922131147541,18.0,62.564,98.0,0.0,1.0,0,0.0,1.0
4,50,static,19.0,314.7547474747475,0.06660287081339714,1.2654545454545454,16.00161322847348,19.0,63.72,99.0,0.0,1.0,0,0.0,1.0
5,50,static,19.0,313.66040000000004,0.06544736842105263,1.2435,14.351305812973884,19.0,60.624,96.0,0.0,1.0,0,0.0,1.0
6,50,static,21.0,315.81503030303026,0.06125252525252525,1.2863030303030305,17.35621372823694,21.0,62.656,99.0,0.0,1.0,0,0.0,1.0
7,50,static,18.0,311.7298828282828,0.06759595959595958,1.2167272727272724,15.331375329147255,18.0,64.544,99.0,0.0,1.0,0,0.0,1.0
8,50,static,22.0,310.9249414141415,0.05461707988980716,1.2015757575757575,18.1963850528026,22.0,64.044,99.0,0.0,1.0,0,0.0,1.0
9,50,static,21.0,312.05137373737375,0.05821067821067821,1.2224242424242424,17.87131751227496,21.0,64.98,99.0,0.0,1.0,0,0.0,1.0
10,50,static,22.0,316.24758383838383,0.05861707988980717,1.2895757575757576,17.199310624493105,22.0,63.332,99.0,0.0,1.0,0,0.0,1.0
11,50,static,22.0,314.2178101010101,0.05734802571166207,1.2616565656565657,17.83272431993504,22.0,63.096,99.0,0.0,1.0,0,0.0,1.0
12,50,static,19.0,314.20864646464645,0.0660287081339713,1.2545454545454544,16.170450019912387,19.0,62.8,99.0,0.0,1.0,0,0.0,1.0
13,50,static,18.0,313.5607838383838,0.06901459034792368,1.2422626262626264,14.576212705500305,18.0,63.016,99.0,0.0,1.0,0,0.0,1.0
14,50,static,18.0,313.85258989898995,0.06981369248035915,1.2566464646464646,15.27616394747314,18.0,63.592,99.0,0.0,1.0,0,0.0,1.0
15,50,static,18.0,314.04437979797984,0.06942312008978675,1.2496161616161616,15.58107841200869,18.0,62.288,99.0,0.0,1.0,0,0.0,1.0
16,50,static,20.0,315.17350123456794,0.0641432098765432,1.2828641975308641,16.585846000498382,20.0,52.088,81.0,0.0,1.0,0,0.0,1.0
17,50,static,20.0,314.79435,0.06310833333333334,1.2621666666666667,14.77291841883936,20.0,59.832,96.0,0.0,1.0,0,0.0,1.0
18,50,static,20.0,313.4005696969697,0.062155555555555554,1.243111111111111,15.855231143552311,20.0,62.932,99.0,0.0,1.0,0,0.0,1.0
19,50,static,19.0,314.4598868686869,0.06658160552897395,1.265050505050505,16.0,19.0,62.76,99.0,0.0,1.0,0,0.0,1.0
20,50,static,18.0,315.13627474747483,0.0706936026936027,1.2724848484848486,15.435685483870968,18.0,63.024,99.0,0.0,1.0,0,0.0,1.0
21,50,static,18.0,316.48361616161617,0.07188103254769922,1.2938585858585858,15.315980629539952,18.0,62.908,99.0,0.0,1.0,0,0.0,1.0
22,50,static,17.0,314.2351541666667,0.07446323529411764,1.265875,14.83006122018155,17.0,62.476,96.0,0.0,1.0,0,0.0,1.0
23,50,static,19.0,317.72194583333334,0.06916885964912281,1.3142083333333332,17.486194727008513,19.0,59.836,96.0,0.0,1.0,0,0.0,1.0
24,50,static,18.0,315.6575636363636,0.07161167227833895,1.2890101010101012,15.995577889447237,18.0,63.388,99.0,0.0,1.0,0,0.0,1.0
25,50,static,18.0,312.89154693877555,0.06890476190476191,1.2402857142857142,14.2731433326399,18.0,63.452,98.0,0.0,1.0,0,0.0,1.0
26,50,static,20.0,313.83505454545457,0.06294949494949495,1.258989898989899,16.042548818088388,20.0,63.36,99.0,0.0,1.0,0,0.0,1.0
27,50,static,19.0,315.1734181818182,0.06639659755449229,1.2615353535353535,14.189714517108726,19.0,61.108,99.0,0.0,1.0,0,0.0,1.0
28,50,static,18.0,312.10502222222226,0.06792143658810326,1.2225858585858587,14.970337261275905,18.0,63.964,99.0,0.0,1.0,0,0.0,1.0
29,50,static,18.0,315.6353616161617,0.0712682379349046,1.2828282828282829,14.942373564376386,18.0,62.0,99.0,0.0,1.0,0,0.0,1.0
30,50,static,19.0,317.02805652173924,0.06939816933638443,1.3185652173913045,17.37028251024369,19.0,59.692,92.0,0.0,1.0,0,0.0,1.0
31,50,static,17.0,314.39594343434345,0.07445276292335118,1.2656969696969698,15.208308126638435,17.0,63.696,99.0,0.0,1.0,0,0.0,1.0
32,50,static,20.0,314.4796808080809,0.06322626262626263,1.2645252525252526,16.649629184205253,20.0,62.812,99.0,0.0,1.0,0,0.0,1.0
33,50,static,19.0,317.252298989899,0.0688654970760234,1.3084444444444443,16.473921971252565,19.0,61.464,99.0,0.0,1.0,0,0.0,1.0
34,50,static,18.0,315.9106747474748,0.07151066217732883,1.2871919191919192,15.792614770459082,18.0,62.568,99.0,0.0,1.0,0,0.0,1.0
35,50,static,24.0,310.01541818181823,0.04903367003367003,1.1768080808080807,18.973928860145513,24.0,62.496,99.0,0.0,1.0,0,0.0,1.0
36,50,static,21.0,311.20225416666665,0.05791865079365081,1.2162916666666668,17.818181818181817,21.0,63.236,96.0,0.0,1.0,0,0.0,1.0
37,50,static,21.0,317.8393515789474,0.062351879699248124,1.3093894736842102,17.45323289391086,21.0,58.608,95.0,0.0,1.0,0,0.0,1.0
38,50,static,17.0,315.17273131313135,0.07541532976827094,1.282060606060606,14.717583299879566,17.0,64.076,99.0,0.0,1.0,0,0.0,1.0
39,50,static,19.0,313.6507272727273,0.06584370015948963,1.251030303030303,15.859245815688647,19.0,63.148,99.0,0.0,1.0,0,0.0,1.0
40,50,static,18.0,316.7732646464647,0.07233894500561168,1.30210101010101,15.923371647509578,18.0,63.092,99.0,0.0,1.0,0,0.0,1.0
41,50,static,19.0,313.3744202020202,0.06597554492291334,1.2535353535353535,16.639983746444535,19.0,64.9,99.0,0.0,1.0,0,0.0,1.0
42,50,static,17.0,315.2909616161616,0.07509685086155675,1.2766464646464646,15.149759464547166,17.0,63.612,99.0,0.0,1.0,0,0.0,1.0
43,50,static,20.0,313.78476631578957,0.06275789473684211,1.255157894736842,15.075872215216478,20.0,61.76,95.0,0.0,1.0,0,0.0,1.0
44,50,static,19.0,312.9328767676768,0.06527804359383307,1.2402828282828284,16.32666262381241,19.0,64.212,99.0,0.0,1.0,0,0.0,1.0
45,50,static,17.0,316.9989414141414,0.07687225193107547,1.3068282828282827,15.138151327610302,17.0,62.624,99.0,0.0,1.0,0,0.0,1.0
46,50,static,19.0,314.3976448979592,0.06692803437164341,1.2716326530612245,16.416173986486488,19.0,63.38,98.0,0.0,1.0,0,0.0,1.0
47,50,static,19.0,310.96728080808083,0.06286868686868687,1.1945050505050505,15.977571226510406,19.0,63.744,99.0,0.0,1.0,0,0.0,1.0
48,50,static,18.0,311.3098734693878,0.06738095238095237,1.2128571428571426,15.048306148055207,18.0,64.14,98.0,0.0,1.0,0,0.0,1.0
49,50,static,18.0,311.546096969697,0.06749943883277215,1.214989898989899,15.118661465818107,18.0,64.716,99.0,0.0,1.0,0,0.0,1.0
0,50,bsps,15.704,299.88552244897966,0.060883528319752814,0.9513469387755101,28.305527434703382,66.0,35.416,67.868,0.4437716262975779,0.6897374701670644,0,0.31038671795910105,1.0
1,50,bsps,15.008,303.6305777777778,0.06710607765509727,1.0045252525252524,28.20301217247782,66.0,35.008,70.328,0.4450586105022396,0.6915091828586638,0,0.2972972972972973,1.0
2,50,bsps,15.94,301.6156484848486,0.061094221441899466,0.9725252525252526,27.404117884537747,66.0,34.836,70.096,0.44547729710404005,0.7006400787789266,0,0.2823980621719822,1.0
3,50,bsps,14.308,299.3093469387755,0.06591713773421456,0.9410204081632653,26.595491803278687,64.0,35.104,68.128,0.4442556084296397,0.6897448015122873,0,0.30655737704918035,1.0
4,50,bsps,14.584,300.6294303030303,0.06607694074262702,0.9606060606060606,28.130268199233715,65.0,35.568,68.6,0.44258010118043845,0.6881548974943053,0,0.313571284533172,1.0
5,50,bsps,15.268,300.0252500000001,0.06230459266055725,0.9485416666666666,26.945240101095198,65.0,33.988,67.276,0.444816333361225,0.6929518492672715,0,0.30054759898904804,1.0
6,50,bsps,15.296,301.0472727272727,0.06351749959133861,0.9690101010101009,28.130678407044226,65.0,35.224,69.04,0.44398449885502905,0.6939218523878437,0,0.30518310986591957,1.0
7,50,bsps,13.868,297.76739797979803,0.06619158170013785,0.9154343434343434,27.37168320842617,64.0,36.2,68.324,0.4420857552017522,0.6864580954555835,0,0.31962730403078793,1.0
8,50,bsps,17.064,297.2545616161616,0.053298688764891036,0.9074343434343434,28.475426482534523,67.0,36.536,69.112,0.4453138893828917,0.6928071928071928,0,0.2971161657189277,1.0
9,50,bsps,15.768,298.2090505050505,0.05885768517306185,0.9236363636363636,29.16693944353519,66.0,36.612,68.388,0.4437266235974158,0.6848441926345609,0,0.3199672667757774,1.0
10,50,bsps,16.04,302.2486747474748,0.061778182246603294,0.98610101010101,27.845296025952962,67.0,35.44,69.02,0.44585262815825816,0.7009682503940554,0,0.2962287104622871,1.0
11,50,bsps,16.748,299.6278909090909,0.05677055326472251,0.9487676767676768,28.899309784815266,67.0,36.264,69.516,0.4444541714085617,0.6904586705911209,0,0.30105562322371093,1.0
12,50,bsps,14.2,300.13823434343436,0.06711803523274112,0.9511111111111111,26.85025886101155,64.0,35.116,68.992,0.4428896569164629,0.6913608388420333,0,0.30605336519315013,1.0
13,50,bsps,15.04,300.41934949494953,0.063508176609157,0.9541818181818181,26.886543535620053,65.0,35.064,69.348,0.44515859766277127,0.6932084309133489,0,0.29632636492794806,1.0
14,50,bsps,14.18,299.38982626262634,0.06676710315827962,0.9452121212121213,26.624353362514924,64.0,35.908,68.932,0.4434255909817448,0.6928718771487509,0,0.30202944687624356,1.0
15,50,bsps,14.164,300.4617050505051,0.06780973721267838,0.957939393939394,26.316610705115544,64.0,35.86,70.18,0.4417194328012129,0.6941917424772568,0,0.2907367173612483,1.0
16,50,bsps,14.8,300.33241975308647,0.06509081615552204,0.9606913580246912,27.32070769997508,65.0,29.064,56.212,0.44588836812952704,0.6983938132064248,0,0.3017692499377025,1.0
17,50,bsps,15.912,301.04808333333335,0.060851214586711874,0.96725,27.021867115222875,65.25,34.532,68.34,0.44492540062626634,0.6921891058581706,0,0.28973927670311184,1.0
18,50,bsps,15.988,299.4870222222223,0.05907492123936912,0.9430707070707071,27.105839416058394,65.0,35.604,69.38,0.44467442863303147,0.6936221419975933,0,0.29501216545012166,1.0
19,50,bsps,15.836,300.1409898989899,0.060392237319688305,0.9555151515151515,27.31592585210285,65.0,35.432,69.38,0.44423569598633644,0.6995337995337996,0,0.2928044648196133,1.0
20,50,bsps,14.064,301.2066101010102,0.06902109170290989,0.9692121212121211,26.106854838709676,64.0,35.148,69.116,0.4474284266531543,0.6999278672757875,0,0.2899193548387097,1.0
21,50,bsps,14.536,302.2659111111111,0.06802056699160086,0.985010101010101,28.452179176755447,65.0,34.732,68.792,0.44334301828747225,0.6865984178687762,0,0.3155770782889427,1.0
22,50,bsps,14.144,299.55131250000005,0.06711692612942613,0.9485,27.519949335022165,64.0,34.96,66.244,0.44570994684889903,0.6872437906920665,0,0.3113785096052354,1.0
23,50,bsps,15.648,303.5006791666667,0.06443413281979457,1.0080833333333332,28.49823541623417,66.0,34.096,68.02,0.4429505479325905,0.6820868671292727,0,0.29209051276728254,1.0
24,50,bsps,14.488,300.4036202020202,0.06651821446527328,0.9623434343434344,27.999195979899497,64.0,35.524,68.492,0.44304466566822304,0.6890817064352857,0,0.31236180904522615,1.0
25,50,bsps,15.184,298.7692979591837,0.06160365574801349,0.9348571428571429,27.169752444351985,65.0,35.896,68.24,0.4441758051981694,0.6903334132885585,0,0.30517994591221137,1.0
26,50,bsps,16.54,299.0072525252525,0.05692200837040878,0.9406464646464645,27.683247687564233,66.0,36.176,69.18,0.44633992237566567,0.6977811782708493,0,0.2961973278520041,1.0
27,50,bsps,14.364,301.8332727272727,0.06803933567917525,0.9740606060606061,26.353107916582303,64.0,34.584,70.268,0.44145583666222815,0.687603305785124,0,0.3043126138894513,1.0
28,50,bsps,14.492,298.3013656565656,0.06372247295188473,0.9226262626262627,27.050792360828932,64.0,35.52,68.464,0.44413289149460444,0.690144173954148,0,0.30780170662332385,1.0
29,50,bsps,15.14,301.31937777777785,0.06448808965181514,0.9754747474747475,26.910739472093493,65.0,35.612,70.164,0.4425612052730697,0.6882166382044401,0,0.29619181946403383,1.0
30,50,bsps,13.784,301.6508434782609,0.07170724802690916,0.9851304347826088,28.009704550355835,64.0,33.2,63.416,0.44506920415224915,0.6971360381861575,0,0.30838904464093164,1.0
31,50,bsps,13.644,300.33105050505054,0.07034605798242163,0.9584646464646465,26.3639846743295,64.0,35.804,69.184,0.4457841555574425,0.6983187307601232,0,0.29219600725952816,1.0
32,50,bsps,15.656,299.8531313131313,0.06093543240958101,0.950909090909091,27.217678893565846,66.0,35.572,69.204,0.44483538577532045,0.6946440992348714,0,0.29585087191822007,1.0
33,50,bsps,15.512,303.3248808080808,0.06499567999175843,1.0061414141414142,26.676386036960984,65.0,35.256,70.72,0.4468689018981728,0.6994466800804829,0,0.2751540041067762,1.0
34,50,bsps,14.58,301.104896969697,0.06668003728297844,0.9713131313131315,27.997205588822354,65.0,35.412,69.164,0.44237612920886943,0.6894333085869834,0,0.3069860279441118,1.0
35,50,bsps,19.336,296.5251757575758,0.046185777667465726,0.8907070707070707,29.543654001616815,69.0,36.36,69.956,0.4444444444444444,0.6925720327782183,0,0.2940582053354891,1.0
36,50,bsps,15.984,296.71000416666664,0.056407420884176884,0.899625,28.765888978278358,66.0,34.5,65.264,0.44463846337010876,0.6989894646312621,0,0.31234915526950924,1.0
37,50,bsps,16.664,304.33777684210526,0.061277838523434096,1.018778947368421,28.48566645741787,67.0,33.936,68.184,0.4425510712506228,0.6901749663526245,0,0.28897258840761664,1.0
38,50,bsps,14.088,300.2611151515151,0.06828348546877959,0.9600404040404041,27.770574066639902,64.0,35.8,68.36,0.4433774834437086,0.6891402714932127,0,0.31112003211561623,1.0
39,50,bsps,14.856,299.56765656565653,0.06376195648940747,0.9454141414141414,26.52127445049405,64.0,35.68,69.324,0.4458990114881111,0.6983337478239244,0,0.2917927001411575,1.0
40,50,bsps,14.56,302.68418181818186,0.06866528541439414,0.9957575757575757,27.707803992740473,65.0,35.568,69.468,0.4441960293328564,0.6932153392330384,0,0.30046380318612625,1.0
41,50,bsps,14.716,298.50184242424245,0.06339599104599106,0.9311919191919191,28.28606257618854,65.0,35.86,67.668,0.444839255499154,0.6882775119617225,0,0.3161316537992686,1.0
42,50,bsps,14.16,300.8749616161616,0.06836258371258372,0.9665858585858587,26.831625183016104,64.0,35.768,68.756,0.4479359730412805,0.7,0,0.2972181551976574,1.0
43,50,bsps,14.492,299.6127536842106,0.0655788550458829,0.9448421052631579,26.815678856662462,65.0,33.792,65.252,0.4447198017427452,0.6911600979737252,0,0.30958385876418665,1.0
44,50,bsps,15.076,299.00170505050505,0.06232213244272068,0.9383434343434344,27.471396806145137,65.0,36.46,69.092,0.44519476241455985,0.694514574248336,0,0.29917121487770365,1.0
45,50,bsps,14.024,302.28765252525255,0.07058772002408367,0.9888888888888889,26.78897983629467,64.0,34.856,68.968,0.4447936130456939,0.691670610506389,0,0.29766420443202235,1.0
46,50,bsps,15.592,299.95345306122454,0.061363384144866744,0.9558367346938776,28.67673141891892,66.0,35.644,68.316,0.44584316810910046,0.6939177542477223,0,0.31017736486486486,1.0
47,50,bsps,14.936,298.19361616161615,0.06140714049929736,0.9151919191919192,26.755708223883612,65.0,35.232,68.728,0.4459803845856823,0.6947923533289387,0,0.2964235199030107,1.0
48,50,bsps,15.052,297.4912653061225,0.06090082175727434,0.9141224489795918,27.52948557089084,65.0,36.784,68.44,0.4458620990998864,0.6950948977076657,0,0.30154746967795903,1.0
49,50,bsps,14.872,297.8797696969698,0.06176930836048484,0.917010101010101,27.311845616916443,64.0,35.948,68.28,0.4462724527102209,0.6935264825712992,0,0.30650790392116606,1.0
0,50,baps,12.724,290.77728979591836,0.04881023988542785,0.785795918367347,35.7993520955659,69.0,28.036,55.772,0.5543468725326783,0.6423810618248679,0,0.4296416278598907,1.0
1,50,baps,12.5,293.9644,0.055248677248677255,0.8346666666666668,37.014029296472046,68.0,27.528,57.58,0.5539196567862714,0.6384576865297947,0,0.43016298741489584,1.0
2,50,baps,14.0,292.92234747474754,0.04858181818181818,0.816969696969697,36.26100121114251,70.0,28.62,59.0,0.5554334889682322,0.6399352900392882,0,0.4057327412192168,1.0
3,50,baps,12.5,290.5456040816327,0.05016099773242631,0.7821224489795918,34.04344262295082,68.0,28.852,57.0,0.5567768738099359,0.6475483580746738,0,0.4067622950819672,1.0
4,50,baps,12.5,291.9445777777778,0.0523331561226298,0.8038383838383837,36.65416414599718,69.0,28.42,57.0,0.5582837942620832,0.6457032091320267,0,0.4297237346239161,1.0
5,50,baps,14.0,292.763275,0.0504556530214425,0.8220833333333333,33.17565290648694,69.0,30.08,59.0,0.5541107023697494,0.6386757290067967,0,0.3938500421229992,1.0
6,50,baps,13.512,291.3403595959597,0.045225589225589224,0.7908686868686868,38.80088052831699,71.0,27.216,56.012,0.5554853273137698,0.6388700564971751,0,0.44786872123273963,1.0
7,50,baps,11.664,289.1156444444445,0.05073445566778901,0.7568888888888889,37.10046586996152,68.0,28.168,55.8,0.5544835903178569,0.6362852833441068,0,0.45088110188373504,1.0
8,50,baps,14.5,288.5331555555556,0.039731339367703,0.7457777777777779,38.97502030869212,72.0,28.364,56.348,0.5536429872495446,0.6379391100702576,0,0.4370430544272949,1.0
9,50,baps,13.0,288.3079555555556,0.04212255892255892,0.7415757575757577,39.94742225859247,71.0,27.808,54.612,0.5548325524900226,0.6412606168976308,0,0.45458265139116205,1.0
10,50,baps,14.5,292.84520808080816,0.04633136560409288,0.8196363636363637,37.310421735604216,72.0,28.356,57.0,0.5566719255999336,0.6449968132568515,0,0.4205190592051906,1.0
11,50,baps,14.5,290.2125858585859,0.041323625869080415,0.7759595959595958,38.66950872919204,72.0,27.832,56.076,0.5557639074917403,0.6451987909788421,0,0.43239951278928135,1.0
12,50,baps,12.5,291.52522828282827,0.051739854687223114,0.7951919191919191,36.51194743130227,69.0,28.276,57.5,0.5551998615677453,0.6359761295822677,0,0.42592592592592593,1.0
13,50,baps,12.568,290.80010101010106,0.05029028379028379,0.7822626262626263,35.00466815506393,68.0,28.192,57.068,0.5546848381601363,0.642350332594235,0,0.4235843312360463,1.0
14,50,baps,12.5,289.5746747474747,0.04730479397146064,0.7650101010101009,36.232391563867886,68.0,28.264,56.0,0.5560030850972663,0.6426544422615149,0,0.43274970155193,1.0
15,50,baps,12.5,290.7397616161617,0.04938784672118005,0.7802828282828281,36.31503061426032,68.0,27.904,57.076,0.5592309094222708,0.6436146707909854,0,0.4311672921192969,1.0
16,50,baps,13.0,290.2508592592593,0.045301234567901236,0.7784691358024691,38.332170446050334,70.0,22.944,45.5,0.5543656430991148,0.6382328424562378,0,0.44953899825566906,1.0
17,50,baps,14.316,293.5782041666667,0.049203125,0.8309583333333332,33.422834314550045,69.0,28.552,58.412,0.555274024024024,0.6438690766976063,0,0.3904541631623213,1.0
18,50,baps,13.5,290.6429898989899,0.04647186147186146,0.7826666666666667,35.57785888077859,70.0,28.352,57.168,0.5565515423147904,0.6472203157172272,0,0.41321978913219787,1.0
19,50,baps,13.5,291.6652363636364,0.0483160552897395,0.8007272727272727,35.598564879410006,69.0,28.728,58.0,0.5589110644257703,0.6470716783216783,0,0.41080326888578833,1.0
20,50,baps,12.316,291.6040080808081,0.05265223665223665,0.8005656565656566,35.72197580645161,68.0,28.876,57.316,0.5532815198618307,0.6395927601809954,0,0.42358870967741935,1.0
21,50,baps,12.0,293.66275151515157,0.05786980920314254,0.8326060606060605,34.98103309120258,68.0,28.572,58.0,0.5589436191469029,0.6511472488304745,0,0.40940274414850686,1.0
22,50,baps,12.0,291.2362416666667,0.05425665266106442,0.798375,35.39962001266625,66.0,28.724,55.684,0.5516676721537533,0.6363429611098477,0,0.4279079586236014,1.0
23,50,baps,13.0,293.020525,0.05043358395989975,0.8191666666666666,37.87813992111273,69.0,26.536,55.088,0.5541615953562401,0.6421725239616614,0,0.42661407515050864,1.0
24,50,baps,12.192,291.17908282828284,0.05044765111431778,0.791959595959596,36.98472361809045,68.0,27.98,56.192,0.5575221238938053,0.6439222774514234,0,0.4349748743718593,1.0
25,50,baps,13.02,290.0414204081633,0.04774829931972789,0.774,34.374245891408364,67.0,28.688,56.52,0.5576146144387845,0.65032080659945,0,0.41626794258373206,1.0
26,50,baps,14.864,289.45492525252524,0.040985409652076324,0.7647272727272727,37.19609455292908,69.0,28.656,56.432,0.5535154087470013,0.6393560788082653,0,0.4365878725590956,1.0
27,50,baps,13.0,292.05242424242425,0.0502832839674945,0.8021010101010102,34.761692650334076,69.0,28.092,58.0,0.5561695959412937,0.6389511429852084,0,0.42781939663899576,1.0
28,50,baps,12.728,290.2204121212121,0.05006004489337823,0.7774141414141414,35.478667208451846,68.0,29.324,57.644,0.5540187891440501,0.6378774422735346,0,0.42746850873628606,1.0
29,50,baps,13.7,292.0400242424243,0.049016835016835014,0.8066666666666668,34.63852508563369,67.0,29.092,58.476,0.5556268328445748,0.6399262332872291,0,0.4088253072738263,1.0
30,50,baps,12.0,292.44430000000006,0.05399862700228833,0.8156086956521739,38.03558335130472,69.0,25.964,52.0,0.5570233377366799,0.6473265073947668,0,0.43023506577528575,1.0
31,50,baps,11.0,290.8843272727273,0.05711562685680333,0.7890505050505051,35.54184311353095,67.0,28.384,56.5,0.5539194456474664,0.6397306397306397,0,0.4240774349667272,1.0
32,50,baps,14.0,290.9403838383838,0.04491717171717171,0.7882828282828283,36.83022649829625,70.0,28.576,57.308,0.5568328043235824,0.6442412366644894,0,0.42032471437161756,1.0
33,50,baps,13.652,293.7525656565657,0.05071838265697915,0.8355959595959596,35.73655030800821,69.0,29.08,59.152,0.5547159504734159,0.6408813877168308,0,0.4051334702258727,1.0
34,50,baps,13.0,292.0251595959596,0.0500594837261504,0.80379797979798,35.93892215568862,68.0,27.924,57.0,0.5564245810055866,0.6422535211267606,0,0.4173652694610778,1.0
35,50,baps,16.5,288.8478262626263,0.03660157126823794,0.750020202020202,38.32356507679871,74.0,28.748,58.0,0.5559229721843999,0.6449092741935484,0,0.4118835893290218,1.0
36,50,baps,14.5,289.4646791666667,0.04303621031746031,0.770375,37.71379726468222,71.0,29.088,55.772,0.5573877020550727,0.643045150840251,0,0.41773934030571197,1.0
37,50,baps,14.42,293.7010357894737,0.046252631578947365,0.8271578947368421,38.13454697635488,71.0,25.58,54.58,0.5584732824427481,0.6463694267515924,0,0.42958777987026575,1.0
38,50,baps,11.5,290.5188646464647,0.052465834818775994,0.7825858585858586,36.491368928141306,67.0,28.024,55.5,0.5551420838971584,0.6394354148845167,0,0.4472099558410277,1.0
39,50,baps,13.0,291.2632646464647,0.049579403053087265,0.7945454545454546,35.39060294414197,68.0,28.984,58.072,0.5560811425452561,0.6448202959830867,0,0.41157491429723736,1.0
40,50,baps,11.5,292.2551757575758,0.055749494949494945,0.8082020202020203,36.42266586005243,68.0,27.488,56.0,0.5557174071376547,0.6434599156118144,0,0.42609397055858034,1.0
41,50,baps,13.0,290.4431393939394,0.048051948051948054,0.7838787878787878,37.16598943518895,69.0,28.896,56.5,0.5540669029302446,0.6411645226811103,0,0.4278748476229175,1.0
42,50,baps,11.688,291.0236282828283,0.05378083354553943,0.7911919191919192,36.72432545492575,67.0,28.548,56.188,0.5535144458818456,0.6408626560726447,0,0.445095168374817,1.0
43,50,baps,13.0,291.25789473684216,0.0508659649122807,0.7982315789473685,34.666666666666664,70.0,28.668,55.5,0.5556278464541314,0.6454081632653061,0,0.4098360655737705,1.0
44,50,baps,12.5,289.7951393939394,0.04825305688463583,0.7702626262626263,37.01273499090358,69.0,28.744,56.5,0.5543936582897622,0.6389487289961223,0,0.43117040630685266,1.0
45,50,baps,12.0,292.9885494949495,0.055941261353026066,0.8231515151515152,35.36174885206628,67.0,28.508,57.5,0.5560759823054905,0.6445985238201745,0,0.42004392094230386,1.0
46,50,baps,13.0,291.52219183673475,0.0492487340800982,0.7996326530612246,36.633445945945944,69.0,28.636,57.0,0.5558634250983197,0.6449443413729128,0,0.42377533783783783,1.0
47,50,baps,13.5,290.0068686868687,0.04764540138224349,0.7729292929292929,35.49747423721964,69.0,29.98,58.5,0.5546930693069307,0.6416410256410257,0,0.41139624166498284,1.0
48,50,baps,11.64,289.1992204081633,0.051556916099773246,0.7604897959183675,36.2185278126307,68.0,27.972,55.32,0.5538104586828485,0.6404285048905449,0,0.44040150564617314,1.0
49,50,baps,13.0,290.3534464646465,0.050267115600448935,0.782989898989899,34.40340792445083,67.0,30.484,58.5,0.5543319838056681,0.6443010752688172,0,0.40422911106548964,1.0
0,50,oracle,10.236,288.19830204081626,0.06408682451335512,0.656,8.477019639603158,12.0,0.0,34.688,1.0,1.0,0,0.0,1.0
1,50,oracle,10.728,292.4454545454546,0.0672339496642527,0.7202020202020202,9.318341242005364,13.0,0.0,37.704,1.0,1.0,0,0.0,1.0
2,50,oracle,10.968,290.3289858585859,0.06277011159435401,0.6885656565656566,8.867581752119499,12.0,0.0,37.328,1.0,1.0,0,0.0,1.0
3,50,oracle,10.092,288.06127755102045,0.06471008334069557,0.6542448979591836,7.523770491803279,11.0,0.0,35.436,1.0,1.0,0,0.0,1.0
4,50,oracle,9.896,289.18060606060607,0.06771540233055384,0.6707070707070707,8.399274047186934,12.0,0.0,35.28,1.0,1.0,0,0.0,1.0
5,50,oracle,10.716,288.81715,0.06189531695156695,0.66575,8.208298230834036,12.0,0.0,35.376,1.0,1.0,0,0.0,1.0
6,50,oracle,10.392,289.683191919192,0.06526306353579082,0.6785858585858586,8.43245947568541,12.0,0.0,36.344,1.0,1.0,0,0.0,1.0
7,50,oracle,9.384,286.5622868686869,0.06731949655282987,0.6314343434343435,7.336641685233948,10.0,0.0,34.456,1.0,1.0,0,0.0,1.0
8,50,oracle,11.072,286.15867878787884,0.0565581869309142,0.6256161616161616,8.291632818846466,12.0,0.0,34.956,1.0,1.0,0,0.0,1.0
9,50,oracle,10.068,286.75521212121214,0.06307157074126771,0.6341414141414141,8.430441898527006,12.0,0.0,34.02,1.0,1.0,0,0.0,1.0
10,50,oracle,10.448,290.46322020202024,0.0663350527138406,0.6899393939393939,8.884225466342254,13.0,0.0,35.668,1.0,1.0,0,0.0,1.0
