net,n,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
21,50,rand_st,0.2,1.0,50,10,4,16,14.0,552.3312653061225,0.08163265306122448,1.1428571428571428,57.52838063439065,112.0,32.0,49.0,0.0,1.0,0,0.0,1.0
22,50,rand_st,0.2,1.0,50,9,5,13,12.0,553.1202693877552,0.09645578231292516,1.1574693877551019,65.31520850367947,205.0,32.284,49.0,0.0,1.0,0,0.0,1.0
23,50,rand_st,0.2,1.0,50,8,5,15,14.0,555.5417795918368,0.08615743440233235,1.206204081632653,89.63492063492063,209.0,31.896,49.0,0.0,1.0,0,0.0,1.0
24,50,rand_st,0.2,1.0,50,12,3,15,14.0,548.5559755102042,0.07706705539358602,1.0789387755102038,62.884984025559106,114.0,33.132,49.0,0.0,1.0,0,0.0,1.0
25,50,rand_st,0.2,1.0,50,10,4,16,14.0,551.591224489796,0.08126530612244898,1.1377142857142857,45.49706129303107,110.0,33.252,49.0,0.0,1.0,0,0.0,1.0
26,50,rand_st,0.2,1.0,50,11,5,16,13.0,551.4736326530613,0.08641758241758242,1.1234285714285717,59.03569963069348,202.0,31.952,49.0,0.0,1.0,0,0.0,1.0
27,50,rand_st,0.2,1.0,50,11,5,17,16.0,560.3821551020409,0.08073469387755103,1.2917551020408164,116.90339966832504,202.0,31.704,49.0,0.0,1.0,0,0.0,1.0
28,50,rand_st,0.2,1.0,50,11,5,15,14.0,550.4236000000001,0.07923615160349855,1.1093061224489797,68.6774585188183,109.0,32.644,49.0,0.0,1.0,0,0.0,1.0
29,50,rand_st,0.2,1.0,50,11,4,17,14.0,549.5315428571429,0.07876384839650145,1.1026938775510202,57.37905844155844,203.0,32.968,49.0,0.0,1.0,0,0.0,1.0
30,50,rand_st,0.2,0.88,44,8,4,18,18.0,552.3698139534885,0.06441860465116278,1.1595348837209303,81.48824343015214,205.0,29.14,43.0,0.0,1.0,0,0.0,1.0
31,50,rand_st,0.2,1.0,50,7,5,15,13.0,556.3282040816327,0.09470015698587128,1.2311020408163265,63.78099173553719,202.0,32.676,49.0,0.0,1.0,0,0.0,1.0
32,50,rand_st,0.2,1.0,50,18,4,22,18.0,541.9594040816328,0.05277551020408163,0.9499591836734694,30.704134885588118,115.0,33.452,49.0,0.0,1.0,0,0.0,1.0
33,50,rand_st,0.2,1.0,50,12,4,15,14.0,548.5559755102042,0.077067055393586,1.078938775510204,56.071604938271605,201.0,33.132,49.0,0.0,1.0,0,0.0,1.0
34,50,rand_st,0.2,1.0,50,7,4,16,14.0,554.6469714285714,0.08535276967930028,1.1949387755102039,57.43946731234867,111.0,32.448,49.0,0.0,1.0,0,0.0,1.0
35,50,rand_st,0.2,1.0,50,10,6,14,13.0,555.3786448979592,0.09149136577708006,1.1893877551020409,113.5912617394855,307.0,31.72,49.0,0.0,1.0,0,0.0,1.0
36,50,rand_st,0.2,1.0,50,11,4,19,15.0,558.9783428571429,0.08511020408163265,1.27665306122449,107.4983193277311,207.0,32.444,49.0,0.0,1.0,0,0.0,1.0
37,50,rand_st,0.2,1.0,50,10,5,15,14.0,551.5918775510205,0.0808338192419825,1.1316734693877553,63.19117647058823,112.0,32.548,49.0,0.0,1.0,0,0.0,1.0
38,50,rand_st,0.2,1.0,50,8,5,15,14.0,555.8696734693877,0.08542857142857144,1.196,65.8152480839048,206.0,31.396,49.0,0.0,1.0,0,0.0,1.0
39,50,rand_st,0.2,0.76,38,13,3,22,22.0,539.7948864864866,0.0420982800982801,0.9261621621621621,48.015075376884425,120.0,26.732,37.0,0.0,1.0,0,0.0,1.0
0,50,rand_dt,0.2,1.0,50,9,5,15,14.172,550.771412244898,0.079789407191448,1.1299591836734695,72.98807075277664,207.0,33.632,49.0,0.0,1.0,0,0.0,1.0
1,50,rand_dt,0.2,0.94,47,13,4,19,15.676,545.7124086956522,0.06586790281329923,1.030695652173913,50.429177268871925,129.60000000000764,31.588,46.0,0.0,1.0,0,0.0,1.0
2,50,rand_dt,0.2,1.0,50,10,4,15,12.788,552.0959591836736,0.0888910219032668,1.1336326530612246,82.37161342498989,211.0,32.452,49.0,0.0,1.0,0,0.0,1.0
3,50,rand_dt,0.2,1.0,50,8,4,16,13.896,551.6845224489798,0.08299626224116019,1.1503673469387754,67.0114566284779,206.0,33.632,49.0,0.0,1.0,0,0.0,1.0
4,50,rand_dt,0.2,1.0,50,9,4,15,12.688,550.568530612245,0.0889400789686504,1.1256326530612246,79.79905131522207,210.0,33.844,49.0,0.0,1.0,0,0.0,1.0
5,50,rand_dt,0.2,1.0,50,9,4,14,12.46,550.5931265306124,0.0907546970036766,1.1270204081632655,65.43301435406698,206.0,33.776,49.0,0.0,1.0,0,0.0,1.0
6,50,rand_dt,0.2,1.0,50,11,5,16,15.532,549.8302857142858,0.0710091636654662,1.1013877551020408,63.89870340356564,208.6500000000001,33.032,49.0,0.0,1.0,0,0.0,1.0
7,50,rand_dt,0.2,0.98,49,12,6,19,17.532,553.0541833333333,0.06621579807361541,1.1593333333333335,90.7623224728488,305.0,32.352,48.0,0.0,1.0,0,0.0,1.0
8,50,rand_dt,0.2,1.0,50,9,5,13,12.616,552.7353142857143,0.09227289377289377,1.1611428571428568,77.97295115058539,209.0,33.104,49.0,0.0,1.0,0,0.0,1.0
9,50,rand_dt,0.2,1.0,50,11,4,15,14.268,548.9902693877552,0.07654689018464529,1.0909387755102038,60.291219705999204,205.0,33.544,49.0,0.0,1.0,0,0.0,1.0
10,50,rand_dt,0.2,1.0,50,10,4,17,15.244,548.4669877551021,0.07183779511804722,1.0943673469387754,61.109725685785534,204.0,34.376,49.0,0.0,1.0,0,0.0,1.0
11,50,rand_dt,0.2,0.98,49,11,4,16,13.776,547.2427333333334,0.07798223824786325,1.0718333333333332,52.63286861005492,115.0,33.552,48.0,0.0,1.0,0,0.0,1.0
12,50,rand_dt,0.2,1.0,50,9,6,15,15.1,552.5837142857143,0.07659897959183674,1.1563265306122448,82.66085899513776,212.0,33.34,49.0,0.0,1.0,0,0.0,1.0
13,50,rand_dt,0.2,1.0,50,10,4,15,15.588,549.5390285714287,0.0710887354941977,1.106204081632653,55.54497991967872,201.0,33.796,49.0,0.0,1.0,0,0.0,1.0
14,50,rand_dt,0.2,0.94,47,8,4,14,11.86,551.1380869565219,0.09629271453184496,1.1382608695652174,66.57827050997783,206.0,31.64,46.0,0.0,1.0,0,0.0,1.0
15,50,rand_dt,0.2,1.0,50,10,4,14,13.004,550.0826693877552,0.08584012857890408,1.112408163265306,67.20756234915527,207.0,33.492,49.0,0.0,1.0,0,0.0,1.0
16,50,rand_dt,0.2,1.0,50,12,4,18,14.232,546.9727918367347,0.07476124317859012,1.0622857142857143,54.744299674267104,202.0,33.948,49.0,0.0,1.0,0,0.0,1.0
17,50,rand_dt,0.2,1.0,50,9,4,16,12.312,550.8753877551021,0.09209763026089555,1.1295510204081634,74.39951475940154,207.4000000000001,33.652,49.0,0.0,1.0,0,0.0,1.0
18,50,rand_dt,0.2,0.98,49,9,5,14,13.236,550.9090666666666,0.08548191391941391,1.1286666666666665,67.93454096335941,209.0,32.824,48.0,0.0,1.0,0,0.0,1.0
19,50,rand_dt,0.2,1.0,50,13,4,15,13.82,548.6847428571429,0.07735410779696494,1.0671836734693878,70.60768614891913,210.0,32.708,49.0,0.0,1.0,0,0.0,1.0
20,50,rand_dt,0.2,1.0,50,9,4,14,11.78,557.9441959183673,0.107550592264878,1.2630204081632652,94.71555197421435,209.0,33.112,49.0,0.0,1.0,0,0.0,1.0
21,50,rand_dt,0.2,1.0,50,10,4,16,13.924,550.9155102040817,0.08085786424459893,1.1232653061224487,66.48149723521905,209.0,32.96,49.0,0.0,1.0,0,0.0,1.0
22,50,rand_dt,0.2,1.0,50,9,5,13,11.78,551.5705795918368,0.09667582757378676,1.1363265306122448,91.60184796304074,209.0,33.32,49.0,0.0,1.0,0,0.0,1.0
23,50,rand_dt,0.2,1.0,50,8,5,15,14.26,554.5516163265307,0.08366686103012633,1.1917551020408164,83.30499001996007,209.0,32.604,49.0,0.0,1.0,0,0.0,1.0
24,50,rand_dt,0.2,1.0,50,12,3,15,13.776,546.8942857142858,0.07697375345742692,1.0574693877551022,53.94771784232365,204.0,34.184,49.0,0.0,1.0,0,0.0,1.0
25,50,rand_dt,0.2,1.0,50,10,4,16,14.436,551.511918367347,0.07878678328474246,1.136,68.27128953771289,208.0,33.336,49.0,0.0,1.0,0,0.0,1.0
26,50,rand_dt,0.2,1.0,50,11,5,16,13.056,550.5516081632654,0.08541223130610885,1.1108571428571428,63.16477272727273,207.0,32.568,49.0,0.0,1.0,0,0.0,1.0
27,50,rand_dt,0.2,1.0,50,11,5,17,16.088,558.7600979591838,0.07903454715219423,1.2710204081632652,139.99627174813588,304.3499999999999,32.72,49.0,0.0,1.0,0,0.0,1.0
28,50,rand_dt,0.2,1.0,50,11,5,15,13.88,548.8046857142857,0.07855674665470583,1.087673469387755,63.626002532714224,207.0,33.704,49.0,0.0,1.0,0,0.0,1.0
29,50,rand_dt,0.2,1.0,50,11,4,17,14.504,548.690718367347,0.07552969099727803,1.0913469387755104,58.90075128509292,207.0,33.524,49.0,0.0,1.0,0,0.0,1.0
30,50,rand_dt,0.2,0.88,44,8,4,18,17.264,551.8696279069768,0.06678917768657851,1.1524651162790696,70.94396746497966,209.0,29.444,43.0,0.0,1.0,0,0.0,1.0
31,50,rand_dt,0.2,1.0,50,7,5,15,12.752,556.0542040816326,0.09646168797189204,1.2267755102040814,78.95836701697655,207.0,32.888,49.0,0.0,1.0,0,0.0,1.0
32,50,rand_dt,0.2,1.0,50,18,4,22,18.808,540.8096653061225,0.04974943822140385,0.9342040816326531,45.35699546017334,118.0,34.224,49.0,0.0,1.0,0,0.0,1.0
33,50,rand_dt,0.2,1.0,50,12,4,15,13.828,547.8897632653061,0.07747193690663079,1.0682448979591836,60.84442629644753,206.0,33.656,49.0,0.0,1.0,0,0.0,1.0
34,50,rand_dt,0.2,1.0,50,7,4,16,14.368,552.970930612245,0.08197264444239236,1.1742857142857142,68.87082314588427,208.0,33.46,49.0,0.0,1.0,0,0.0,1.0
35,50,rand_dt,0.2,1.0,50,10,6,14,12.936,553.910318367347,0.09067801450250432,1.1704489795918367,102.00526102792392,301.0,32.648,49.0,0.0,1.0,0,0.0,1.0
36,50,rand_dt,0.2,1.0,50,11,4,19,15.204,557.7039836734695,0.08293187274909963,1.2599183673469387,120.36793248945148,213.0,33.264,49.0,0.0,1.0,0,0.0,1.0
37,50,rand_dt,0.2,1.0,50,10,5,15,14.208,550.7470204081633,0.07888741496598639,1.1198367346938776,71.23052208835341,209.0,33.128,49.0,0.0,1.0,0,0.0,1.0
38,50,rand_dt,0.2,1.0,50,8,5,15,13.296,554.1308979591837,0.08859506615833146,1.1742857142857142,85.64355231143553,212.0,32.46,49.0,0.0,1.0,0,0.0,1.0
39,50,rand_dt,0.2,0.76,38,13,3,22,21.156,538.9576216216217,0.04327063144454448,0.9152432432432432,56.22782705099778,207.0,27.136,37.0,0.0,1.0,0,0.0,1.0
0,50,static,0.2,1.0,50,9,5,15,15.0,552.2801387755103,0.07668571428571429,1.1502857142857141,11.5244,15.0,32.636,49.0,0.0,1.0,0,0.0,1.0
1,50,static,0.2,0.94,47,13,4,19,19.0,546.4042,0.05474141876430205,1.040086956521739,14.887611749680715,19.0,31.156,46.0,0.0,1.0,0,0.0,1.0
2,50,static,0.2,1.0,50,10,4,15,15.0,552.5389714285715,0.07603809523809522,1.1405714285714286,12.501819652244238,15.0,32.112,49.0,0.0,1.0,0,0.0,1.0
3,50,static,0.2,1.0,50,8,4,16,16.0,553.2497714285715,0.07312755102040816,1.1700408163265306,12.221370967741935,16.0,32.668,49.0,0.0,1.0,0,0.0,1.0
4,50,static,0.2,1.0,50,9,4,15,15.0,551.9577142857144,0.07625578231292517,1.1438367346938776,12.397387273493468,15.0,32.952,49.0,0.0,1.0,0,0.0,1.0
5,50,static,0.2,1.0,50,9,4,14,14.0,551.5942122448981,0.08141690962099125,1.1398367346938776,11.416175893207695,14.0,33.148,49.0,0.0,1.0,0,0.0,1.0
6,50,static,0.2,1.0,50,11,5,16,16.0,551.0213469387757,0.06976020408163265,1.1161632653061224,13.369983277591974,16.0,32.308,49.0,0.0,1.0,0,0.0,1.0
7,50,static,0.2,0.98,49,12,6,19,19.0,554.0895833333335,0.06171052631578948,1.1725,16.59164535379369,19.0,31.72,48.0,0.0,1.0,0,0.0,1.0
8,50,static,0.2,1.0,50,9,5,13,13.0,553.624318367347,0.09024175824175824,1.173142857142857,11.145299145299145,13.0,32.516,49.0,0.0,1.0,0,0.0,1.0
9,50,static,0.2,1.0,50,11,4,15,15.0,550.0559020408164,0.0735891156462585,1.1038367346938776,12.753154574132493,15.0,32.912,49.0,0.0,1.0,0,0.0,1.0
10,50,static,0.2,1.0,50,10,4,17,17.0,549.5414122448981,0.06521488595438174,1.1086530612244896,14.456780008193363,17.0,33.676,49.0,0.0,1.0,0,0.0,1.0
11,50,static,0.2,0.98,49,11,4,16,16.0,547.8654083333334,0.06756770833333334,1.0810833333333334,12.805309734513274,16.0,33.108,48.0,0.0,1.0,0,0.0,1.0
12,50,static,0.2,1.0,50,9,6,15,15.0,554.1072734693878,0.07831836734693877,1.1747755102040818,13.34439498178875,15.0,32.436,49.0,0.0,1.0,0,0.0,1.0
13,50,static,0.2,1.0,50,10,4,15,15.0,550.4769387755103,0.07461768707482994,1.119265306122449,11.809072978303748,15.0,33.156,49.0,0.0,1.0,0,0.0,1.0
14,50,static,0.2,0.94,47,8,4,14,14.0,552.8925565217392,0.0828695652173913,1.1601739130434783,12.030367835757056,14.0,30.632,46.0,0.0,1.0,0,0.0,1.0
15,50,static,0.2,1.0,50,10,4,14,14.0,550.9503836734696,0.08022157434402333,1.1231020408163268,10.71830985915493,14.0,32.968,49.0,0.0,1.0,0,0.0,1.0
16,50,static,0.2,1.0,50,12,4,18,18.0,548.0320571428572,0.05980498866213152,1.0764897959183675,13.768541157294214,18.0,33.252,49.0,0.0,1.0,0,0.0,1.0
17,50,static,0.2,1.0,50,9,4,16,16.0,551.4079836734694,0.0710408163265306,1.1366530612244896,12.756990131578947,16.0,33.304,49.0,0.0,1.0,0,0.0,1.0
18,50,static,0.2,0.98,49,9,5,14,14.0,552.1357250000001,0.08170833333333331,1.1439166666666665,12.322185970636216,14.0,32.092,48.0,0.0,1.0,0,0.0,1.0
19,50,static,0.2,1.0,50,13,4,15,15.0,549.7275591836735,0.07209795918367345,1.0814693877551023,12.09496981891348,15.0,32.008,49.0,0.0,1.0,0,0.0,1.0
20,50,static,0.2,1.0,50,9,4,14,14.0,559.2527836734695,0.09140524781341108,1.2796734693877552,13.223110755697721,14.0,32.296,49.0,0.0,1.0,0,0.0,1.0
21,50,static,0.2,1.0,50,10,4,16,16.0,552.6947265306123,0.07166326530612244,1.146612244897959,12.694073455759598,16.0,31.816,49.0,0.0,1.0,0,0.0,1.0
22,50,static,0.2,1.0,50,9,5,13,13.0,553.2501714285714,0.0891177394034537,1.1585306122448982,10.317772317772318,13.0,32.232,49.0,0.0,1.0,0,0.0,1.0
23,50,static,0.2,1.0,50,8,5,15,15.0,555.4797306122449,0.08035374149659864,1.2053061224489796,11.505704971475142,15.0,31.94,49.0,0.0,1.0,0,0.0,1.0
24,50,static,0.2,1.0,50,12,3,15,15.0,548.3323755102041,0.07178231292517007,1.0767346938775508,12.220930232558139,15.0,33.24,49.0,0.0,1.0,0,0.0,1.0
25,50,static,0.2,1.0,50,10,4,16,16.0,551.3913714285715,0.07098469387755102,1.1357551020408163,13.338198498748957,16.0,33.348,49.0,0.0,1.0,0,0.0,1.0
26,50,static,0.2,1.0,50,11,5,16,16.0,550.9715591836734,0.06985714285714287,1.1177142857142859,12.998762886597937,16.0,32.232,49.0,0.0,1.0,0,0.0,1.0
27,50,static,0.2,1.0,50,11,5,17,17.0,560.3933224489796,0.07597599039615846,1.291591836734694,13.075393537696769,17.0,31.712,49.0,0.0,1.0,0,0.0,1.0
28,50,static,0.2,1.0,50,11,5,15,15.0,551.2792979591837,0.07460136054421769,1.1190204081632655,12.097413096200485,15.0,32.168,49.0,0.0,1.0,0,0.0,1.0
29,50,static,0.2,1.0,50,11,4,17,17.0,549.3572489795919,0.06470588235294117,1.1,14.22474645030426,17.0,33.1,49.0,0.0,1.0,0,0.0,1.0
30,50,static,0.2,0.88,44,8,4,18,18.0,552.3209302325581,0.06438242894056848,1.1588837209302325,15.349330872173512,18.0,29.168,43.0,0.0,1.0,0,0.0,1.0
31,50,static,0.2,1.0,50,7,5,15,15.0,556.7623428571429,0.0824108843537415,1.2361632653061227,11.986787778695293,15.0,32.428,49.0,0.0,1.0,0,0.0,1.0
32,50,static,0.2,1.0,50,18,4,22,22.0,542.3096408163265,0.04333580705009277,0.9533877551020408,17.322244488977955,22.0,33.284,49.0,0.0,1.0,0,0.0,1.0
33,50,static,0.2,1.0,50,12,4,15,15.0,548.2380326530612,0.07171156462585035,1.0756734693877552,11.930680885972109,15.0,33.292,49.0,0.0,1.0,0,0.0,1.0
34,50,static,0.2,1.0,50,7,4,16,16.0,554.3970448979592,0.07455102040816326,1.1928163265306122,13.67492889069484,16.0,32.552,49.0,0.0,1.0,0,0.0,1.0
35,50,static,0.2,1.0,50,10,6,14,14.0,555.6840897959185,0.08519533527696792,1.1927346938775512,11.377396980824154,14.0,31.556,49.0,0.0,1.0,0,0.0,1.0
36,50,static,0.2,1.0,50,11,4,19,19.0,558.9413714285715,0.0671621911922664,1.2760816326530613,15.914046121593291,19.0,32.472,49.0,0.0,1.0,0,0.0,1.0
37,50,static,0.2,1.0,50,10,5,15,15.0,551.7290775510205,0.07553741496598639,1.133061224489796,11.642828921374951,15.0,32.48,49.0,0.0,1.0,0,0.0,1.0
38,50,static,0.2,1.0,50,8,5,15,15.0,555.5147591836735,0.07947755102040815,1.1921632653061225,13.05375909458367,15.0,31.584,49.0,0.0,1.0,0,0.0,1.0
39,50,static,0.2,0.76,38,13,3,22,22.0,539.3971567567568,0.04184275184275184,0.9205405405405407,16.25152017689331,22.0,26.94,37.0,0.0,1.0,0,0.0,1.0
0,50,bsps,0.2,1.0,50,9,5,15,11.6,537.7372897959184,0.07234380608054077,0.8366530612244898,42.1112,111.04999999999973,18.092,33.212,0.4409677419354839,0.6791304347826087,0,0.3328,1.0
1,50,bsps,0.2,0.94,47,13,4,19,13.8,533.464043478261,0.05520169376659146,0.7604347826086957,42.84674329501916,113.0,17.52,31.236,0.4413706942709263,0.696320447135538,0,0.32354193273733506,1.0
2,50,bsps,0.2,1.0,50,10,4,15,11.816,539.7381469387757,0.07306934471424267,0.8629387755102041,39.18479579458148,112.0,18.184,34.052,0.4455341506129597,0.6931372549019608,0,0.2959967650626769,1.0
3,50,bsps,0.2,1.0,50,8,4,16,11.916,538.5496326530613,0.07198973577442964,0.853795918367347,41.07379032258064,112.0,18.416,33.456,0.443447612944569,0.6895482728077945,0,0.3157258064516129,1.0
4,50,bsps,0.2,1.0,50,9,4,15,11.364,538.6014040816326,0.0749420366481591,0.8505306122448981,40.501474926253685,111.0,18.364,33.548,0.4460659898477157,0.6908014571948998,0,0.314369995785925,1.0
5,50,bsps,0.2,1.0,50,9,4,14,10.728,537.6316326530613,0.07814138084138084,0.8362448979591838,40.570475068708284,111.0,18.408,33.164,0.4436551501453019,0.6955767562879445,0,0.3195916764821358,1.0
6,50,bsps,0.2,1.0,50,11,5,16,12.248,538.4697387755102,0.06899396114089991,0.8422857142857143,40.30016722408027,112.0,18.232,34.004,0.4450472523626181,0.6954813359528488,0,0.30351170568561875,1.0
7,50,bsps,0.2,0.98,49,12,6,19,13.812,540.9396416666667,0.06448772273478155,0.8845833333333333,41.39769820971867,114.0,17.576,32.988,0.44869831546707506,0.6986486486486486,0,0.29624893435635125,1.0
8,50,bsps,0.2,1.0,50,9,5,13,10.676,539.5946612244899,0.08152095682095682,0.8674285714285713,39.41595441595442,111.0,18.212,33.668,0.4465780403741999,0.7005099675475197,0,0.30565730565730564,1.0
9,50,bsps,0.2,1.0,50,11,4,15,11.432,536.2799020408164,0.07102203963836616,0.8092244897959183,40.69203470031546,112.0,18.372,33.132,0.44455205811138016,0.7010845986984816,0,0.3146687697160883,1.0
10,50,bsps,0.2,1.0,50,10,4,17,12.704,535.5907346938776,0.06342332723965378,0.8040816326530612,43.82916837361737,113.0,18.656,32.948,0.4427875836883749,0.6911037891268533,0,0.33510856206472756,1.0
11,50,bsps,0.2,0.98,49,11,4,16,12.572,534.1742833333334,0.06223689921189921,0.7811666666666668,43.08933839022335,113.0,18.66,32.548,0.4435609603991269,0.6879280821917808,0,0.3333333333333333,1.0
12,50,bsps,0.2,1.0,50,9,6,15,11.26,540.2624163265308,0.07819001361450341,0.8758367346938776,41.799271549979764,112.0,17.968,33.424,0.444693812119269,0.6923076923076923,0,0.3213273978146499,1.0
13,50,bsps,0.2,1.0,50,10,4,15,12.328,536.729893877551,0.06695863003209943,0.8213877551020408,41.116370808678504,113.0,18.648,33.368,0.4431633647288081,0.701537147736977,0,0.3128205128205128,1.0
14,50,bsps,0.2,0.94,47,8,4,14,11.004,539.147895652174,0.07854769602378298,0.8609565217391305,39.71770744225834,111.0,17.236,31.612,0.44526171741361614,0.7042711234911792,0,0.30624465355004277,1.0
15,50,bsps,0.2,1.0,50,10,4,14,11.032,537.4912,0.0754376498784662,0.8315102040816327,41.36418511066398,111.0,18.644,33.556,0.4412568306010929,0.6828358208955224,0,0.32595573440643866,1.0
16,50,bsps,0.2,1.0,50,12,4,18,13.076,534.826930612245,0.06046628880656492,0.7872653061224489,40.75631621841891,112.0,18.68,33.46,0.4454630205096333,0.6974935177182369,0,0.31295843520782396,1.0
17,50,bsps,0.2,1.0,50,9,4,16,10.744,537.4030530612246,0.07767376342478383,0.8323265306122448,41.86677631578947,111.0,18.416,33.072,0.4431835376002421,0.6859054788791301,0,0.33182565789473684,1.0
18,50,bsps,0.2,0.98,49,9,5,14,11.036,538.4927583333334,0.0772107973045473,0.8486666666666668,41.033442088091356,111.0,18.024,32.836,0.44355777223607645,0.6948545861297539,0,0.3172920065252855,1.0
19,50,bsps,0.2,1.0,50,13,4,15,11.608,537.8937306122449,0.07125301591832203,0.825795918367347,38.672837022132796,112.0,18.032,33.984,0.44584899214212503,0.7027027027027027,0,0.29617706237424546,1.0
20,50,bsps,0.2,1.0,50,9,4,14,10.52,544.0373551020408,0.08989725671154244,0.9443265306122448,40.61935225909636,111.0,17.588,33.428,0.4442831801322367,0.6989995650282732,0,0.31107556977209116,1.0
21,50,bsps,0.2,1.0,50,10,4,16,12.804,538.7201551020408,0.06642211484660464,0.851265306122449,40.73414023372287,112.0,18.552,34.196,0.44455645161290325,0.6899441340782123,0,0.3088480801335559,1.0
22,50,bsps,0.2,1.0,50,9,5,13,9.864,539.4483265306123,0.08742902494331066,0.8608979591836735,39.696150696150696,110.0,17.904,33.512,0.4440237076061903,0.6870404411764706,0,0.3194103194103194,1.0
23,50,bsps,0.2,1.0,50,8,5,15,11.684,540.9139510204081,0.0763236604665176,0.8897142857142857,40.077832110839445,112.0,17.956,33.848,0.4434710743801653,0.6922727272727273,0,0.3080684596577017,1.0
24,50,bsps,0.2,1.0,50,12,3,15,11.752,535.4201142857144,0.06772959602755521,0.7951020408163265,41.17682437850842,111.0,18.448,33.24,0.44262038774233897,0.6903143585386576,0,0.32117080994386527,1.0
25,50,bsps,0.2,1.0,50,10,4,16,11.932,537.4809551020409,0.07008618093924217,0.836,42.508757297748126,112.0,18.848,33.292,0.4448605130125445,0.6904138292299633,0,0.3269391159299416,1.0
26,50,bsps,0.2,1.0,50,11,5,16,12.596,537.2439918367348,0.06579235856846902,0.8246530612244898,40.703505154639174,113.0,18.548,33.92,0.4447777986124133,0.6911841418883672,0,0.3068041237113402,1.0
27,50,bsps,0.2,1.0,50,11,5,17,12.136,545.4629877551021,0.07997348267978521,0.9653877551020409,40.927920463960234,113.0,17.696,33.992,0.44369220607661825,0.6900638103919782,0,0.30778790389395194,1.0
28,50,bsps,0.2,1.0,50,11,5,15,11.752,537.6111836734694,0.07061592760980516,0.8280816326530612,42.33023443815683,112.0,18.048,33.488,0.44096076274294094,0.6837732160312805,0,0.3318512530315279,1.0
29,50,bsps,0.2,1.0,50,11,4,17,13.24,535.7085224489797,0.06082940596151881,0.8010612244897959,41.84543610547667,113.0,18.524,33.46,0.44528,0.6924444444444444,0,0.31196754563894524,1.0
30,50,bsps,0.2,0.88,44,8,4,18,13.212,537.5302976744186,0.06340199693147709,0.8360930232558139,46.061836640516844,114.0,16.12,29.004,0.44024152015627777,0.682397357243983,0,0.34840793724042457,1.0
31,50,bsps,0.2,1.0,50,7,5,15,11.048,541.4416571428573,0.08212687335340396,0.905795918367347,41.23740710156895,111.0,18.356,33.664,0.44438818565400845,0.6857831325301205,0,0.319570602807597,1.0
32,50,bsps,0.2,1.0,50,18,4,22,14.74,530.7632653061224,0.04827995239948863,0.7075918367346938,44.672545090180364,115.0,18.768,33.192,0.44040109978974606,0.6793267155804921,0,0.3374749498997996,1.0
33,50,bsps,0.2,1.0,50,12,4,15,11.384,535.2696816326531,0.06998476670721569,0.7932244897959183,40.833470057424115,111.0,18.492,33.14,0.4452662721893491,0.6915974145891043,0,0.32116488925348646,1.0
34,50,bsps,0.2,1.0,50,7,4,16,12.932,539.7281714285715,0.06752153832561995,0.8729795918367347,42.06826493295409,113.0,18.144,33.532,0.44437309359447746,0.6961690885072656,0,0.31409995936611135,1.0
35,50,bsps,0.2,1.0,50,10,6,14,10.72,542.2896163265307,0.08457011718440291,0.9037551020408162,39.08241534067727,111.0,17.68,34.008,0.4443155452436195,0.6976534296028881,0,0.30273357813137497,1.0
36,50,bsps,0.2,1.0,50,11,4,19,13.496,543.8502204081633,0.07018953733341489,0.9431020408163265,43.21174004192872,115.0,17.836,33.524,0.445364238410596,0.6931239388794567,0,0.3182389937106918,1.0
37,50,bsps,0.2,1.0,50,10,5,15,11.884,538.200530612245,0.071075782267619,0.8408163265306123,40.01619913077835,112.0,18.052,33.448,0.4436245066071735,0.698573400828348,0,0.3073883840379297,1.0
38,50,bsps,0.2,1.0,50,8,5,15,11.744,542.3457306122449,0.07762351163575652,0.9088163265306123,39.10266774454325,112.0,18.128,34.408,0.4461942257217848,0.6958230958230959,0,0.29304769603880354,1.0
39,50,bsps,0.2,0.76,38,13,3,22,15.12,527.7333513513515,0.0439015005304479,0.6635675675675675,46.190160309563296,116.0,14.388,23.816,0.4470346885490489,0.6965042372881356,0,0.34715312327252623,1.0
0,50,baps,0.2,1.0,50,9,5,15,10.0,531.1754857142859,0.05445442176870748,0.7115102040816327,51.4556,115.0,15.136,28.5,0.55706789111184,0.644879267277269,0,0.4068,1.0
1,50,baps,0.2,0.94,47,13,4,19,11.648,526.8305304347826,0.03741578947368421,0.6320869565217392,58.842060451255854,118.0,13.572,25.648,0.5581565471836137,0.6393514460999123,0,0.4465730097914006,1.0
2,50,baps,0.2,1.0,50,10,4,15,9.5,529.9116734693877,0.04986802721088435,0.6808979591836734,55.60857258390619,114.0,13.836,27.1,0.5568585643212509,0.6508011310084826,0,0.4367165386170643,1.0
3,50,baps,0.2,1.0,50,8,4,16,10.0,530.6592571428572,0.05037244897959184,0.7026122448979591,57.00362903225806,116.0,14.08,27.004,0.5555009823182712,0.6417224080267558,0,0.45241935483870965,1.0
4,50,baps,0.2,1.0,50,9,4,15,9.06,529.1663755102041,0.05003945578231292,0.6751836734693878,58.64896755162242,115.0,14.036,26.56,0.5542071197411004,0.6443965517241379,0,0.4669195111672988,1.0
