net,n,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
30,100,ewma,0.2,1.0,100,11,6,20,15.208,543.9066060606061,0.0612746251283403,0.9288888888888888,45.79847756410256,115.0,34.208,67.052,0.4872226902555462,0.6648635357757561,0,0.3317307692307692,1.0
31,100,ewma,0.2,1.0,100,11,6,19,14.884,545.0949292929294,0.06359475045651516,0.9448080808080809,42.96170809943865,115.0,32.836,67.8,0.4912648497554158,0.6764295676429568,0,0.31054530874097835,1.0
32,100,ewma,0.2,0.96,96,9,5,19,15.112,545.7079115789475,0.06377491364157,0.9617684210526315,46.204413970430686,115.0,32.264,64.092,0.49165120593692024,0.6670652953838795,0,0.3291193486179559,1.0
33,100,ewma,0.2,1.0,100,13,5,18,13.812,542.3075151515152,0.0655653254647907,0.9022222222222221,43.711802748585285,114.0,33.98,66.348,0.49248022255063895,0.669178243465976,0,0.3267987065481002,1.0
34,100,ewma,0.2,1.0,100,9,7,21,15.32,543.6825818181818,0.06062255142900137,0.9243232323232323,46.58802177858439,116.0,33.436,65.712,0.4896199564707852,0.6679841897233202,0,0.34099616858237547,1.0
35,100,ewma,0.2,0.95,95,10,6,20,15.924,545.5228382978723,0.05985867872804504,0.950808510638298,45.37513397642015,116.0,31.384,64.348,0.49077918316114705,0.6694066272797329,0,0.3206859592711683,1.0
36,100,ewma,0.2,0.99,99,11,5,19,14.108,543.5567836734695,0.06535634671450999,0.9208979591836735,44.415261209378855,114.0,32.732,65.636,0.49195984001306015,0.6677039342076017,0,0.33031674208144796,1.0
37,100,ewma,0.2,0.99,99,10,8,18,14.564,544.4776,0.06426766373882219,0.9351836734693878,45.63297549118898,115.0,32.42,65.892,0.49125042473666325,0.6699419383653417,0,0.3325906420903383,1.0
38,100,ewma,0.2,1.0,100,13,6,18,14.0,544.0129050505051,0.06648593696178835,0.9258585858585859,43.478068410462775,114.0,33.248,67.448,0.49081272084805655,0.6686602870813397,0,0.31951710261569416,1.0
39,100,ewma,0.2,0.99,99,12,5,17,13.692,541.0906244897959,0.06481973672585917,0.8855918367346938,44.65695114279723,114.0,33.84,65.108,0.49133935106123444,0.6685380642263643,0,0.33612916754036487,1.0
0,100,oracle,0.2,0.99,99,10,5,18,9.716,532.2398693877552,0.06602614483022645,0.641591836734694,7.828764320785598,11.0,0.0,34.304,1.0,1.0,0,0.0,1.0
1,100,oracle,0.2,1.0,100,10,6,20,11.42,536.0836727272728,0.06121734057188603,0.6998787878787878,9.305122048819527,13.0,0.0,37.548,1.0,1.0,0,0.0,1.0
2,100,oracle,0.2,1.0,100,8,6,17,10.256,535.0171070707072,0.06655791032760729,0.6837171717171717,8.450940724256524,12.0,0.0,36.776,1.0,1.0,0,0.0,1.0
3,100,oracle,0.2,0.98,98,10,6,19,11.616,536.7466597938145,0.06100508277518587,0.710103092783505,9.093167701863354,12.0,0.0,37.724,1.0,1.0,0,0.0,1.0
4,100,oracle,0.2,1.0,100,12,6,18,10.292,531.8081575757576,0.06173569774781897,0.6354343434343435,7.5222290514238885,11.0,0.0,35.364,1.0,1.0,0,0.0,1.0
5,100,oracle,0.2,1.0,100,10,7,18,10.74,538.1422424242425,0.06799344191162374,0.7309090909090908,8.790167865707435,12.0,0.0,38.604,1.0,1.0,0,0.0,1.0
6,100,oracle,0.2,1.0,100,9,5,19,10.796,535.0879555555556,0.06331577221880252,0.6849292929292929,8.436180904522613,12.0,0.0,37.196,1.0,1.0,0,0.0,1.0
7,100,oracle,0.2,1.0,100,14,6,16,8.896,530.5324565656567,0.06907436704709431,0.6157171717171717,7.219947293736063,10.0,0.0,33.412,1.0,1.0,0,0.0,1.0
8,100,oracle,0.2,1.0,100,9,8,19,10.748,535.3160848484849,0.06414019796141009,0.6877979797979797,8.730480632731698,12.0,0.0,35.796,1.0,1.0,0,0.0,1.0
9,100,oracle,0.2,1.0,100,11,5,17,10.524,533.5739191919192,0.06277441940775273,0.6620202020202021,7.885669229252907,11.0,0.0,36.188,1.0,1.0,0,0.0,1.0
10,100,oracle,0.2,1.0,100,8,7,17,9.852,536.5529575757577,0.07171193172708325,0.7063030303030302,9.25851986287558,11.0,0.0,36.06,1.0,1.0,0,0.0,1.0
11,100,oracle,0.2,1.0,100,10,5,18,10.756,533.7895515151515,0.06166263007475129,0.6651313131313131,8.404186141028246,11.0,0.0,35.928,1.0,1.0,0,0.0,1.0
12,100,oracle,0.2,0.93,93,12,6,20,9.312,532.5270260869567,0.0694418501788067,0.6457826086956523,7.791345329905742,11.0,0.0,32.0,1.0,1.0,0,0.0,1.0
13,100,oracle,0.2,0.99,99,10,7,18,10.652,534.3297142857143,0.06326816607428853,0.6730612244897959,9.228276281142394,12.0,0.0,35.28,1.0,1.0,0,0.0,1.0
14,100,oracle,0.2,1.0,100,14,6,21,10.456,531.6497171717172,0.06063536575657788,0.632929292929293,8.017504579686547,12.0,0.0,34.972,1.0,1.0,0,0.0,1.0
15,100,oracle,0.2,0.99,99,13,9,19,10.364,535.3777795918368,0.06645871747300319,0.6886938775510205,9.473523421588595,12.0,0.0,35.376,1.0,1.0,0,0.0,1.0
16,100,oracle,0.2,1.0,100,8,5,18,9.972,533.0110181818181,0.06545188279733735,0.6531717171717171,8.230629905413565,11.0,0.0,34.932,1.0,1.0,0,0.0,1.0
17,100,oracle,0.2,1.0,100,11,8,19,11.02,534.7865616161617,0.061648663681997014,0.6794747474747475,10.664653784219002,13.0,0.0,34.616,1.0,1.0,0,0.0,1.0
18,100,oracle,0.2,1.0,100,16,6,18,10.24,532.5005090909093,0.06292550412550413,0.6457777777777778,7.676725005029169,11.0,0.0,35.472,1.0,1.0,0,0.0,1.0
19,100,oracle,0.2,1.0,100,11,10,21,13.124,541.0854747474749,0.05918253964626513,0.7753535353535354,10.753876739562624,15.0,0.0,40.324,1.0,1.0,0,0.0,1.0
20,100,oracle,0.2,1.0,100,9,6,18,10.64,534.1376121212122,0.06286797814979633,0.6705858585858586,8.277845036319613,12.0,0.0,36.66,1.0,1.0,0,0.0,1.0
21,100,oracle,0.2,1.0,100,12,5,18,10.328,531.9050545454546,0.061427799585375344,0.6366868686868689,7.915903413821815,11.0,0.0,34.86,1.0,1.0,0,0.0,1.0
22,100,oracle,0.2,1.0,100,10,6,18,9.304,533.1967959595961,0.07045896774381623,0.6557979797979798,7.949783013019219,11.0,0.0,34.564,1.0,1.0,0,0.0,1.0
23,100,oracle,0.2,0.99,99,10,6,20,10.368,534.3501918367348,0.0647879991890196,0.6735102040816326,8.652102899142507,11.0,0.0,35.66,1.0,1.0,0,0.0,1.0
24,100,oracle,0.2,1.0,100,9,7,19,10.672,534.6829777777779,0.06361010056161572,0.6786262626262626,8.508062869973465,12.0,0.0,36.46,1.0,1.0,0,0.0,1.0
25,100,oracle,0.2,1.0,100,9,9,20,11.152,538.4885171717173,0.06589545000454092,0.7359191919191919,9.95648670427075,13.0,0.0,38.224,1.0,1.0,0,0.0,1.0
26,100,oracle,0.2,1.0,100,10,5,18,9.964,533.9489373737374,0.06685807649140983,0.6675151515151515,7.757312890861408,11.0,0.0,35.96,1.0,1.0,0,0.0,1.0
27,100,oracle,0.2,1.0,100,12,5,18,10.86,534.5234424242425,0.062151410318076986,0.6764040404040405,8.573934325922904,12.0,0.0,36.864,1.0,1.0,0,0.0,1.0
28,100,oracle,0.2,1.0,100,13,7,18,9.428,531.9127676767678,0.06741037895886381,0.6365656565656566,7.701233070547807,11.0,0.0,34.232,1.0,1.0,0,0.0,1.0
29,100,oracle,0.2,1.0,100,11,6,18,9.368,534.8140323232324,0.07263346171224959,0.6801616161616162,8.251188589540412,11.0,0.0,35.356,1.0,1.0,0,0.0,1.0
30,100,oracle,0.2,1.0,100,11,6,20,10.764,533.7148767676767,0.06158412754473361,0.6638787878787877,8.810096153846153,12.0,0.0,35.552,1.0,1.0,0,0.0,1.0
31,100,oracle,0.2,1.0,100,11,6,19,10.864,534.2802787878788,0.06181184943003125,0.6728080808080809,8.239374498797114,12.0,0.0,36.924,1.0,1.0,0,0.0,1.0
32,100,oracle,0.2,0.96,96,9,5,19,10.972,534.192517894737,0.0608257577510209,0.6709052631578948,9.460252839082923,12.0,0.0,33.908,1.0,1.0,0,0.0,1.0
33,100,oracle,0.2,1.0,100,13,5,18,9.504,532.3217616161617,0.06769162980678133,0.6429494949494949,7.439167340339531,11.0,0.0,35.024,1.0,1.0,0,0.0,1.0
34,100,oracle,0.2,1.0,100,9,7,21,9.968,533.1340444444445,0.06571516261516261,0.6548686868686868,8.419439403105464,12.0,0.0,34.576,1.0,1.0,0,0.0,1.0
35,100,oracle,0.2,0.95,95,10,6,20,11.368,534.9454085106383,0.060066654267718095,0.6826808510638298,9.270953912111468,13.0,0.0,34.996,1.0,1.0,0,0.0,1.0
36,100,oracle,0.2,0.99,99,11,5,19,10.256,532.9601469387757,0.06347011752419915,0.6525714285714287,7.950637597696422,11.0,0.0,34.992,1.0,1.0,0,0.0,1.0
37,100,oracle,0.2,0.99,99,10,8,18,10.656,534.2847346938777,0.06329978683448072,0.6726530612244899,8.688677334413612,12.0,0.0,35.968,1.0,1.0,0,0.0,1.0
38,100,oracle,0.2,1.0,100,13,6,18,9.876,533.6435919191919,0.06717018963079568,0.6631111111111112,7.647887323943662,11.0,0.0,36.332,1.0,1.0,0,0.0,1.0
39,100,oracle,0.2,0.99,99,12,5,17,9.384,530.0134040816328,0.06473033078033077,0.6080408163265306,7.190815684629902,10.0,0.0,33.2,1.0,1.0,0,0.0,1.0
0,100,csma,0.2,0.99,99,10,5,18,18.0,1445.5067632653065,1.0,18.0,31.593385676897455,114.0,nan,nan,nan,nan,0,0.0,0.8584558823529411
1,100,csma,0.2,1.0,100,10,6,20,20.0,1533.5274101010104,1.0,20.0,26.86602564102564,111.0,nan,nan,nan,nan,0,0.0,0.9140625
2,100,csma,0.2,1.0,100,8,6,17,17.0,1387.9599474747477,1.0,17.0,34.99030772958565,113.0,nan,nan,nan,nan,0,0.0,0.8391622610817405
3,100,csma,0.2,0.98,98,10,6,19,19.0,1490.3703092783508,1.0,19.0,33.735020901068275,116.0,nan,nan,nan,nan,0,0.0,0.8832820512820513
4,100,csma,0.2,1.0,100,12,6,18,18.0,1432.7785898989903,1.0,18.0,31.01757322175732,113.0,nan,nan,nan,nan,0,0.0,0.7265910012160519
5,100,csma,0.2,1.0,100,10,7,18,18.0,1446.246181818182,1.0,18.0,35.25044642857143,116.0,nan,nan,nan,nan,0,0.0,0.9050505050505051
6,100,csma,0.2,1.0,100,9,5,19,19.0,1488.022,1.0,19.0,29.625294579732916,113.0,nan,nan,nan,nan,0,0.0,0.7754314720812183
7,100,csma,0.2,1.0,100,14,6,16,16.0,1344.7391313131316,1.0,16.0,43.50786734446865,201.0,nan,nan,nan,nan,0,0.0,0.827027027027027
8,100,csma,0.2,1.0,100,9,8,19,19.0,1486.5102585858588,1.0,19.0,32.118333714808884,113.0,nan,nan,nan,nan,0,0.0,0.9049295774647887
9,100,csma,0.2,1.0,100,11,5,17,17.0,1393.0398101010103,1.0,17.0,34.46375372393247,114.0,nan,nan,nan,nan,0,0.0,0.8157148643175375
10,100,csma,0.2,1.0,100,8,7,17,17.0,1396.3050343434345,1.0,17.0,45.96531264262894,117.0,nan,nan,nan,nan,0,0.0,0.8861476238624874
11,100,csma,0.2,1.0,100,10,5,18,18.0,1446.2610262626265,1.0,18.0,36.095508274231676,116.0,nan,nan,nan,nan,0,0.0,0.8478653036680698
12,100,csma,0.2,0.93,93,12,6,20,20.0,1535.2147782608697,1.0,20.0,20.950863536852346,109.0,nan,nan,nan,nan,0,0.0,0.8964238988225033
13,100,csma,0.2,0.99,99,10,7,18,18.0,1452.1037836734695,1.0,18.0,41.559337417744494,117.0,nan,nan,nan,nan,0,0.0,0.8924665856622114
14,100,csma,0.2,1.0,100,14,6,21,21.0,1588.8096363636366,1.0,21.0,23.713005514705884,110.0,nan,nan,nan,nan,0,0.0,0.8850925360992475
15,100,csma,0.2,0.99,99,13,9,19,19.0,1502.6355061224494,1.0,19.0,36.918556923741626,116.0,nan,nan,nan,nan,0,0.0,0.9312009656004828
16,100,csma,0.2,1.0,100,8,5,18,18.0,1439.6382141414144,1.0,18.0,29.63511029411765,113.0,nan,nan,nan,nan,0,0.0,0.8756539235412475
17,100,csma,0.2,1.0,100,11,8,19,19.0,1503.2047515151519,1.0,19.0,49.39934913993491,119.0,nan,nan,nan,nan,0,0.0,0.8692665184885836
18,100,csma,0.2,1.0,100,16,6,18,18.0,1440.059777777778,1.0,18.0,35.960844925296236,116.0,nan,nan,nan,nan,0,0.0,0.8038931455787948
19,100,csma,0.2,1.0,100,11,10,21,21.0,1601.746371717172,1.0,21.0,28.08355091383812,111.0,nan,nan,nan,nan,0,0.0,0.9212266987372218
20,100,csma,0.2,1.0,100,9,6,18,18.0,1445.5031111111111,1.0,18.0,35.59116290361738,115.09999999999991,nan,nan,nan,nan,0,0.0,0.8200278717897671
21,100,csma,0.2,1.0,100,12,5,18,18.0,1435.2512727272729,1.0,18.0,35.294010416666666,115.0,nan,nan,nan,nan,0,0.0,0.8045254556882464
22,100,csma,0.2,1.0,100,10,6,18,18.0,1431.4124404040408,1.0,18.0,29.114532306974574,113.0,nan,nan,nan,nan,0,0.0,0.8610162683269733
23,100,csma,0.2,0.99,99,10,6,20,20.0,1535.661334693878,1.0,20.0,28.181942544459645,112.0,nan,nan,nan,nan,0,0.0,0.9080745341614906
24,100,csma,0.2,1.0,100,9,7,19,19.0,1485.2076242424246,1.0,19.0,28.10889423076923,112.0,nan,nan,nan,nan,0,0.0,0.8484601264531919
25,100,csma,0.2,1.0,100,9,9,20,20.0,1535.6906101010102,1.0,20.0,31.867604375976782,114.0,nan,nan,nan,nan,0,0.0,0.917451863990168
26,100,csma,0.2,1.0,100,10,5,18,18.0,1433.2891353535356,1.0,18.0,33.150408457472366,115.0,nan,nan,nan,nan,0,0.0,0.857790601813685
27,100,csma,0.2,1.0,100,12,5,18,18.0,1438.3224525252526,1.0,18.0,33.91330596474282,114.0,nan,nan,nan,nan,0,0.0,0.8515319761464116
28,100,csma,0.2,1.0,100,13,7,18,18.0,1447.6234303030305,1.0,18.0,34.46232876712329,116.0,nan,nan,nan,nan,0,0.0,0.8248587570621468
29,100,csma,0.2,1.0,100,11,6,18,18.0,1439.741975757576,1.0,18.0,35.469449626865675,114.0,nan,nan,nan,nan,0,0.0,0.8681919416886009
30,100,csma,0.2,1.0,100,11,6,20,20.0,1533.819070707071,1.0,20.0,27.898045313194135,113.0,nan,nan,nan,nan,0,0.0,0.9018429487179487
31,100,csma,0.2,1.0,100,11,6,19,19.0,1497.088177777778,1.0,19.0,33.05315293549167,115.0,nan,nan,nan,nan,0,0.0,0.8321270607157217
32,100,csma,0.2,0.96,96,9,5,19,19.0,1493.3105600000001,1.0,19.0,31.917511520737328,113.0,nan,nan,nan,nan,0,0.0,0.8950299030727985
33,100,csma,0.2,1.0,100,13,5,18,18.0,1442.811983838384,1.0,18.0,32.230847543904304,114.0,nan,nan,nan,nan,0,0.0,0.7869016623272581
34,100,csma,0.2,1.0,100,9,7,21,21.0,1585.265357575758,1.0,21.0,23.407065706570656,111.0,nan,nan,nan,nan,0,0.0,0.910655737704918
35,100,csma,0.2,0.95,95,10,6,20,20.0,1549.1998425531917,1.0,20.0,30.35013876040703,115.0,nan,nan,nan,nan,0,0.0,0.9233397394832372
36,100,csma,0.2,0.99,99,11,5,19,19.0,1487.2881551020412,1.0,19.0,28.882077678989237,112.0,nan,nan,nan,nan,0,0.0,0.8704684317718941
37,100,csma,0.2,0.99,99,10,8,18,18.0,1451.462542857143,1.0,18.0,38.00782688766114,117.0,nan,nan,nan,nan,0,0.0,0.881851400730816
38,100,csma,0.2,1.0,100,13,6,18,18.0,1443.8614585858588,1.0,18.0,30.843757849786485,113.0,nan,nan,nan,nan,0,0.0,0.800040192926045
39,100,csma,0.2,0.99,99,12,5,17,17.0,1395.358579591837,1.0,17.0,39.452227659026526,116.0,nan,nan,nan,nan,0,0.0,0.7846029500909275
0,150,rand_st,0.2,1.0,150,13,7,20,18.0,562.5506093959732,0.07231021625652498,1.3015838926174497,134.55326827964177,313.0,91.064,149.0,0.0,1.0,0,0.0,1.0
1,150,rand_st,0.2,0.9933333333333333,149,10,7,22,19.0,562.3207216216217,0.06876955903271692,1.3066216216216218,150.40526740123622,306.0,92.62,148.0,0.0,1.0,0,0.0,1.0
2,150,rand_st,0.2,1.0,150,9,7,25,21.0,562.3380912751679,0.06233429210610419,1.309020134228188,180.120016273393,313.0,93.956,149.0,0.0,1.0,0,0.0,1.0
3,150,rand_st,0.2,1.0,150,7,7,22,18.0,565.0666013422821,0.07486502609992544,1.3475704697986577,156.82345812011852,304.0,90.212,149.0,0.0,1.0,0,0.0,1.0
4,150,rand_st,0.2,1.0,150,9,10,21,17.0,565.9447060402686,0.08014370311883141,1.362442953020134,220.56290849673204,404.0,90.996,149.0,0.0,1.0,0,0.0,1.0
5,150,rand_st,0.2,1.0,150,12,7,20,19.0,562.4174577181209,0.06910208406923349,1.3129395973154363,144.8693037551784,306.0,94.372,149.0,0.0,1.0,0,0.0,1.0
6,150,rand_st,0.2,1.0,150,10,6,21,16.0,562.4878255033557,0.08180704697986578,1.3089127516778525,159.7672448567971,304.0,92.972,149.0,0.0,1.0,0,0.0,1.0
7,150,rand_st,0.2,1.0,150,10,7,21,17.0,561.8554469798659,0.0765227003553099,1.3008859060402684,156.80569290391554,302.0,94.168,149.0,0.0,1.0,0,0.0,1.0
8,150,rand_st,0.2,1.0,150,8,6,22,18.0,563.6272375838927,0.07398956002982848,1.3318120805369127,175.3852156057495,307.0,93.56,149.0,0.0,1.0,0,0.0,1.0
9,150,rand_st,0.2,1.0,150,13,7,20,17.0,562.6865879194631,0.07655744176865377,1.301476510067114,135.92221927263074,314.0,91.08,149.0,0.0,1.0,0,0.0,1.0
10,150,rand_st,0.2,1.0,150,12,7,20,17.0,562.1987275167785,0.07630477694433478,1.2971812080536913,204.8291661035275,305.0,92.72,149.0,0.0,1.0,0,0.0,1.0
11,150,rand_st,0.2,0.9866666666666667,148,10,10,19,16.0,562.1177469387756,0.08172108843537415,1.3075374149659864,102.54828060522696,213.0,92.792,147.0,0.0,1.0,0,0.0,1.0
12,150,rand_st,0.2,1.0,150,13,6,23,18.0,560.1357476510068,0.07070246085011185,1.2726442953020136,144.7927618544446,302.0,95.376,149.0,0.0,1.0,0,0.0,1.0
13,150,rand_st,0.2,1.0,150,12,8,19,18.0,561.4104429530202,0.07162416107382549,1.2892348993288592,124.725157148589,301.0,93.904,149.0,0.0,1.0,0,0.0,1.0
14,150,rand_st,0.2,1.0,150,12,6,20,16.0,563.1448026845638,0.08202852348993289,1.3124563758389263,123.21670276123443,212.0,90.444,149.0,0.0,1.0,0,0.0,1.0
15,150,rand_st,0.2,0.9933333333333333,149,10,7,21,17.0,562.8371810810812,0.07735294117647058,1.3149999999999997,162.3030303030303,307.0,92.38,148.0,0.0,1.0,0,0.0,1.0
16,150,rand_st,0.2,1.0,150,9,9,24,19.0,565.1509691275169,0.07103638290356765,1.349691275167785,194.93447217402908,411.0,91.896,149.0,0.0,1.0,0,0.0,1.0
17,150,rand_st,0.2,0.9866666666666667,148,11,8,19,19.0,563.9155482993198,0.06967704976727532,1.3238639455782313,113.75104236718225,306.0,90.392,147.0,0.0,1.0,0,0.0,1.0
18,150,rand_st,0.2,1.0,150,12,7,18,18.0,561.0702711409396,0.0712751677852349,1.282953020134228,116.66166125541126,302.0,94.84,149.0,0.0,1.0,0,0.0,1.0
19,150,rand_st,0.2,1.0,150,8,8,20,16.0,563.5206469798659,0.08326342281879195,1.3322147651006713,163.37630802253824,310.0,94.5,149.0,0.0,1.0,0,0.0,1.0
20,150,rand_st,0.2,0.9733333333333334,146,12,7,23,20.0,561.2869186206898,0.06459310344827586,1.2918620689655171,122.63378359939965,211.0,92.68,145.0,0.0,1.0,0,0.0,1.0
21,150,rand_st,0.2,1.0,150,11,7,21,17.0,560.852845637584,0.0758515594157126,1.2894765100671142,145.13126031920748,302.0,95.868,149.0,0.0,1.0,0,0.0,1.0
22,150,rand_st,0.2,1.0,150,15,8,21,18.0,559.4382281879194,0.069834451901566,1.257020134228188,146.2056957754083,306.0,95.704,149.0,0.0,1.0,0,0.0,1.0
23,150,rand_st,0.2,0.9933333333333333,149,11,6,19,17.0,563.1423972972974,0.07812559618441972,1.3281351351351351,146.5208674304419,309.0,94.436,148.0,0.0,1.0,0,0.0,1.0
24,150,rand_st,0.2,1.0,150,12,7,20,17.0,562.5231194630873,0.07660797473351756,1.3023355704697985,167.60599891422368,303.0,91.952,149.0,0.0,1.0,0,0.0,1.0
25,150,rand_st,0.2,1.0,150,8,8,20,17.0,563.9515865771813,0.07816818002368733,1.3288590604026846,233.2856,401.0,92.0,149.0,0.0,1.0,0,0.0,1.0
26,150,rand_st,0.2,1.0,150,11,7,19,19.0,561.663812080537,0.06837160014129282,1.299060402684564,163.15541643984758,303.0,95.44,149.0,0.0,1.0,0,0.0,1.0
27,150,rand_st,0.2,1.0,150,11,7,22,19.0,563.936944966443,0.07034687389614976,1.3365906040268456,168.30698305084746,303.0,93.848,149.0,0.0,1.0,0,0.0,1.0
28,150,rand_st,0.2,1.0,150,15,7,21,18.0,561.6426926174497,0.07147352721849368,1.2865234899328857,147.4688995215311,301.0,91.308,149.0,0.0,1.0,0,0.0,1.0
29,150,rand_st,0.2,1.0,150,14,6,19,17.0,560.5093315436242,0.07506040268456375,1.2760268456375838,135.78752978554408,303.0,93.872,149.0,0.0,1.0,0,0.0,1.0
30,150,rand_st,0.2,0.98,147,14,6,21,19.0,560.5308767123288,0.06702523431867338,1.2734794520547945,137.35988040228324,305.0,92.072,146.0,0.0,1.0,0,0.0,1.0
31,150,rand_st,0.2,1.0,150,15,6,22,20.0,560.4500483221477,0.06352348993288591,1.270469798657718,146.88615054915618,314.0,93.7,149.0,0.0,1.0,0,0.0,1.0
32,150,rand_st,0.2,1.0,150,11,7,18,16.0,563.3365798657718,0.08244630872483222,1.3191409395973155,181.36102960789543,313.0,92.448,149.0,0.0,1.0,0,0.0,1.0
33,150,rand_st,0.2,1.0,150,11,7,20,16.0,562.6407382550337,0.08169295302013423,1.3070872483221476,164.44866404448663,307.0,92.244,149.0,0.0,1.0,0,0.0,1.0
34,150,rand_st,0.2,0.9866666666666667,148,15,7,19,19.0,558.7747047619048,0.06581596849266023,1.250503401360544,115.30154849225754,211.0,95.176,147.0,0.0,1.0,0,0.0,1.0
35,150,rand_st,0.2,1.0,150,10,7,20,17.0,562.3022926174497,0.07717015396762733,1.3118926174496646,135.6451569627046,303.0,94.528,149.0,0.0,1.0,0,0.0,1.0
36,150,rand_st,0.2,0.9533333333333334,143,11,7,20,17.0,562.4500845070423,0.07703065451532726,1.3095211267605635,136.89415640217703,301.0,89.048,142.0,0.0,1.0,0,0.0,1.0
37,150,rand_st,0.2,1.0,150,13,8,26,19.0,563.9611194630874,0.07028611797951254,1.3354362416107384,197.7935031675428,313.0,93.02,149.0,0.0,1.0,0,0.0,1.0
38,150,rand_st,0.2,1.0,150,11,7,22,18.0,562.5251302013424,0.07295600298284861,1.313208053691275,145.79986504723348,306.0,94.332,149.0,0.0,1.0,0,0.0,1.0
39,150,rand_st,0.2,1.0,150,8,8,23,20.0,563.4731436241611,0.0666523489932886,1.3330469798657718,182.19216794509487,311.0,94.376,149.0,0.0,1.0,0,0.0,1.0
0,150,rand_dt,0.2,1.0,150,13,7,20,18.144,560.4544483221478,0.0704711481955316,1.2761342281879193,148.39186666666666,315.0,94.856,149.0,0.0,1.0,0,0.0,1.0
1,150,rand_dt,0.2,0.9933333333333333,149,10,7,22,19.02,560.7222540540541,0.06768200568990042,1.2872432432432432,160.8681684884031,312.0,95.488,148.0,0.0,1.0,0,0.0,1.0
2,150,rand_dt,0.2,1.0,150,9,7,25,20.492,560.6640375838927,0.06296718824410684,1.289020134228188,179.14526056627,402.0,96.936,149.0,0.0,1.0,0,0.0,1.0
3,150,rand_dt,0.2,1.0,150,7,7,22,17.408,563.075900671141,0.07610745181152645,1.3234093959731545,183.94520366193444,401.0,93.812,149.0,0.0,1.0,0,0.0,1.0
4,150,rand_dt,0.2,1.0,150,9,10,21,15.632,564.179790604027,0.08597283571146579,1.341691275167785,280.8373896763841,507.0,94.088,149.0,0.0,1.0,0,0.0,1.0
5,150,rand_dt,0.2,1.0,150,12,7,20,18.388,560.7811651006712,0.0703973860826563,1.293422818791946,164.67584830339322,311.0,97.28,149.0,0.0,1.0,0,0.0,1.0
6,150,rand_dt,0.2,1.0,150,10,6,21,16.46,560.3073395973155,0.07811349485043045,1.282953020134228,157.3516246460833,312.0,96.84,149.0,0.0,1.0,0,0.0,1.0
7,150,rand_dt,0.2,1.0,150,10,7,21,17.112,560.123624161074,0.07491066576165376,1.2798926174496643,171.92378691983123,315.0,97.296,149.0,0.0,1.0,0,0.0,1.0
8,150,rand_dt,0.2,1.0,150,8,6,22,18.076,562.2142093959733,0.07275960594999804,1.3148724832214767,194.56190476190477,402.0,96.084,149.0,0.0,1.0,0,0.0,1.0
9,150,rand_dt,0.2,1.0,150,13,7,20,16.376,560.3080161073826,0.07792593981664254,1.273288590604027,156.15944749899424,315.0,95.28,149.0,0.0,1.0,0,0.0,1.0
10,150,rand_dt,0.2,1.0,150,12,7,20,17.144,560.6409261744966,0.07459165679694697,1.278255033557047,187.63938141581121,404.0,95.54,149.0,0.0,1.0,0,0.0,1.0
11,150,rand_dt,0.2,0.9866666666666667,148,10,10,19,17.076,560.3100163265306,0.07544453758111433,1.2856326530612245,178.37721832439124,406.0,96.012,147.0,0.0,1.0,0,0.0,1.0
12,150,rand_dt,0.2,1.0,150,13,6,23,18.62,558.2712053691275,0.06725389536481023,1.2505234899328859,140.1866648670536,311.0,98.672,149.0,0.0,1.0,0,0.0,1.0
13,150,rand_dt,0.2,1.0,150,12,8,19,17.284,559.7368671140941,0.07359651789362867,1.269503355704698,146.19820182501343,314.0,96.844,149.0,0.0,1.0,0,0.0,1.0
14,150,rand_dt,0.2,1.0,150,12,6,20,15.16,560.8789691275168,0.08496946120730171,1.2850469798657718,139.95592543275632,311.0,94.528,149.0,0.0,1.0,0,0.0,1.0
15,150,rand_dt,0.2,0.9933333333333333,149,10,7,21,17.016,561.0438405405406,0.0761410975604087,1.2932162162162162,173.72914714151827,314.0,95.604,148.0,0.0,1.0,0,0.0,1.0
16,150,rand_dt,0.2,1.0,150,9,9,24,19.268,563.5933422818792,0.06923515021028268,1.3318120805369127,234.42558539489352,509.0,94.56,149.0,0.0,1.0,0,0.0,1.0
17,150,rand_dt,0.2,0.9866666666666667,148,11,8,19,18.328,561.2248136054421,0.07061245248764045,1.2930340136054423,178.65266030013643,405.0,94.924,147.0,0.0,1.0,0,0.0,1.0
18,150,rand_dt,0.2,1.0,150,12,7,18,17.624,558.9300268456377,0.07148274726822319,1.2580671140939599,178.16111035515036,405.0,98.548,149.0,0.0,1.0,0,0.0,1.0
19,150,rand_dt,0.2,1.0,150,8,8,20,16.328,561.8911704697987,0.08062589756731611,1.3133154362416108,178.54242589067175,316.0,97.316,149.0,0.0,1.0,0,0.0,1.0
20,150,rand_dt,0.2,0.9733333333333334,146,12,7,23,19.416,559.6117820689655,0.0655734335839599,1.2721931034482759,172.0778318276581,314.0,95.532,145.0,0.0,1.0,0,0.0,1.0
21,150,rand_dt,0.2,1.0,150,11,7,21,17.18,559.4840617449665,0.07423180508515662,1.2729395973154365,143.37164179104477,313.0,98.332,149.0,0.0,1.0,0,0.0,1.0
