net,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
12,csma,0.8,1.0,100,11,8,19,19.0,1666.5041131313135,1.0,19.0,97.71265426413704,308.0,nan,nan,nan,nan,0,0.0,0.5496886548878651
13,csma,0.8,1.0,100,12,8,18,18.0,1620.7314383838386,1.0,18.0,129.9407198306281,318.0,nan,nan,nan,nan,0,0.0,0.5003783483831913
14,csma,0.8,1.0,100,10,5,18,18.0,1615.684642424243,1.0,18.0,105.7712761227212,311.0,nan,nan,nan,nan,0,0.0,0.5651889827100924
15,csma,0.8,1.0,100,12,5,18,18.0,1610.2683111111116,1.0,18.0,106.25266425245732,308.0,nan,nan,nan,nan,0,0.0,0.4871471774193548
16,csma,0.8,0.82,82,10,6,20,20.0,1733.4277777777781,1.0,20.0,96.80060034305318,308.0,nan,nan,nan,nan,0,0.0,0.7215793056501021
17,csma,0.8,0.97,97,11,6,20,20.0,1729.0310375000006,1.0,20.0,96.2246865057084,308.0,nan,nan,nan,nan,0,0.0,0.560679993703762
18,csma,0.8,1.0,100,12,5,20,20.0,1731.7460969696976,1.0,20.0,94.82063835797005,304.0,nan,nan,nan,nan,0,0.0,0.5353596451434044
19,csma,0.8,1.0,100,10,5,19,19.0,1676.0585171717178,1.0,19.0,104.71640009548818,309.0,nan,nan,nan,nan,0,0.0,0.6342485111537297
20,csma,0.8,1.0,100,9,6,18,18.0,1616.1276606060615,1.0,18.0,110.90523833345244,311.0,nan,nan,nan,nan,0,0.0,0.7085422046685909
21,csma,0.8,1.0,100,8,8,18,18.0,1620.3277050505055,1.0,18.0,118.81563792085056,315.0,nan,nan,nan,nan,0,0.0,0.6837986570404403
22,csma,0.8,0.97,97,10,5,17,17.0,1562.7760833333339,1.0,17.0,121.9775329757936,314.0,nan,nan,nan,nan,0,0.0,0.7201461377870564
23,csma,0.8,0.97,97,7,7,19,19.0,1682.9034916666674,1.0,19.0,110.26106131739934,310.0,nan,nan,nan,nan,0,0.0,0.727639751552795
24,csma,0.8,1.0,100,10,6,18,18.0,1623.400638383839,1.0,18.0,116.29665175349979,312.0,nan,nan,nan,nan,0,0.0,0.6992280135223775
25,csma,0.8,0.99,99,11,5,18,18.0,1620.7833510204089,1.0,18.0,115.25210504376824,314.0,nan,nan,nan,nan,0,0.0,0.6106501043628774
26,csma,0.8,1.0,100,10,5,20,20.0,1734.373325252526,1.0,20.0,103.74572888392144,310.0,nan,nan,nan,nan,0,0.0,0.6285628261742272
27,csma,0.8,1.0,100,12,6,19,19.0,1661.6970181818185,1.0,19.0,108.86684936684937,310.0,nan,nan,nan,nan,0,0.0,0.5350389321468298
28,csma,0.8,1.0,100,13,5,18,18.0,1616.8786545454552,1.0,18.0,109.74088826926906,311.0,nan,nan,nan,nan,0,0.0,0.5078128950695322
29,csma,0.8,1.0,100,9,5,18,18.0,1610.1252202020207,1.0,18.0,110.91939661740058,310.0,nan,nan,nan,nan,0,0.0,0.6613927239746045
30,csma,0.8,0.93,93,11,6,19,19.0,1676.1504826086962,1.0,19.0,103.26167004928965,309.0,nan,nan,nan,nan,0,0.0,0.7528512960436562
31,csma,0.8,1.0,100,9,6,17,17.0,1548.2070060606065,1.0,17.0,131.58052050473185,405.0,nan,nan,nan,nan,0,0.0,0.641051567239636
32,csma,0.8,1.0,100,10,6,20,20.0,1732.6543393939398,1.0,20.0,99.22561268620855,309.0,nan,nan,nan,nan,0,0.0,0.6287958906179181
33,csma,0.8,1.0,100,12,6,19,19.0,1683.945753535354,1.0,19.0,105.08490936200266,309.0,nan,nan,nan,nan,0,0.0,0.6425473981444131
34,csma,0.8,1.0,100,8,6,18,18.0,1606.3087878787885,1.0,18.0,108.52694795195565,311.0,nan,nan,nan,nan,0,0.0,0.6592224139681251
35,csma,0.8,1.0,100,19,5,24,24.0,1948.5729050505058,1.0,24.0,85.58068487018801,223.0,nan,nan,nan,nan,0,0.0,0.45254735136230123
36,csma,0.8,0.97,97,12,5,21,21.0,1806.0030916666672,1.0,21.0,97.915940998756,309.0,nan,nan,nan,nan,0,0.0,0.5862985152383433
37,csma,0.8,0.96,96,7,7,21,21.0,1790.2932505263166,1.0,21.0,96.34277992842013,307.0,nan,nan,nan,nan,0,0.0,0.7190651260504202
38,csma,0.8,1.0,100,9,6,17,17.0,1560.4307636363642,1.0,17.0,126.6243895219772,315.34999999999854,nan,nan,nan,nan,0,0.0,0.6810805362362665
39,csma,0.8,1.0,100,11,6,19,19.0,1672.2575272727279,1.0,19.0,103.82378146759507,309.0,nan,nan,nan,nan,0,0.0,0.5659004799191715
40,csma,0.8,1.0,100,11,7,18,18.0,1615.8766545454553,1.0,18.0,117.43029826192691,314.0,nan,nan,nan,nan,0,0.0,0.7039423996777604
41,csma,0.8,1.0,100,10,5,19,19.0,1669.5347636363642,1.0,19.0,109.23874829519625,310.0,nan,nan,nan,nan,0,0.0,0.6643511527232457
42,csma,0.8,1.0,100,8,6,17,17.0,1554.4268646464652,1.0,17.0,121.62777857450165,316.0,nan,nan,nan,nan,0,0.0,0.7029233870967742
43,csma,0.8,0.96,96,9,6,20,20.0,1724.8277178947376,1.0,20.0,93.25165908582507,306.0,nan,nan,nan,nan,0,0.0,0.7074058444983649
44,csma,0.8,1.0,100,11,5,19,19.0,1685.1711393939402,1.0,19.0,101.2703025477707,310.0,nan,nan,nan,nan,0,0.0,0.5087337350007595
45,csma,0.8,1.0,100,10,6,17,17.0,1547.498561616162,1.0,17.0,113.09743032373262,314.0,nan,nan,nan,nan,0,0.0,0.6522025316455696
46,csma,0.8,0.99,99,10,6,19,19.0,1677.084277551021,1.0,19.0,109.84257815400609,311.0,nan,nan,nan,nan,0,0.0,0.6868815668672855
47,csma,0.8,1.0,100,16,5,19,19.0,1678.3539515151522,1.0,19.0,115.0034464189553,313.0,nan,nan,nan,nan,0,0.0,0.46754620071504105
48,csma,0.8,0.99,99,13,6,18,18.0,1619.9037551020415,1.0,18.0,120.4684247751844,317.0,nan,nan,nan,nan,0,0.0,0.5059040024536114
49,csma,0.8,1.0,100,13,5,18,18.0,1606.2327191919198,1.0,18.0,123.26925078043705,317.0,nan,nan,nan,nan,0,0.0,0.5821596244131455
0,csma,0.9,0.99,99,9,7,19,19.0,1690.7441918367351,1.0,19.0,122.06351653434055,317.0,nan,nan,nan,nan,0,0.0,0.5898963259367043
1,csma,0.9,1.0,100,8,7,18,18.0,1620.9325979797984,1.0,18.0,128.7780472593722,318.0,nan,nan,nan,nan,0,0.0,0.6472461428058844
2,csma,0.9,1.0,100,11,8,20,20.0,1750.8220484848491,1.0,20.0,120.89930709125755,317.0,nan,nan,nan,nan,0,0.0,0.6100094428706326
3,csma,0.9,0.99,99,11,6,18,18.0,1629.7811632653065,1.0,18.0,119.54419911055629,314.0,nan,nan,nan,nan,0,0.0,0.5805326569435637
4,csma,0.9,1.0,100,9,8,19,19.0,1685.1735878787883,1.0,19.0,114.37565166311771,315.0,nan,nan,nan,nan,0,0.0,0.6102249305493324
5,csma,0.9,0.97,97,12,6,19,19.0,1681.888720833334,1.0,19.0,116.09647433213298,317.0,nan,nan,nan,nan,0,0.0,0.5534133568151273
6,csma,0.9,1.0,100,9,6,21,21.0,1803.375450505051,1.0,21.0,99.20266120777892,313.0,nan,nan,nan,nan,0,0.0,0.6574992148593477
7,csma,0.9,1.0,100,13,7,18,18.0,1624.5017090909093,1.0,18.0,133.3190211953061,405.0,nan,nan,nan,nan,0,0.0,0.4941118302768788
8,csma,0.9,1.0,100,15,6,22,22.0,1862.8966747474753,1.0,22.0,103.98922413793103,311.0,nan,nan,nan,nan,0,0.0,0.5223107749110721
9,csma,0.9,1.0,100,13,5,21,21.0,1803.9231151515157,1.0,21.0,106.57009879970605,316.0,nan,nan,nan,nan,0,0.0,0.5502291310989307
10,csma,0.9,1.0,100,9,6,22,22.0,1854.146642424243,1.0,22.0,87.08317942403721,221.0,nan,nan,nan,nan,0,0.0,0.6550318128864594
11,csma,0.9,1.0,100,12,6,22,22.0,1861.165147474748,1.0,22.0,103.27608992314875,310.0,nan,nan,nan,nan,0,0.0,0.6246859296482412
12,csma,0.9,1.0,100,11,8,19,19.0,1678.4892121212129,1.0,19.0,112.90108216432866,315.0,nan,nan,nan,nan,0,0.0,0.5584403957204889
13,csma,0.9,1.0,100,12,8,18,18.0,1629.831745454546,1.0,18.0,132.31083823827888,402.7000000000007,nan,nan,nan,nan,0,0.0,0.4441739914356547
14,csma,0.9,1.0,100,10,5,18,18.0,1625.8287878787885,1.0,18.0,109.53058843140523,313.0,nan,nan,nan,nan,0,0.0,0.5402800918629261
15,csma,0.9,1.0,100,12,5,18,18.0,1623.9784242424248,1.0,18.0,118.2253534956795,314.0,nan,nan,nan,nan,0,0.0,0.45580271225887303
16,csma,0.9,0.82,82,10,6,20,20.0,1747.9656098765438,1.0,20.0,108.00915647030224,313.0,nan,nan,nan,nan,0,0.0,0.6782632591371256
17,csma,0.9,0.97,97,11,6,20,20.0,1743.453770833334,1.0,20.0,103.79582712369597,310.0,nan,nan,nan,nan,0,0.0,0.5275889181813977
18,csma,0.9,1.0,100,12,5,20,20.0,1748.424040404041,1.0,20.0,107.80191819911224,310.0,nan,nan,nan,nan,0,0.0,0.5672151784911429
19,csma,0.9,1.0,100,10,5,19,19.0,1688.5714060606067,1.0,19.0,111.97467400316575,311.0,nan,nan,nan,nan,0,0.0,0.595760923256545
20,csma,0.9,1.0,100,9,6,18,18.0,1629.455276767677,1.0,18.0,118.71874370847594,315.0,nan,nan,nan,nan,0,0.0,0.6668605952114567
21,csma,0.9,1.0,100,8,8,18,18.0,1630.8337171717178,1.0,18.0,126.50609677000908,317.0,nan,nan,nan,nan,0,0.0,0.6929438202247191
22,csma,0.9,0.97,97,10,5,17,17.0,1573.3872583333339,1.0,17.0,125.43341751416285,315.0,nan,nan,nan,nan,0,0.0,0.677941788903799
23,csma,0.9,0.97,97,7,7,19,19.0,1694.5908666666671,1.0,19.0,120.68739717012176,315.0,nan,nan,nan,nan,0,0.0,0.7027239513481015
24,csma,0.9,1.0,100,10,6,18,18.0,1635.2228686868693,1.0,18.0,127.37114278242677,317.0,nan,nan,nan,nan,0,0.0,0.6858577706035334
25,csma,0.9,0.99,99,11,5,18,18.0,1633.3173877551026,1.0,18.0,126.00682620033747,316.0,nan,nan,nan,nan,0,0.0,0.5901149633384629
26,csma,0.9,1.0,100,10,5,20,20.0,1747.7692444444453,1.0,20.0,111.06581365757104,313.0,nan,nan,nan,nan,0,0.0,0.6349762097136188
27,csma,0.9,1.0,100,12,6,19,19.0,1674.3447393939398,1.0,19.0,118.53564865858141,314.0,nan,nan,nan,nan,0,0.0,0.48943250292292473
28,csma,0.9,1.0,100,13,5,18,18.0,1627.9931474747482,1.0,18.0,125.28143607705779,317.0,nan,nan,nan,nan,0,0.0,0.5134430356982286
29,csma,0.9,1.0,100,9,5,18,18.0,1624.1082747474752,1.0,18.0,117.8336205114067,313.0,nan,nan,nan,nan,0,0.0,0.6522657795360547
30,csma,0.9,0.93,93,11,6,19,19.0,1691.6975739130442,1.0,19.0,116.03054662379421,313.0,nan,nan,nan,nan,0,0.0,0.7221711576604906
31,csma,0.9,1.0,100,9,6,17,17.0,1561.2522141414147,1.0,17.0,139.0970824949698,408.0,nan,nan,nan,nan,0,0.0,0.6247923494814349
32,csma,0.9,1.0,100,10,6,20,20.0,1745.9669858585864,1.0,20.0,105.94161845367796,311.0,nan,nan,nan,nan,0,0.0,0.5970303247801902
33,csma,0.9,1.0,100,12,6,19,19.0,1698.6841171717178,1.0,19.0,114.2451473759885,313.0,nan,nan,nan,nan,0,0.0,0.6220373848492979
34,csma,0.9,1.0,100,8,6,18,18.0,1618.294222222223,1.0,18.0,122.23170731707317,315.0,nan,nan,nan,nan,0,0.0,0.6461344499977486
35,csma,0.9,1.0,100,19,5,24,24.0,1964.43471919192,1.0,24.0,96.6882435974995,308.0,nan,nan,nan,nan,0,0.0,0.4448331539289559
36,csma,0.9,0.97,97,12,5,21,21.0,1820.980145833334,1.0,21.0,109.93015291494106,313.0,nan,nan,nan,nan,0,0.0,0.5820238260788949
37,csma,0.9,0.96,96,7,7,21,21.0,1801.837418947369,1.0,21.0,109.08876163206872,312.0,nan,nan,nan,nan,0,0.0,0.7218620819240887
38,csma,0.9,1.0,100,9,6,17,17.0,1571.09932929293,1.0,17.0,139.13576158940398,405.0,nan,nan,nan,nan,0,0.0,0.6781944756344038
39,csma,0.9,1.0,100,11,6,19,19.0,1685.257147474748,1.0,19.0,112.12661835355426,311.0,nan,nan,nan,nan,0,0.0,0.5489205739060474
40,csma,0.9,1.0,100,11,7,18,18.0,1628.121155555556,1.0,18.0,125.34707214493692,316.0,nan,nan,nan,nan,0,0.0,0.6928318465055812
41,csma,0.9,1.0,100,10,5,19,19.0,1684.5452606060612,1.0,19.0,117.43286819463523,314.0,nan,nan,nan,nan,0,0.0,0.6207252490799748
42,csma,0.9,1.0,100,8,6,17,17.0,1565.1841050505057,1.0,17.0,137.83334410339256,407.0,nan,nan,nan,nan,0,0.0,0.6953181164629763
43,csma,0.9,0.96,96,9,6,20,20.0,1739.1185010526322,1.0,20.0,103.94953871959743,315.0,nan,nan,nan,nan,0,0.0,0.6708552138034508
44,csma,0.9,1.0,100,11,5,19,19.0,1698.5152686868691,1.0,19.0,105.48222118525432,310.2999999999993,nan,nan,nan,nan,0,0.0,0.4793111160814136
45,csma,0.9,1.0,100,10,6,17,17.0,1558.5361090909096,1.0,17.0,126.16383803287451,317.0,nan,nan,nan,nan,0,0.0,0.6716330835165821
46,csma,0.9,0.99,99,10,6,19,19.0,1688.0142979591842,1.0,19.0,116.13543254888963,313.0,nan,nan,nan,nan,0,0.0,0.6829809390138996
47,csma,0.9,1.0,100,16,5,19,19.0,1689.8951232323236,1.0,19.0,121.99300131859215,316.0,nan,nan,nan,nan,0,0.0,0.4433202931786501
48,csma,0.9,0.99,99,13,6,18,18.0,1630.0004000000008,1.0,18.0,125.01062801932368,318.0,nan,nan,nan,nan,0,0.0,0.47316448751942947
49,csma,0.9,1.0,100,13,5,18,18.0,1618.7279919191922,1.0,18.0,124.7018410041841,316.5499999999993,nan,nan,nan,nan,0,0.0,0.5369338605319913
0,csma,1.0,0.99,99,9,7,19,19.0,1702.4101755102047,1.0,19.0,132.38170180722892,408.0,nan,nan,nan,nan,0,0.0,0.5420408163265306
1,csma,1.0,1.0,100,8,7,18,18.0,1631.7901696969705,1.0,18.0,137.68944220517488,406.0,nan,nan,nan,nan,0,0.0,0.6214949494949495
2,csma,1.0,1.0,100,11,8,20,20.0,1762.2835555555562,1.0,20.0,132.24336917562724,403.0,nan,nan,nan,nan,0,0.0,0.5636363636363636
3,csma,1.0,0.99,99,11,6,18,18.0,1639.2309020408168,1.0,18.0,122.64309334134977,316.0,nan,nan,nan,nan,0,0.0,0.5431020408163265
4,csma,1.0,1.0,100,9,8,19,19.0,1695.5614141414146,1.0,19.0,129.60899374873966,404.0,nan,nan,nan,nan,0,0.0,0.6010909090909091
5,csma,1.0,0.97,97,12,6,19,19.0,1692.0535500000008,1.0,19.0,122.60493448777872,318.0,nan,nan,nan,nan,0,0.0,0.5437916666666667
6,csma,1.0,1.0,100,9,6,21,21.0,1815.3879151515157,1.0,21.0,100.91390122811602,312.0,nan,nan,nan,nan,0,0.0,0.6185050505050506
7,csma,1.0,1.0,100,13,7,18,18.0,1636.32852929293,1.0,18.0,140.9835231193927,409.0,nan,nan,nan,nan,0,0.0,0.46836363636363637
8,csma,1.0,1.0,100,15,6,22,22.0,1875.7574181818186,1.0,22.0,111.42864753786438,314.0,nan,nan,nan,nan,0,0.0,0.5308686868686868
9,csma,1.0,1.0,100,13,5,21,21.0,1816.8445616161623,1.0,21.0,117.87186101206282,317.0,nan,nan,nan,nan,0,0.0,0.5325656565656566
10,csma,1.0,1.0,100,9,6,22,22.0,1869.1133373737382,1.0,22.0,94.46450459652706,310.0,nan,nan,nan,nan,0,0.0,0.6328888888888888
11,csma,1.0,1.0,100,12,6,22,22.0,1873.973652525253,1.0,22.0,107.22945115546219,314.0,nan,nan,nan,nan,0,0.0,0.6154343434343434
12,csma,1.0,1.0,100,11,8,19,19.0,1691.1189373737377,1.0,19.0,120.11323599428663,317.0,nan,nan,nan,nan,0,0.0,0.5091717171717172
13,csma,1.0,1.0,100,12,8,18,18.0,1641.3835636363642,1.0,18.0,145.19089026915114,412.0,nan,nan,nan,nan,0,0.0,0.3903030303030303
14,csma,1.0,1.0,100,10,5,18,18.0,1638.0588000000002,1.0,18.0,122.95798626333479,318.0,nan,nan,nan,nan,0,0.0,0.552969696969697
15,csma,1.0,1.0,100,12,5,18,18.0,1635.0175757575762,1.0,18.0,123.13004601093844,315.0,nan,nan,nan,nan,0,0.0,0.4654141414141414
16,csma,1.0,0.82,82,10,6,20,20.0,1761.3435753086428,1.0,20.0,114.5506220666021,318.0,nan,nan,nan,nan,0,0.0,0.6628641975308642
17,csma,1.0,0.97,97,11,6,20,20.0,1754.8631541666673,1.0,20.0,109.27182491253762,314.0,nan,nan,nan,nan,0,0.0,0.512125
18,csma,1.0,1.0,100,12,5,20,20.0,1759.4999515151521,1.0,20.0,110.68172714892253,312.0,nan,nan,nan,nan,0,0.0,0.5043636363636363
19,csma,1.0,1.0,100,10,5,19,19.0,1699.813264646465,1.0,19.0,124.59626830736308,318.0,nan,nan,nan,nan,0,0.0,0.6041616161616161
20,csma,1.0,1.0,100,9,6,18,18.0,1640.6230949494955,1.0,18.0,127.36019906536384,318.0,nan,nan,nan,nan,0,0.0,0.6657373737373737
21,csma,1.0,1.0,100,8,8,18,18.0,1641.7908686868693,1.0,18.0,133.00494901914018,406.0,nan,nan,nan,nan,0,0.0,0.6776161616161616
22,csma,1.0,0.97,97,10,5,17,17.0,1583.227970833334,1.0,17.0,139.5994524385585,405.0,nan,nan,nan,nan,0,0.0,0.6544166666666666
23,csma,1.0,0.97,97,7,7,19,19.0,1703.2903916666673,1.0,19.0,122.83734643734644,316.0,nan,nan,nan,nan,0,0.0,0.6783333333333333
24,csma,1.0,1.0,100,10,6,18,18.0,1644.354145454546,1.0,18.0,131.38939750092788,318.0,nan,nan,nan,nan,0,0.0,0.6531717171717172
25,csma,1.0,0.99,99,11,5,18,18.0,1642.4713265306125,1.0,18.0,132.78485940879597,402.0,nan,nan,nan,nan,0,0.0,0.5661224489795919
26,csma,1.0,1.0,100,10,5,20,20.0,1758.9784969696975,1.0,20.0,119.20266878055226,317.0,nan,nan,nan,nan,0,0.0,0.6116363636363636
27,csma,1.0,1.0,100,12,6,19,19.0,1686.7774141414147,1.0,19.0,123.38181367690783,316.0,nan,nan,nan,nan,0,0.0,0.4892121212121212
28,csma,1.0,1.0,100,13,5,18,18.0,1640.0796767676773,1.0,18.0,134.39242174629325,405.0,nan,nan,nan,nan,0,0.0,0.4905050505050505
29,csma,1.0,1.0,100,9,5,18,18.0,1635.2041979797984,1.0,18.0,127.4418079824618,316.0,nan,nan,nan,nan,0,0.0,0.6266262626262626
30,csma,1.0,0.93,93,11,6,19,19.0,1702.3230913043483,1.0,19.0,118.23071123397838,315.0,nan,nan,nan,nan,0,0.0,0.692
31,csma,1.0,1.0,100,9,6,17,17.0,1571.226141414142,1.0,17.0,140.03712131986916,409.0,nan,nan,nan,nan,0,0.0,0.5681616161616162
32,csma,1.0,1.0,100,10,6,20,20.0,1757.7900606060614,1.0,20.0,114.01976760663172,315.0,nan,nan,nan,nan,0,0.0,0.5702626262626262
33,csma,1.0,1.0,100,12,6,19,19.0,1708.1841858585865,1.0,19.0,113.6825208913649,314.0,nan,nan,nan,nan,0,0.0,0.5802020202020202
34,csma,1.0,1.0,100,8,6,18,18.0,1627.9572686868692,1.0,18.0,128.81594350426263,318.0,nan,nan,nan,nan,0,0.0,0.6350707070707071
35,csma,1.0,1.0,100,19,5,24,24.0,1978.1728686868694,1.0,24.0,95.33683487139211,307.0,nan,nan,nan,nan,0,0.0,0.41155555555555556
36,csma,1.0,0.97,97,12,5,21,21.0,1833.9742666666673,1.0,21.0,109.45243044451551,313.0,nan,nan,nan,nan,0,0.0,0.5211666666666667
37,csma,1.0,0.96,96,7,7,21,21.0,1816.2943368421058,1.0,21.0,115.54498634896997,316.0,nan,nan,nan,nan,0,0.0,0.6785684210526316
38,csma,1.0,1.0,100,9,6,17,17.0,1579.9170828282834,1.0,17.0,148.30238109812083,411.0,nan,nan,nan,nan,0,0.0,0.660080808080808
39,csma,1.0,1.0,100,11,6,19,19.0,1696.5475515151522,1.0,19.0,118.50501697472652,313.0,nan,nan,nan,nan,0,0.0,0.5355555555555556
40,csma,1.0,1.0,100,11,7,18,18.0,1634.7477131313135,1.0,18.0,136.87064767470173,404.0,nan,nan,nan,nan,0,0.0,0.6637575757575758
41,csma,1.0,1.0,100,10,5,19,19.0,1693.5335838383844,1.0,19.0,125.68891142663962,317.0,nan,nan,nan,nan,0,0.0,0.5975757575757575
42,csma,1.0,1.0,100,8,6,17,17.0,1574.9094303030308,1.0,17.0,144.99354763022055,409.0,nan,nan,nan,nan,0,0.0,0.6888080808080808
43,csma,1.0,0.96,96,9,6,20,20.0,1749.1048589473692,1.0,20.0,112.42827161329632,315.0,nan,nan,nan,nan,0,0.0,0.6219368421052631
44,csma,1.0,1.0,100,11,5,19,19.0,1708.5381616161621,1.0,19.0,113.24230472434193,315.0,nan,nan,nan,nan,0,0.0,0.4712323232323232
45,csma,1.0,1.0,100,10,6,17,17.0,1570.0578343434347,1.0,17.0,130.11759106485596,404.0,nan,nan,nan,nan,0,0.0,0.6366868686868686
46,csma,1.0,0.99,99,10,6,19,19.0,1699.9384938775515,1.0,19.0,121.50730701594809,314.0,nan,nan,nan,nan,0,0.0,0.6731020408163265
47,csma,1.0,1.0,100,16,5,19,19.0,1701.63814949495,1.0,19.0,130.6597188560349,319.0,nan,nan,nan,nan,0,0.0,0.4167676767676768
48,csma,1.0,0.99,99,13,6,18,18.0,1642.8345387755105,1.0,18.0,131.39180400890868,407.0,nan,nan,nan,nan,0,0.0,0.45816326530612245
49,csma,1.0,1.0,100,13,5,18,18.0,1630.515337373738,1.0,18.0,135.12054263565892,407.0,nan,nan,nan,nan,0,0.0,0.5212121212121212
