net,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
18,csma,0.15,1.0,100,12,5,20,20.0,1494.5363030303033,1.0,20.0,19.022443890274314,106.0,nan,nan,nan,nan,0,0.0,0.8736383442265795
19,csma,0.15,1.0,100,10,5,19,19.0,1448.0975151515154,1.0,19.0,20.34069303894511,108.0,nan,nan,nan,nan,0,0.0,0.8856599674090169
20,csma,0.15,1.0,100,9,6,18,18.0,1407.4876121212124,1.0,18.0,21.560996563573884,109.0,nan,nan,nan,nan,0,0.0,0.9356913183279743
21,csma,0.15,1.0,100,8,8,18,18.0,1408.5383595959597,1.0,18.0,27.113136574074073,111.0,nan,nan,nan,nan,0,0.0,0.9292820650712557
22,csma,0.15,0.97,97,10,5,17,17.0,1362.3980250000002,1.0,17.0,29.425619834710744,112.0,nan,nan,nan,nan,0,0.0,0.9186550976138829
23,csma,0.15,0.97,97,7,7,19,19.0,1461.7949416666668,1.0,19.0,24.101734783887093,109.0,nan,nan,nan,nan,0,0.0,0.9415836101882613
24,csma,0.15,1.0,100,10,6,18,18.0,1409.7908686868689,1.0,18.0,24.236508404600414,109.0,nan,nan,nan,nan,0,0.0,0.9091152815013405
25,csma,0.15,0.99,99,11,5,18,18.0,1410.2443102040818,1.0,18.0,22.28759571209801,109.0,nan,nan,nan,nan,0,0.0,0.8610232067510548
26,csma,0.15,1.0,100,10,5,20,20.0,1498.712363636364,1.0,20.0,19.674610179464548,106.0,nan,nan,nan,nan,0,0.0,0.9332784184514004
27,csma,0.15,1.0,100,12,6,19,19.0,1448.4139959595961,1.0,19.0,19.756580984825025,107.0,nan,nan,nan,nan,0,0.0,0.8712898003237992
28,csma,0.15,1.0,100,13,5,18,18.0,1407.2556282828284,1.0,18.0,24.311023622047244,111.0,nan,nan,nan,nan,0,0.0,0.8786588610963278
29,csma,0.15,1.0,100,9,5,18,18.0,1401.7498666666668,1.0,18.0,23.39853524565151,110.0,nan,nan,nan,nan,0,0.0,0.8953551912568306
30,csma,0.15,0.93,93,11,6,19,19.0,1450.1634434782611,1.0,19.0,18.418811274509803,104.0,nan,nan,nan,nan,0,0.0,0.9574655324141977
31,csma,0.15,1.0,100,9,6,17,17.0,1355.7564565656567,1.0,17.0,25.996067755595885,111.0,nan,nan,nan,nan,0,0.0,0.9030319584812893
32,csma,0.15,1.0,100,10,6,20,20.0,1499.758161616162,1.0,20.0,19.727029438001786,107.0,nan,nan,nan,nan,0,0.0,0.9086733315320183
33,csma,0.15,1.0,100,12,6,19,19.0,1453.5165454545454,1.0,19.0,22.40223463687151,107.0,nan,nan,nan,nan,0,0.0,0.8691664418667386
34,csma,0.15,1.0,100,8,6,18,18.0,1404.7324808080812,1.0,18.0,21.464608214389745,108.0,nan,nan,nan,nan,0,0.0,0.9248383620689655
35,csma,0.15,1.0,100,19,5,24,24.0,1684.7629979797985,1.0,24.0,14.870801815431165,24.0,nan,nan,nan,nan,0,0.0,0.8973662774911757
36,csma,0.15,0.97,97,12,5,21,21.0,1547.2115833333335,1.0,21.0,15.599029420685472,101.0,nan,nan,nan,nan,0,0.0,0.9191524951212713
37,csma,0.15,0.96,96,7,7,21,21.0,1547.4383115789476,1.0,21.0,19.615750371471027,106.0,nan,nan,nan,nan,0,0.0,0.9470869687587954
38,csma,0.15,1.0,100,9,6,17,17.0,1362.0933050505053,1.0,17.0,26.95769230769231,112.0,nan,nan,nan,nan,0,0.0,0.9182287421896224
39,csma,0.15,1.0,100,11,6,19,19.0,1456.758153535354,1.0,19.0,20.36892602909316,106.0,nan,nan,nan,nan,0,0.0,0.8534072900158478
40,csma,0.15,1.0,100,11,7,18,18.0,1413.1428686868687,1.0,18.0,26.66178541255984,111.0,nan,nan,nan,nan,0,0.0,0.9386730108379593
41,csma,0.15,1.0,100,10,5,19,19.0,1451.6181292929296,1.0,19.0,19.804482453553526,107.0,nan,nan,nan,nan,0,0.0,0.931337544630596
42,csma,0.15,1.0,100,8,6,17,17.0,1364.6022181818182,1.0,17.0,29.38625997719498,112.0,nan,nan,nan,nan,0,0.0,0.9251054852320675
43,csma,0.15,0.96,96,9,6,20,20.0,1498.311861052632,1.0,20.0,17.794541091781642,104.0,nan,nan,nan,nan,0,0.0,0.9373067191453472
44,csma,0.15,1.0,100,11,5,19,19.0,1452.9324363636365,1.0,19.0,18.247518411783542,105.0,nan,nan,nan,nan,0,0.0,0.8312483364386478
45,csma,0.15,1.0,100,10,6,17,17.0,1360.7502383838385,1.0,17.0,24.806985847636255,110.0,nan,nan,nan,nan,0,0.0,0.8813694267515924
46,csma,0.15,0.99,99,10,6,19,19.0,1452.4778081632658,1.0,19.0,20.593980343980345,108.0,nan,nan,nan,nan,0,0.0,0.9100055897149245
47,csma,0.15,1.0,100,16,5,19,19.0,1455.8856888888893,1.0,19.0,20.948249619482496,109.0,nan,nan,nan,nan,0,0.0,0.8975409836065574
48,csma,0.15,0.99,99,13,6,18,18.0,1405.2159061224493,1.0,18.0,23.077802476976817,109.59999999999991,nan,nan,nan,nan,0,0.0,0.8701298701298701
49,csma,0.15,1.0,100,13,5,18,18.0,1407.2697252525254,1.0,18.0,24.322811197141156,111.0,nan,nan,nan,nan,0,0.0,0.8985817500668986
0,csma,0.2,0.99,99,9,7,19,19.0,1498.3747265306124,1.0,19.0,31.39366298607777,114.0,nan,nan,nan,nan,0,0.0,0.8394116461817449
1,csma,0.2,1.0,100,8,7,18,18.0,1440.621094949495,1.0,18.0,39.324021067094115,116.0,nan,nan,nan,nan,0,0.0,0.9060165975103734
2,csma,0.2,1.0,100,11,8,20,20.0,1550.3683838383845,1.0,20.0,29.136667434892832,113.0,nan,nan,nan,nan,0,0.0,0.8735655325145963
3,csma,0.2,0.99,99,11,6,18,18.0,1436.0017020408166,1.0,18.0,30.005439005439005,113.0,nan,nan,nan,nan,0,0.0,0.8008711885500933
4,csma,0.2,1.0,100,9,8,19,19.0,1499.4216404040405,1.0,19.0,25.607268464243845,111.0,nan,nan,nan,nan,0,0.0,0.8467341671629939
5,csma,0.2,0.97,97,12,6,19,19.0,1487.8877875000003,1.0,19.0,30.596296296296295,114.0,nan,nan,nan,nan,0,0.0,0.8499475341028332
6,csma,0.2,1.0,100,9,6,21,21.0,1579.7437737373739,1.0,21.0,22.22628392016147,109.0,nan,nan,nan,nan,0,0.0,0.8907311226528166
7,csma,0.2,1.0,100,13,7,18,18.0,1441.4131757575763,1.0,18.0,33.21484841250895,115.0,nan,nan,nan,nan,0,0.0,0.8386386386386386
8,csma,0.2,1.0,100,15,6,22,22.0,1641.7277898989903,1.0,22.0,23.778060046189378,110.0,nan,nan,nan,nan,0,0.0,0.8594680428741565
9,csma,0.2,1.0,100,13,5,21,21.0,1591.061446464647,1.0,21.0,22.98461190314551,111.0,nan,nan,nan,nan,0,0.0,0.8862815884476535
10,csma,0.2,1.0,100,9,6,22,22.0,1627.336375757576,1.0,22.0,20.51037527593819,105.0,nan,nan,nan,nan,0,0.0,0.9149666733993133
11,csma,0.2,1.0,100,12,6,22,22.0,1636.7368363636367,1.0,22.0,24.01601985559567,109.0,nan,nan,nan,nan,0,0.0,0.8876426997796916
12,csma,0.2,1.0,100,11,8,19,19.0,1487.7821090909094,1.0,19.0,25.18992055610725,112.0,nan,nan,nan,nan,0,0.0,0.8122605363984674
13,csma,0.2,1.0,100,12,8,18,18.0,1448.1481010101013,1.0,18.0,36.127706154220384,115.0,nan,nan,nan,nan,0,0.0,0.8483285183656624
14,csma,0.2,1.0,100,10,5,18,18.0,1440.0894222222225,1.0,18.0,31.756668344237543,114.0,nan,nan,nan,nan,0,0.0,0.8018563357546409
15,csma,0.2,1.0,100,12,5,18,18.0,1435.0431434343436,1.0,18.0,32.54896972780463,115.0,nan,nan,nan,nan,0,0.0,0.7787242472266244
16,csma,0.2,0.82,82,10,6,20,20.0,1536.6951308641978,1.0,20.0,24.05254901960784,109.0,nan,nan,nan,nan,0,0.0,0.94607964382884
17,csma,0.2,0.97,97,11,6,20,20.0,1543.028104166667,1.0,20.0,25.27279853671283,111.0,nan,nan,nan,nan,0,0.0,0.8041605379281361
18,csma,0.2,1.0,100,12,5,20,20.0,1528.4695919191922,1.0,20.0,25.08128593831678,110.0,nan,nan,nan,nan,0,0.0,0.7909861484391152
19,csma,0.2,1.0,100,10,5,19,19.0,1486.9511313131313,1.0,19.0,28.128042843232716,111.0,nan,nan,nan,nan,0,0.0,0.8166998011928429
20,csma,0.2,1.0,100,9,6,18,18.0,1443.3000525252528,1.0,18.0,33.38084779266418,114.0,nan,nan,nan,nan,0,0.0,0.9109643857543017
21,csma,0.2,1.0,100,8,8,18,18.0,1442.350884848485,1.0,18.0,35.252633989922124,114.0,nan,nan,nan,nan,0,0.0,0.8863174989849777
22,csma,0.2,0.97,97,10,5,17,17.0,1393.1448000000003,1.0,17.0,36.60298229263746,115.0,nan,nan,nan,nan,0,0.0,0.893050353724511
23,csma,0.2,0.97,97,7,7,19,19.0,1499.3113375,1.0,19.0,34.945380063723256,115.0,nan,nan,nan,nan,0,0.0,0.9037433155080213
24,csma,0.2,1.0,100,10,6,18,18.0,1445.7491030303033,1.0,18.0,33.233278955954326,113.0,nan,nan,nan,nan,0,0.0,0.8645980253878702
25,csma,0.2,0.99,99,11,5,18,18.0,1442.3698040816328,1.0,18.0,34.98909541511772,114.0,nan,nan,nan,nan,0,0.0,0.813508064516129
26,csma,0.2,1.0,100,10,5,20,20.0,1537.9287555555557,1.0,20.0,27.905272981801215,113.0,nan,nan,nan,nan,0,0.0,0.8681385456755114
27,csma,0.2,1.0,100,12,6,19,19.0,1485.8883151515154,1.0,19.0,32.29910606426673,114.0,nan,nan,nan,nan,0,0.0,0.8144431326249508
28,csma,0.2,1.0,100,13,5,18,18.0,1440.293684848485,1.0,18.0,32.93755980861244,115.0,nan,nan,nan,nan,0,0.0,0.8370044052863436
29,csma,0.2,1.0,100,9,5,18,18.0,1434.349672727273,1.0,18.0,34.54995054401583,114.0,nan,nan,nan,nan,0,0.0,0.8353645940921297
30,csma,0.2,0.93,93,11,6,19,19.0,1484.020791304348,1.0,19.0,25.75753977677511,112.0,nan,nan,nan,nan,0,0.0,0.929785824685361
31,csma,0.2,1.0,100,9,6,17,17.0,1389.873987878788,1.0,17.0,40.157967032967036,116.0,nan,nan,nan,nan,0,0.0,0.8744744744744745
32,csma,0.2,1.0,100,10,6,20,20.0,1538.7296242424245,1.0,20.0,26.826588235294118,113.0,nan,nan,nan,nan,0,0.0,0.8634701340918326
33,csma,0.2,1.0,100,12,6,19,19.0,1491.4939959595965,1.0,19.0,32.724964063248684,115.0,nan,nan,nan,nan,0,0.0,0.8437436830402264
34,csma,0.2,1.0,100,8,6,18,18.0,1440.3061616161617,1.0,18.0,33.797624486066695,115.0,nan,nan,nan,nan,0,0.0,0.8911052310197435
35,csma,0.2,1.0,100,19,5,24,24.0,1729.4696565656568,1.0,24.0,20.531820424272322,105.34999999999991,nan,nan,nan,nan,0,0.0,0.8273469387755102
36,csma,0.2,0.97,97,12,5,21,21.0,1589.475291666667,1.0,21.0,24.490829894543786,110.0,nan,nan,nan,nan,0,0.0,0.8975308641975308
37,csma,0.2,0.96,96,7,7,21,21.0,1589.6345010526318,1.0,21.0,27.79423683025664,113.0,nan,nan,nan,nan,0,0.0,0.914368052696583
38,csma,0.2,1.0,100,9,6,17,17.0,1393.7050262626265,1.0,17.0,37.4616796695732,116.0,nan,nan,nan,nan,0,0.0,0.8974464579901154
39,csma,0.2,1.0,100,11,6,19,19.0,1491.2694828282831,1.0,19.0,29.73235220753305,114.0,nan,nan,nan,nan,0,0.0,0.8043739967897271
40,csma,0.2,1.0,100,11,7,18,18.0,1444.8711353535357,1.0,18.0,38.06949300699301,116.0,nan,nan,nan,nan,0,0.0,0.9196141479099679
41,csma,0.2,1.0,100,10,5,19,19.0,1486.48458989899,1.0,19.0,29.64421768707483,113.0,nan,nan,nan,nan,0,0.0,0.9011033919084593
42,csma,0.2,1.0,100,8,6,17,17.0,1393.3553131313133,1.0,17.0,41.45339079156271,116.0,nan,nan,nan,nan,0,0.0,0.8923294879579032
43,csma,0.2,0.96,96,9,6,20,20.0,1533.3439410526319,1.0,20.0,23.6531843575419,111.0,nan,nan,nan,nan,0,0.0,0.940718940508724
44,csma,0.2,1.0,100,11,5,19,19.0,1486.411886868687,1.0,19.0,27.151220792859018,113.0,nan,nan,nan,nan,0,0.0,0.7795742939009415
45,csma,0.2,1.0,100,10,6,17,17.0,1388.9371191919195,1.0,17.0,35.87556399905011,115.0,nan,nan,nan,nan,0,0.0,0.8517394822006472
46,csma,0.2,0.99,99,10,6,19,19.0,1489.9509387755106,1.0,19.0,30.53062645011601,113.0,nan,nan,nan,nan,0,0.0,0.8938199917046868
47,csma,0.2,1.0,100,16,5,19,19.0,1490.2796444444448,1.0,19.0,33.83067016455998,114.0,nan,nan,nan,nan,0,0.0,0.8487854251012146
48,csma,0.2,0.99,99,13,6,18,18.0,1440.6477102040822,1.0,18.0,32.62630639816467,114.0,nan,nan,nan,nan,0,0.0,0.8118791390728477
49,csma,0.2,1.0,100,13,5,18,18.0,1435.6980888888893,1.0,18.0,31.04260953298026,114.0,nan,nan,nan,nan,0,0.0,0.8517531269222883
0,csma,0.3,0.99,99,9,7,19,19.0,1550.1849020408167,1.0,19.0,46.24572536576767,119.0,nan,nan,nan,nan,0,0.0,0.7763788148350896
1,csma,0.3,1.0,100,8,7,18,18.0,1492.6114101010105,1.0,18.0,57.72040177836325,205.0,nan,nan,nan,nan,0,0.0,0.8318038624845911
2,csma,0.3,1.0,100,11,8,20,20.0,1605.7136525252529,1.0,20.0,48.458529459503325,120.0,nan,nan,nan,nan,0,0.0,0.8348238482384824
3,csma,0.3,0.99,99,11,6,18,18.0,1490.5739755102045,1.0,18.0,49.5806572068708,202.0,nan,nan,nan,nan,0,0.0,0.7305960987586959
4,csma,0.3,1.0,100,9,8,19,19.0,1549.1089010101011,1.0,19.0,41.5611364789447,118.0,nan,nan,nan,nan,0,0.0,0.8059152242060788
5,csma,0.3,0.97,97,12,6,19,19.0,1540.9987625,1.0,19.0,47.33218557448351,203.0,nan,nan,nan,nan,0,0.0,0.7657507632528449
6,csma,0.3,1.0,100,9,6,21,21.0,1631.851353535354,1.0,21.0,34.32308435286542,117.0,nan,nan,nan,nan,0,0.0,0.8401406545847985
7,csma,0.3,1.0,100,13,7,18,18.0,1491.8954101010104,1.0,18.0,52.14018691588785,207.0,nan,nan,nan,nan,0,0.0,0.7445470359962532
8,csma,0.3,1.0,100,15,6,22,22.0,1700.5407555555562,1.0,22.0,37.4657438233748,118.0,nan,nan,nan,nan,0,0.0,0.7670698924731183
9,csma,0.3,1.0,100,13,5,21,21.0,1653.3079393939397,1.0,21.0,42.52290014565464,120.0,nan,nan,nan,nan,0,0.0,0.8190615058324496
10,csma,0.3,1.0,100,9,6,22,22.0,1689.4449050505054,1.0,22.0,34.25065840433772,116.0,nan,nan,nan,nan,0,0.0,0.8556468716861082
11,csma,0.3,1.0,100,12,6,22,22.0,1697.358355555556,1.0,22.0,36.94154870940883,119.0,nan,nan,nan,nan,0,0.0,0.8115961616434654
12,csma,0.3,1.0,100,11,8,19,19.0,1543.1632040404045,1.0,19.0,45.171388101983005,119.0,nan,nan,nan,nan,0,0.0,0.7508641318798192
13,csma,0.3,1.0,100,12,8,18,18.0,1500.5878585858588,1.0,18.0,54.85018382352941,205.0,nan,nan,nan,nan,0,0.0,0.7357316743305383
14,csma,0.3,1.0,100,10,5,18,18.0,1491.5934545454547,1.0,18.0,46.29628913799768,118.0,nan,nan,nan,nan,0,0.0,0.6960850262343603
15,csma,0.3,1.0,100,12,5,18,18.0,1485.3642303030306,1.0,18.0,48.88073217726397,201.0,nan,nan,nan,nan,0,0.0,0.6950582563278425
16,csma,0.3,0.82,82,10,6,20,20.0,1595.4680395061732,1.0,20.0,39.82850779510022,118.64999999999964,nan,nan,nan,nan,0,0.0,0.8874979410311316
17,csma,0.3,0.97,97,11,6,20,20.0,1599.0543458333336,1.0,20.0,42.82165958233229,119.0,nan,nan,nan,nan,0,0.0,0.7641576048580709
18,csma,0.3,1.0,100,12,5,20,20.0,1589.2020121212124,1.0,20.0,40.40127627627628,118.0,nan,nan,nan,nan,0,0.0,0.7175757575757575
19,csma,0.3,1.0,100,10,5,19,19.0,1539.5969454545457,1.0,19.0,47.73560257589696,119.0,nan,nan,nan,nan,0,0.0,0.7284546307465487
20,csma,0.3,1.0,100,9,6,18,18.0,1489.2770868686873,1.0,18.0,52.17746387400552,205.0,nan,nan,nan,nan,0,0.0,0.8396728016359918
21,csma,0.3,1.0,100,8,8,18,18.0,1494.6452282828288,1.0,18.0,55.704899598393574,206.0,nan,nan,nan,nan,0,0.0,0.8318856073767206
22,csma,0.3,0.97,97,10,5,17,17.0,1445.1816625000006,1.0,17.0,57.916948008102636,206.0,nan,nan,nan,nan,0,0.0,0.8226635189557006
23,csma,0.3,0.97,97,7,7,19,19.0,1551.327145833334,1.0,19.0,52.89601949634444,204.0,nan,nan,nan,nan,0,0.0,0.8641022041274744
24,csma,0.3,1.0,100,10,6,18,18.0,1496.3874747474752,1.0,18.0,51.27860276746541,204.0,nan,nan,nan,nan,0,0.0,0.801894451962111
25,csma,0.3,0.99,99,11,5,18,18.0,1496.2465061224493,1.0,18.0,51.82462686567164,204.0,nan,nan,nan,nan,0,0.0,0.7294501905280348
26,csma,0.3,1.0,100,10,5,20,20.0,1595.3722909090911,1.0,20.0,48.350857327725656,201.0,nan,nan,nan,nan,0,0.0,0.8242666666666667
27,csma,0.3,1.0,100,12,6,19,19.0,1536.5765292929298,1.0,19.0,47.08796895213454,201.5,nan,nan,nan,nan,0,0.0,0.7328999051875931
28,csma,0.3,1.0,100,13,5,18,18.0,1490.6792242424247,1.0,18.0,50.94338614918996,205.0,nan,nan,nan,nan,0,0.0,0.7557857911733046
29,csma,0.3,1.0,100,9,5,18,18.0,1487.7836727272731,1.0,18.0,55.60942818243703,206.0,nan,nan,nan,nan,0,0.0,0.7921272580210299
30,csma,0.3,0.93,93,11,6,19,19.0,1544.3957086956525,1.0,19.0,42.65792079207921,118.0,nan,nan,nan,nan,0,0.0,0.8796632312382059
31,csma,0.3,1.0,100,9,6,17,17.0,1430.6151353535354,1.0,17.0,58.30939414567733,209.0,nan,nan,nan,nan,0,0.0,0.8061462477706133
32,csma,0.3,1.0,100,10,6,20,20.0,1595.0755717171721,1.0,20.0,44.73507655255462,120.0,nan,nan,nan,nan,0,0.0,0.7764124482436223
33,csma,0.3,1.0,100,12,6,19,19.0,1548.998965656566,1.0,19.0,48.273501241575026,119.0,nan,nan,nan,nan,0,0.0,0.7559667471171896
34,csma,0.3,1.0,100,8,6,18,18.0,1492.541377777778,1.0,18.0,54.26273758185593,204.0,nan,nan,nan,nan,0,0.0,0.8360261717185204
35,csma,0.3,1.0,100,19,5,24,24.0,1795.2390303030306,1.0,24.0,35.220537428023036,119.0,nan,nan,nan,nan,0,0.0,0.7072078186507398
36,csma,0.3,0.97,97,12,5,21,21.0,1649.4031083333339,1.0,21.0,38.70277296360485,117.0,nan,nan,nan,nan,0,0.0,0.8013888888888889
37,csma,0.3,0.96,96,7,7,21,21.0,1647.655591578948,1.0,21.0,42.89179164650863,120.0,nan,nan,nan,nan,0,0.0,0.8693396887705033
38,csma,0.3,1.0,100,9,6,17,17.0,1444.68995959596,1.0,17.0,63.102168674698795,210.0,nan,nan,nan,nan,0,0.0,0.8513402625820569
39,csma,0.3,1.0,100,11,6,19,19.0,1544.054181818182,1.0,19.0,47.35328574043566,119.0,nan,nan,nan,nan,0,0.0,0.7306406312692256
40,csma,0.3,1.0,100,11,7,18,18.0,1503.8972282828288,1.0,18.0,64.00995405819296,211.0,nan,nan,nan,nan,0,0.0,0.8631857237276933
41,csma,0.3,1.0,100,10,5,19,19.0,1543.7670383838388,1.0,19.0,48.608047451106124,202.0,nan,nan,nan,nan,0,0.0,0.847439206629534
42,csma,0.3,1.0,100,8,6,17,17.0,1443.1313171717175,1.0,17.0,59.16366179670501,209.0,nan,nan,nan,nan,0,0.0,0.8674666307132264
43,csma,0.3,0.96,96,9,6,20,20.0,1586.7490905263164,1.0,20.0,41.18854183524842,119.0,nan,nan,nan,nan,0,0.0,0.8696692470091485
44,csma,0.3,1.0,100,11,5,19,19.0,1546.876743434344,1.0,19.0,44.36408243375859,119.0,nan,nan,nan,nan,0,0.0,0.6924435988040228
45,csma,0.3,1.0,100,10,6,17,17.0,1439.5290424242428,1.0,17.0,53.655456532705564,205.0,nan,nan,nan,nan,0,0.0,0.7944162436548223
46,csma,0.3,0.99,99,10,6,19,19.0,1546.6727265306124,1.0,19.0,48.277996913050934,119.0,nan,nan,nan,nan,0,0.0,0.7953894420952121
47,csma,0.3,1.0,100,16,5,19,19.0,1544.360537373738,1.0,19.0,49.00574412532637,202.0,nan,nan,nan,nan,0,0.0,0.7766662160335271
48,csma,0.3,0.99,99,13,6,18,18.0,1496.304228571429,1.0,18.0,55.49077771439437,206.0,nan,nan,nan,nan,0,0.0,0.7090467844141837
49,csma,0.3,1.0,100,13,5,18,18.0,1488.6637373737376,1.0,18.0,53.69260504201681,205.0,nan,nan,nan,nan,0,0.0,0.7999462221027158
0,csma,0.4,0.99,99,9,7,19,19.0,1594.9882285714289,1.0,19.0,65.56853932584269,211.0,nan,nan,nan,nan,0,0.0,0.722549218591435
1,csma,0.4,1.0,100,8,7,18,18.0,1526.208250505051,1.0,18.0,78.43741385791255,215.0,nan,nan,nan,nan,0,0.0,0.8113245908305378
2,csma,0.4,1.0,100,11,8,20,20.0,1646.3686383838387,1.0,20.0,64.92416874753582,211.0,nan,nan,nan,nan,0,0.0,0.7712345428745185
3,csma,0.4,0.99,99,11,6,18,18.0,1531.340665306123,1.0,18.0,65.57142857142857,210.0,nan,nan,nan,nan,0,0.0,0.6925971120601994
4,csma,0.4,1.0,100,9,8,19,19.0,1587.6590989898993,1.0,19.0,54.71137254901961,204.0,nan,nan,nan,nan,0,0.0,0.783570623783673
5,csma,0.4,0.97,97,12,6,19,19.0,1579.9870916666673,1.0,19.0,63.557488207547166,212.0,nan,nan,nan,nan,0,0.0,0.7027139009736897
6,csma,0.4,1.0,100,9,6,21,21.0,1684.6374909090914,1.0,21.0,48.54600282304632,202.0,nan,nan,nan,nan,0,0.0,0.7811748195669607
7,csma,0.4,1.0,100,13,7,18,18.0,1526.444064646465,1.0,18.0,70.48085551899491,214.0,nan,nan,nan,nan,0,0.0,0.6765836875126493
8,csma,0.4,1.0,100,15,6,22,22.0,1744.2593939393946,1.0,22.0,52.706610366919044,203.0,nan,nan,nan,nan,0,0.0,0.6923387096774194
9,csma,0.4,1.0,100,13,5,21,21.0,1692.6390464646472,1.0,21.0,57.90764494612622,209.0,nan,nan,nan,nan,0,0.0,0.7890688259109312
10,csma,0.4,1.0,100,9,6,22,22.0,1732.018581818182,1.0,22.0,45.102570596429025,121.0,nan,nan,nan,nan,0,0.0,0.7996962025316455
11,csma,0.4,1.0,100,12,6,22,22.0,1743.5470989898993,1.0,22.0,55.18619165258094,206.0,nan,nan,nan,nan,0,0.0,0.7679480778831752
12,csma,0.4,1.0,100,11,8,19,19.0,1579.482553535354,1.0,19.0,57.26901565995526,208.0,nan,nan,nan,nan,0,0.0,0.7174959871589085
13,csma,0.4,1.0,100,12,8,18,18.0,1537.149866666667,1.0,18.0,72.27310121933304,213.0,nan,nan,nan,nan,0,0.0,0.6980822479745667
14,csma,0.4,1.0,100,10,5,18,18.0,1529.6457131313136,1.0,18.0,64.2716386236168,212.0,nan,nan,nan,nan,0,0.0,0.6650201612903226
15,csma,0.4,1.0,100,12,5,18,18.0,1523.6002545454548,1.0,18.0,67.77373737373738,211.0,nan,nan,nan,nan,0,0.0,0.6466686765149231
16,csma,0.4,0.82,82,10,6,20,20.0,1637.8630864197537,1.0,20.0,56.310538439389575,208.0,nan,nan,nan,nan,0,0.0,0.8480039067268954
17,csma,0.4,0.97,97,11,6,20,20.0,1644.5982625000006,1.0,20.0,61.58846153846154,208.04999999999927,nan,nan,nan,nan,0,0.0,0.6704486848891181
18,csma,0.4,1.0,100,12,5,20,20.0,1633.5727919191922,1.0,20.0,51.18802206461781,202.0,nan,nan,nan,nan,0,0.0,0.649171270718232
19,csma,0.4,1.0,100,10,5,19,19.0,1579.2221010101016,1.0,19.0,62.018166335509505,209.0,nan,nan,nan,nan,0,0.0,0.7116452883547116
20,csma,0.4,1.0,100,9,6,18,18.0,1526.791454545455,1.0,18.0,65.00716981132075,210.0,nan,nan,nan,nan,0,0.0,0.8069427527405603
21,csma,0.4,1.0,100,8,8,18,18.0,1534.0546424242427,1.0,18.0,71.37635367562747,212.0,nan,nan,nan,nan,0,0.0,0.7875777643989564
22,csma,0.4,0.97,97,10,5,17,17.0,1480.4428750000004,1.0,17.0,75.66895640686921,215.0,nan,nan,nan,nan,0,0.0,0.7810565414775072
23,csma,0.4,0.97,97,7,7,19,19.0,1592.2483250000005,1.0,19.0,70.77521793275218,212.0,nan,nan,nan,nan,0,0.0,0.8386422976501305
24,csma,0.4,1.0,100,10,6,18,18.0,1534.951050505051,1.0,18.0,66.98408201807635,210.0,nan,nan,nan,nan,0,0.0,0.7568147013782542
25,csma,0.4,0.99,99,11,5,18,18.0,1536.7679142857148,1.0,18.0,65.01915144372423,210.0,nan,nan,nan,nan,0,0.0,0.6935731071829978
26,csma,0.4,1.0,100,10,5,20,20.0,1637.8996121212128,1.0,20.0,61.61397692613712,209.0,nan,nan,nan,nan,0,0.0,0.7581180255353372
27,csma,0.4,1.0,100,12,6,19,19.0,1572.9757616161621,1.0,19.0,66.5553242117787,211.0,nan,nan,nan,nan,0,0.0,0.6854929146702008
28,csma,0.4,1.0,100,13,5,18,18.0,1529.8352606060612,1.0,18.0,68.42910225921521,210.0,nan,nan,nan,nan,0,0.0,0.6822145609409856
29,csma,0.4,1.0,100,9,5,18,18.0,1524.6074828282833,1.0,18.0,68.18094218415418,211.0,nan,nan,nan,nan,0,0.0,0.7564284268070459
30,csma,0.4,0.93,93,11,6,19,19.0,1586.093321739131,1.0,19.0,60.6559003051882,207.0,nan,nan,nan,nan,0,0.0,0.8582342027720179
31,csma,0.4,1.0,100,9,6,17,17.0,1466.7261090909094,1.0,17.0,76.5882434493276,216.0,nan,nan,nan,nan,0,0.0,0.7363961204696273
32,csma,0.4,1.0,100,10,6,20,20.0,1635.2040363636368,1.0,20.0,56.52684475006612,209.0,nan,nan,nan,nan,0,0.0,0.7721842132135198
33,csma,0.4,1.0,100,12,6,19,19.0,1589.904666666667,1.0,19.0,63.89777714852046,209.0,nan,nan,nan,nan,0,0.0,0.7156753470463066
34,csma,0.4,1.0,100,8,6,18,18.0,1528.19915959596,1.0,18.0,69.81522155535691,213.0,nan,nan,nan,nan,0,0.0,0.7871934057096904
35,csma,0.4,1.0,100,19,5,24,24.0,1844.2266828282834,1.0,24.0,49.09744855967078,124.0,nan,nan,nan,nan,0,0.0,0.6117208740308127
36,csma,0.4,0.97,97,12,5,21,21.0,1699.9932916666671,1.0,21.0,54.16235612728504,204.0,nan,nan,nan,nan,0,0.0,0.7625193598347961
37,csma,0.4,0.96,96,7,7,21,21.0,1694.3531536842113,1.0,21.0,58.579040627768634,209.0,nan,nan,nan,nan,0,0.0,0.8207125792043212
38,csma,0.4,1.0,100,9,6,17,17.0,1483.2852404040407,1.0,17.0,76.88687898089172,214.0,nan,nan,nan,nan,0,0.0,0.7926090468497576
39,csma,0.4,1.0,100,11,6,19,19.0,1586.4983111111117,1.0,19.0,60.4195107218363,210.0,nan,nan,nan,nan,0,0.0,0.6592990840302668
