net,burst,scheme,p,reachable,nodes,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
20,20,bsps_ack,0.2,1.0,100,18,14.208,589.4361373737376,0.06634242443039234,0.9420202020202021,13.751757469244287,16.0,35.5,67.988,0.49654963221354365,0.9719161038037682,0,0.0210896309314587,1.0
21,20,bsps_ack,0.2,1.0,100,18,14.232,592.4647151515152,0.07242720569191156,1.0292121212121215,14.643516737206618,16.0,31.912,69.572,0.49634749823266044,0.973998164576323,0,0.01904578684109273,1.0
22,20,bsps_ack,0.2,0.97,97,17,14.288,590.8766041666668,0.06925725368381618,0.9894166666666666,14.206855791962175,15.0,32.716,67.096,0.4959525526969624,0.9747374396820891,0,0.02029156816390859,1.0
23,20,bsps_ack,0.2,0.97,97,19,15.528,592.9973125,0.06780298661159245,1.0512916666666665,15.606130589964309,18.0,30.812,68.448,0.49581499697989473,0.97595697564062,0,0.01868570228847365,1.0
24,20,bsps_ack,0.2,1.0,100,18,14.532,590.3936848484849,0.06738374650041316,0.9764444444444444,14.491379310344827,16.0,33.372,68.144,0.4967252396166134,0.9724832214765101,0,0.022198275862068965,1.0
25,20,bsps_ack,0.2,0.99,99,18,15.24,589.983718367347,0.06431826148041633,0.9789387755102041,13.87679788039364,16.0,33.668,69.248,0.4964482400830074,0.9751629928593605,0,0.01703255109765329,1.0
26,20,bsps_ack,0.2,1.0,100,20,16.204,588.4089858585859,0.05783196196075453,0.9357575757575758,15.046899661781286,18.0,34.656,68.176,0.4955214068534802,0.9667961850936065,0,0.026606538895152198,1.0
27,20,bsps_ack,0.2,1.0,100,19,14.308,590.1218585858587,0.07009806054511938,1.0003636363636363,12.523170972194833,15.0,32.48,70.76,0.4965741978609626,0.9784824462061155,0,0.017550778939065273,1.0
28,20,bsps_ack,0.2,1.0,100,18,14.524,587.6678060606062,0.062402028472616715,0.9071111111111111,13.4609375,16.0,35.124,67.468,0.4972931757529546,0.9778162911611785,0,0.017233455882352942,1.0
29,20,bsps_ack,0.2,1.0,100,18,15.248,589.9890383838385,0.06412910770156759,0.9787070707070706,14.149102428722282,16.0,34.16,69.588,0.49602230788157137,0.9731763166503108,0,0.02006335797254488,1.0
30,20,bsps_ack,0.2,0.93,93,19,13.672,591.7775217391305,0.07233727309561708,0.9888695652173912,14.872881355932204,15.0,32.088,63.032,0.4963015986638034,0.9738747245829399,0,0.021632471008028547,1.0
31,20,bsps_ack,0.2,1.0,100,17,13.832,590.7857131313132,0.07290650410195866,1.0043636363636363,13.63922344058961,15.899999999999636,32.264,69.744,0.49607982893799,0.9753928253780018,0,0.018335430523099047,1.0
32,20,bsps_ack,0.2,1.0,100,20,15.824,590.1638101010101,0.0629325837370213,0.993979797979798,14.507515127854772,17.0,33.024,70.124,0.49574916153186177,0.9722951297754447,0,0.02147179387077884,1.0
33,20,bsps_ack,0.2,1.0,100,19,15.556,592.5793131313133,0.0679568718500091,1.0564848484848486,14.610522258624012,16.0,31.096,71.12,0.4962680378172168,0.974937343358396,0,0.016958951628444786,1.0
34,20,bsps_ack,0.2,1.0,100,18,14.58,590.3990464646465,0.06702175257897183,0.9774141414141413,13.910584720443875,16.0,33.984,68.784,0.49692844097625766,0.9793500338524035,0,0.01643192488262911,1.0
35,20,bsps_ack,0.2,1.0,100,24,19.3,587.927309090909,0.05073819264850257,0.9744242424242425,16.80785388127854,22.0,31.232,71.492,0.49536824727139317,0.9743053480729011,0,0.0182648401826484,1.0
36,20,bsps_ack,0.2,0.97,97,21,15.948,587.7416666666668,0.05773834571109145,0.91825,15.126619927767155,17.0,33.208,65.48,0.4961809849421692,0.9748786754210677,0,0.020395156150414276,1.0
37,20,bsps_ack,0.2,0.96,96,21,16.436,590.472732631579,0.05831291560846229,0.9567578947368423,15.986425339366516,18.0,34.636,65.46,0.4965880625377904,0.9682466635987115,0,0.02212166918049271,1.0
38,20,bsps_ack,0.2,1.0,100,17,13.652,590.4936161616163,0.07085343916333221,0.9648888888888888,14.051904562578486,15.0,34.832,68.048,0.49660776858271827,0.9731130547457079,0,0.020510673922143157,1.0
39,20,bsps_ack,0.2,1.0,100,19,15.112,590.344387878788,0.06633616292930018,1.0025050505050506,14.15324872134874,16.0,32.692,70.652,0.49565433325055874,0.9725465446513095,0,0.0191324114415609,1.0
40,20,bsps_ack,0.2,1.0,100,18,14.54,591.6713696969698,0.06825865692042163,0.9896969696969697,15.012144870960746,16.0,34.732,68.7,0.49641273679967757,0.9736379613356766,0,0.02038603339839514,1.0
41,20,bsps_ack,0.2,1.0,100,19,14.62,588.2521535353536,0.06220987969250001,0.9077171717171718,14.301213092240788,16.0,35.368,66.376,0.49658469945355194,0.9723796033994334,0,0.022201876859693295,1.0
42,20,bsps_ack,0.2,1.0,100,17,14.496,591.7026747474747,0.06933276168276169,1.0055757575757576,14.16390977443609,16.0,33.28,69.408,0.4963674712913054,0.9753047827446076,0,0.017293233082706767,1.0
43,20,bsps_ack,0.2,0.96,96,20,14.88,590.1542568421053,0.06586618082639754,0.9703157894736841,13.303061434148345,18.0,32.728,66.032,0.4957920607730692,0.9720123145815841,0,0.02177933018286419,1.0
44,20,bsps_ack,0.2,1.0,100,19,15.24,588.8126545454545,0.06175800350702311,0.9364848484848485,14.28151698270473,17.0,35.372,68.42,0.49646182495344504,0.9736585365853658,0,0.01875390706397166,1.0
45,20,bsps_ack,0.2,1.0,100,17,13.748,590.7549656565658,0.0706453985408531,0.9705858585858586,13.87017310252996,15.0,34.372,67.78,0.49695168419448255,0.972550382209868,0,0.020861074123391034,1.0
46,20,bsps_ack,0.2,0.99,99,19,15.508,590.6887714285715,0.06403193681366898,0.9936734693877551,14.940096618357488,18.0,32.764,68.656,0.49632085388534003,0.97446536865624,0,0.01816425120772947,1.0
47,20,bsps_ack,0.2,1.0,100,19,14.988,588.4049252525253,0.06257975252779174,0.9366868686868687,13.93060064935065,16.0,34.044,69.032,0.49665432801822323,0.977404403244496,0,0.017248376623376624,1.0
48,20,bsps_ack,0.2,0.99,99,18,14.784,588.4373346938775,0.06346980098925666,0.9354693877551019,14.066737288135593,17.0,35.08,68.684,0.4961003457425424,0.9732288605941887,0,0.020338983050847456,1.0
49,20,bsps_ack,0.2,1.0,100,18,15.076,589.3036646464648,0.06430777849028622,0.9667474747474748,14.023974527064993,16.0,32.8,69.196,0.4961809417871709,0.9758179231863442,0,0.0174189923206593,1.0
0,50,static,0.2,0.99,99,19,19.0,559.2906530612245,0.06635875402792696,1.260816326530612,15.657595886008142,19.0,63.44,98.0,0.0,1.0,0,0.0,1.0
1,50,static,0.2,1.0,100,18,18.0,564.7687636363637,0.07360942760942761,1.324969696969697,17.05248522766771,18.0,58.828,99.0,0.0,1.0,0,0.0,1.0
2,50,static,0.2,1.0,100,20,20.0,556.4608646464648,0.061094949494949494,1.2218989898989898,17.1295188556567,20.0,66.032,99.0,0.0,1.0,0,0.0,1.0
3,50,static,0.2,0.99,99,18,18.0,559.206787755102,0.06985260770975057,1.2573469387755103,14.432692307692308,18.0,61.78,98.0,0.0,1.0,0,0.0,1.0
4,50,static,0.2,1.0,100,19,19.0,561.976888888889,0.06793407761828814,1.2907474747474748,16.029533372711164,19.0,61.216,99.0,0.0,1.0,0,0.0,1.0
5,50,static,0.2,0.97,97,19,19.0,563.7820916666667,0.06853508771929824,1.3021666666666667,14.578334825425246,19.0,54.992,96.0,0.0,1.0,0,0.0,1.0
6,50,static,0.2,1.0,100,21,21.0,563.2518101010102,0.0626012506012506,1.3146262626262624,16.811918367346937,21.0,59.852,99.0,0.0,1.0,0,0.0,1.0
7,50,static,0.2,1.0,100,18,18.0,553.9944,0.06597081930415263,1.1874747474747476,14.922385997236297,18.0,67.44,99.0,0.0,1.0,0,0.0,1.0
8,50,static,0.2,1.0,100,22,22.0,557.2401656565656,0.055359044995408634,1.2178989898989898,18.126482213438734,22.0,62.428,99.0,0.0,1.0,0,0.0,1.0
9,50,static,0.2,1.0,100,21,21.0,555.0361090909091,0.05716786916786917,1.2005252525252526,17.776043956043956,21.0,67.148,99.0,0.0,1.0,0,0.0,1.0
10,50,static,0.2,1.0,100,22,22.0,560.3540525252525,0.0581267217630854,1.2787878787878788,17.649330181245073,22.0,64.4,99.0,0.0,1.0,0,0.0,1.0
11,50,static,0.2,1.0,100,22,22.0,558.0622262626264,0.05667768595041322,1.246909090909091,18.535353535353536,22.0,64.556,99.0,0.0,1.0,0,0.0,1.0
12,50,static,0.2,1.0,100,19,19.0,558.7063393939394,0.06580542264752791,1.2503030303030305,15.820315834400342,19.0,63.22,99.0,0.0,1.0,0,0.0,1.0
13,50,static,0.2,1.0,100,18,18.0,555.1070464646465,0.06665768799102133,1.199838383838384,15.19628514056225,18.0,67.216,99.0,0.0,1.0,0,0.0,1.0
14,50,static,0.2,1.0,100,18,18.0,564.103995959596,0.07310213243546577,1.3158383838383838,15.418367346938776,18.0,57.732,99.0,0.0,1.0,0,0.0,1.0
15,50,static,0.2,1.0,100,18,18.0,557.0925858585861,0.06806958473625141,1.2252525252525255,16.063074901445468,18.0,64.7,99.0,0.0,1.0,0,0.0,1.0
16,50,static,0.2,0.82,82,20,20.0,558.5005975308643,0.06324197530864197,1.2648395061728392,16.11270220100769,20.0,53.548,81.0,0.0,1.0,0,0.0,1.0
17,50,static,0.2,0.97,97,20,20.0,557.8208500000001,0.061941666666666666,1.2388333333333332,15.522260273972602,20.0,62.072,96.0,0.0,1.0,0,0.0,1.0
18,50,static,0.2,1.0,100,20,20.0,558.5751393939395,0.06231313131313131,1.2462626262626264,15.419984233346472,20.0,62.62,99.0,0.0,1.0,0,0.0,1.0
19,50,static,0.2,1.0,100,19,19.0,556.3328808080809,0.06470600744284956,1.2294141414141415,16.153281321707205,19.0,66.288,99.0,0.0,1.0,0,0.0,1.0
20,50,static,0.2,1.0,100,18,18.0,561.2635393939396,0.07141638608305274,1.2854949494949497,15.083841763432396,18.0,61.736,99.0,0.0,1.0,0,0.0,1.0
21,50,static,0.2,1.0,100,18,18.0,559.7300646464647,0.07087991021324355,1.2758383838383838,14.568306010928962,18.0,64.692,99.0,0.0,1.0,0,0.0,1.0
22,50,static,0.2,0.97,97,17,17.0,558.3926166666668,0.0737843137254902,1.2543333333333333,15.13715651135006,17.0,63.584,96.0,0.0,1.0,0,0.0,1.0
23,50,static,0.2,0.97,97,19,19.0,562.6022375,0.06904605263157895,1.311875,17.7890350877193,19.0,60.06,96.0,0.0,1.0,0,0.0,1.0
24,50,static,0.2,1.0,100,18,18.0,561.3600484848486,0.07219304152637486,1.2994747474747477,14.998292787025182,18.0,62.352,99.0,0.0,1.0,0,0.0,1.0
25,50,static,0.2,0.99,99,18,18.0,558.8143306122449,0.06941723356009069,1.2495102040816328,14.837827042141003,18.0,62.548,98.0,0.0,1.0,0,0.0,1.0
26,50,static,0.2,1.0,100,20,20.0,557.8791636363637,0.06237777777777778,1.2475555555555555,15.961838681699913,20.0,64.492,99.0,0.0,1.0,0,0.0,1.0
27,50,static,0.2,1.0,100,19,19.0,560.8288080808081,0.066896331738437,1.271030303030303,13.889693708609272,19.0,60.168,99.0,0.0,1.0,0,0.0,1.0
28,50,static,0.2,1.0,100,18,18.0,551.6321494949495,0.06436139169472503,1.1585050505050503,15.153927532398836,18.0,70.308,99.0,0.0,1.0,0,0.0,1.0
29,50,static,0.2,1.0,100,18,18.0,561.5373333333333,0.07185634118967452,1.2934141414141416,14.84801719085759,18.0,60.952,99.0,0.0,1.0,0,0.0,1.0
30,50,static,0.2,0.93,93,19,19.0,559.5072260869567,0.06790389016018307,1.2901739130434782,17.368481244281792,19.0,62.304,92.0,0.0,1.0,0,0.0,1.0
31,50,static,0.2,1.0,100,17,17.0,557.3868444444445,0.07315508021390374,1.2436363636363634,15.182921635434413,17.0,65.88,99.0,0.0,1.0,0,0.0,1.0
32,50,static,0.2,1.0,100,20,20.0,555.6643070707071,0.06114747474747475,1.2229494949494952,16.19942748091603,20.0,66.928,99.0,0.0,1.0,0,0.0,1.0
33,50,static,0.2,1.0,100,19,19.0,567.5915474747475,0.07203402445507709,1.3686464646464647,16.46833078621158,19.0,55.504,99.0,0.0,1.0,0,0.0,1.0
34,50,static,0.2,1.0,100,18,18.0,559.1939757575758,0.07040852974186308,1.2673535353535352,15.869069815620469,18.0,64.532,99.0,0.0,1.0,0,0.0,1.0
35,50,static,0.2,1.0,100,24,24.0,554.0585858585857,0.04848484848484849,1.1636363636363636,18.60295844094858,24.0,63.8,99.0,0.0,1.0,0,0.0,1.0
36,50,static,0.2,0.97,97,21,21.0,556.0034666666667,0.05787698412698413,1.2154166666666668,17.576999339061466,21.0,63.32,96.0,0.0,1.0,0,0.0,1.0
37,50,static,0.2,0.96,96,21,21.0,557.1483115789474,0.059183959899749373,1.2428631578947371,17.84560635094443,21.0,64.928,95.0,0.0,1.0,0,0.0,1.0
38,50,static,0.2,1.0,100,17,17.0,559.7469292929294,0.07513487819370172,1.2772929292929294,14.818216463414634,17.0,64.548,99.0,0.0,1.0,0,0.0,1.0
39,50,static,0.2,1.0,100,19,19.0,558.3752242424243,0.06560765550239234,1.2465454545454544,16.364627887082978,19.0,63.592,99.0,0.0,1.0,0,0.0,1.0
40,50,static,0.2,1.0,100,18,18.0,563.3458060606062,0.07329966329966331,1.3193939393939396,16.31843679880329,18.0,61.38,99.0,0.0,1.0,0,0.0,1.0
41,50,static,0.2,1.0,100,19,19.0,556.1390666666667,0.06458904837852207,1.2271919191919192,16.33851803845323,19.0,67.508,99.0,0.0,1.0,0,0.0,1.0
42,50,static,0.2,1.0,100,17,17.0,558.9727474747475,0.07423172905525846,1.261939393939394,14.9789010989011,17.0,65.068,99.0,0.0,1.0,0,0.0,1.0
43,50,static,0.2,0.96,96,20,20.0,560.5756378947369,0.06374736842105264,1.2749473684210524,14.857036207540126,20.0,59.88,95.0,0.0,1.0,0,0.0,1.0
44,50,static,0.2,1.0,100,19,19.0,559.4611595959595,0.06620946305156832,1.257979797979798,16.053058800237576,19.0,62.46,99.0,0.0,1.0,0,0.0,1.0
45,50,static,0.2,1.0,100,17,17.0,563.0392,0.07752822341057636,1.317979797979798,15.24167327517843,17.0,61.52,99.0,0.0,1.0,0,0.0,1.0
46,50,static,0.2,0.99,99,19,19.0,558.3245142857144,0.06627282491944146,1.259183673469388,16.367036011080334,19.0,64.6,98.0,0.0,1.0,0,0.0,1.0
47,50,static,0.2,1.0,100,19,19.0,554.1658303030304,0.06171823498139287,1.1726464646464647,16.428571428571427,19.0,65.908,99.0,0.0,1.0,0,0.0,1.0
48,50,static,0.2,0.99,99,18,18.0,555.9533469387757,0.06717913832199547,1.2092244897959183,14.869382612347753,18.0,64.496,98.0,0.0,1.0,0,0.0,1.0
49,50,static,0.2,1.0,100,18,18.0,552.9282909090911,0.06509988776655444,1.1717979797979798,15.628463177835663,18.0,68.992,99.0,0.0,1.0,0,0.0,1.0
0,50,bsps,0.2,0.99,99,19,16.116,546.9240489795919,0.06044417056638103,0.975591836734694,14.277480179987144,20.0,33.816,68.152,0.49811623246492986,0.9905343511450382,0,0.007928005142489822,1.0
1,50,bsps,0.2,1.0,100,18,14.884,553.3904161616164,0.0715777096187735,1.0627878787878788,14.2957942301008,18.0,31.356,71.292,0.4977264459803565,0.9901659496004918,0,0.007125477928397636,1.0
2,50,bsps,0.2,1.0,100,20,15.852,543.7373575757576,0.0583358197415473,0.9279191919191919,14.286866059817946,19.0,34.9,67.684,0.49856755710414247,0.9901498929336189,0,0.007282184655396619,1.0
3,50,bsps,0.2,0.99,99,18,14.008,546.7121061224491,0.0685706266422653,0.968857142857143,11.695889894419306,16.0,32.192,68.208,0.49846178117851225,0.9906710803490821,0,0.006598793363499246,1.0
4,50,bsps,0.2,1.0,100,19,14.944,549.9537373737373,0.06763072085041782,1.0126464646464646,13.102579247883442,17.0,31.604,69.244,0.49840230691294524,0.9938578531734426,0,0.005316007088009451,1.0
5,50,bsps,0.2,0.97,97,19,15.508,552.5529583333333,0.06726019136540132,1.0430416666666664,12.970098478066248,17.0,28.204,69.02,0.49826374868771706,0.991466252909232,0,0.006624888093106535,1.0
6,50,bsps,0.2,1.0,100,21,16.092,550.8930909090909,0.06442678413968403,1.0294545454545454,13.690448979591837,20.0,31.016,69.952,0.4982693258612164,0.9913844325609031,0,0.00636734693877551,1.0
7,50,bsps,0.2,1.0,100,18,13.816,540.8104888888889,0.06364537158226997,0.8827878787878788,11.632657761400276,16.0,34.796,66.172,0.49862565931208674,0.9910362136966655,0,0.007369875633348687,1.0
8,50,bsps,0.2,1.0,100,22,16.936,545.6344,0.05617587260338456,0.950060606060606,13.888951628082063,19.0,33.472,69.84,0.4982598607888631,0.9905719673161534,0,0.00639939770374553,1.0
9,50,bsps,0.2,1.0,100,21,16.392,542.567591919192,0.056889648958998805,0.9133333333333333,14.054725274725275,21.0,36.028,67.608,0.49819711538461536,0.9873511904761905,0,0.008791208791208791,1.0
10,50,bsps,0.2,1.0,100,22,16.572,548.0704080808081,0.06012505879244786,0.9951919191919192,14.3295902285264,21.0,34.592,69.0,0.4984749455337691,0.9885906040268456,0,0.006698187549251379,1.0
11,50,bsps,0.2,1.0,100,22,16.428,545.4814343434344,0.05828981549734904,0.9561212121212121,14.094907407407407,17.0,34.272,68.548,0.49845729132835337,0.9921482412060302,0,0.006313131313131313,1.0
12,50,bsps,0.2,1.0,100,19,14.276,546.2059636363637,0.0675226232670083,0.9625858585858585,12.505335040546308,17.0,33.212,68.7,0.49753038024304197,0.9868383404864092,0,0.01088348271446863,1.0
13,50,bsps,0.2,1.0,100,18,14.304,542.4702666666667,0.06327828286785506,0.9075555555555557,12.714106425702811,17.0,35.252,66.888,0.49923329682365825,0.9925636007827788,0,0.006275100401606426,1.0
14,50,bsps,0.2,1.0,100,18,14.4,552.4057535353536,0.07251215071322022,1.0462626262626262,12.716125794580128,17.0,29.9,70.932,0.4979314909813007,0.9896733909702209,0,0.008364001338240215,1.0
15,50,bsps,0.2,1.0,100,18,14.252,545.2897373737374,0.06711473141963337,0.9528080808080809,13.002628120893561,17.0,35.54,69.636,0.4980113857911565,0.9884198729921554,0,0.007227332457293035,1.0
16,50,bsps,0.2,0.82,82,20,14.448,544.7291209876545,0.06558364056007102,0.9468641975308641,12.819676478387695,18.0,27.792,55.068,0.498041410184667,0.985207100591716,0,0.00954653937947494,1.0
17,50,bsps,0.2,0.97,97,20,15.504,545.9047833333334,0.06189058629834075,0.9639999999999997,13.036448140900196,18.0,34.328,68.04,0.49822122942003805,0.989485542621104,0,0.007583170254403131,1.0
18,50,bsps,0.2,1.0,100,20,15.948,546.2381898989898,0.05985385687965668,0.9612929292929293,12.4477729601892,17.0,32.812,69.004,0.49875097580015615,0.991156462585034,0,0.0063066614111154905,1.0
19,50,bsps,0.2,1.0,100,19,15.572,543.0921454545455,0.05939451838915203,0.9235555555555556,13.379302432308398,17.0,35.18,67.692,0.4984463812050019,0.9903743315508021,0,0.007572280862781092,1.0
20,50,bsps,0.2,1.0,100,18,13.968,549.3485535353536,0.07228832149892755,1.0103838383838384,12.11198582956111,16.0,33.072,70.148,0.49844979728118294,0.9929845074539608,0,0.0059043495374926196,1.0
21,50,bsps,0.2,1.0,100,18,14.116,546.5278383838385,0.06913307821115308,0.9716767676767677,12.854359705393206,17.0,33.74,67.78,0.4982738780207135,0.987858347386172,0,0.010216203373722975,1.0
22,50,bsps,0.2,0.97,97,17,14.04,545.5840375000001,0.06764636023698523,0.9595,13.26188769414576,16.0,33.956,66.088,0.4981472904122279,0.9868680236375574,0,0.010752688172043012,1.0
23,50,bsps,0.2,0.97,97,19,15.444,550.1730833333335,0.06614233122201872,1.024625,14.837280701754386,18.0,31.812,67.588,0.49842673696742923,0.9923102641257104,0,0.006578947368421052,1.0
24,50,bsps,0.2,1.0,100,18,14.12,548.1801535353537,0.0702010430251072,0.994949494949495,12.28617157490397,15.0,32.248,68.712,0.498545101842871,0.9913682864450127,0,0.007042253521126761,1.0
25,50,bsps,0.2,0.99,99,18,15.196,546.499612244898,0.06352489960686239,0.965469387755102,13.326343119632515,17.0,32.892,68.12,0.49816469837216726,0.9900559353635798,0,0.008188536049530657,1.0
26,50,bsps,0.2,1.0,100,20,16.544,544.9528,0.057019103012188675,0.9494141414141414,13.88594969644406,18.0,34.5,68.764,0.4981901941428101,0.9873417721518988,0,0.00888985255854293,1.0
27,50,bsps,0.2,1.0,100,19,14.076,549.0074707070708,0.0708022307757602,0.9988686868686868,11.742756622516556,16.0,31.596,70.16,0.49795718254616766,0.9874310239117106,0,0.009312913907284769,1.0
28,50,bsps,0.2,1.0,100,18,14.28,538.3012323232323,0.05967078930510303,0.8502222222222222,12.627082782332716,17.0,36.812,65.328,0.4986249819076567,0.9880843263061412,0,0.007934408886537953,1.0
29,50,bsps,0.2,1.0,100,18,15.024,549.1884525252527,0.06690532179908293,1.0086868686868686,12.649736276616526,17.0,32.336,70.152,0.4982764281024294,0.9895629484670581,0,0.007227974213713616,1.0
30,50,bsps,0.2,0.93,93,19,13.356,545.6425086956523,0.07308798642391993,0.9701739130434782,13.274245196706312,16.0,33.288,62.772,0.4981285090455396,0.9880382775119617,0,0.00960658737419945,1.0
31,50,bsps,0.2,1.0,100,17,13.464,544.1495838383839,0.06955794979101575,0.937858585858586,12.22721465076661,16.0,34.556,67.476,0.49846476447240323,0.9897997733282962,0,0.0070272572402044296,1.0
32,50,bsps,0.2,1.0,100,20,15.228,542.2488808080808,0.05989135791586772,0.9134141414141415,12.350190839694656,16.0,35.892,67.724,0.49862135777628736,0.9897562698693041,0,0.007872137404580152,1.0
33,50,bsps,0.2,1.0,100,19,15.78,556.554795959596,0.07084713673361764,1.1139797979797976,13.701986754966887,17.0,30.244,73.548,0.4981527093596059,0.9927872230808862,0,0.005094243504839531,1.0
34,50,bsps,0.2,1.0,100,18,14.492,546.414985858586,0.06694957989129112,0.9726464646464646,13.349906774394034,16.0,34.448,68.684,0.49842041312272173,0.9890772128060263,0,0.00725088046405635,1.0
35,50,bsps,0.2,1.0,100,24,18.488,542.5733535353537,0.04937811693747135,0.8984646464646464,14.73702747123738,23.0,33.688,68.684,0.4981479886295116,0.9882620219613782,0,0.008922282225874618,1.0
36,50,bsps,0.2,0.97,97,21,15.932,543.0859791666668,0.05766296457222831,0.91725,13.58382903723287,18.0,32.956,65.424,0.4978531402372462,0.9891707039042462,0,0.009253139458030404,1.0
37,50,bsps,0.2,0.96,96,21,16.188,544.1144168421054,0.05805414057580751,0.9421052631578948,14.995346290719956,20.0,34.924,64.78,0.49825510382132265,0.9890734265734266,0,0.008486175745962223,1.0
38,50,bsps,0.2,1.0,100,17,14.376,546.929894949495,0.068679464811283,0.9813333333333333,13.050495426829269,17.0,34.504,68.756,0.4983124578114453,0.9914745816229871,0,0.0064786585365853655,1.0
39,50,bsps,0.2,1.0,100,19,14.444,545.607094949495,0.06629759384670258,0.952,12.749572284003422,16.0,32.884,68.06,0.4981684981684982,0.9888701517706576,0,0.009409751924721984,1.0
40,50,bsps,0.2,1.0,100,18,14.26,550.7144202020203,0.07224349386996445,1.027878787878788,13.743829468960358,17.0,31.796,69.2,0.49805929473945,0.9888570518943012,0,0.007853403141361256,1.0
41,50,bsps,0.2,1.0,100,19,14.384,542.5664525252525,0.06359942847092204,0.9132929292929293,12.856124432922877,17.0,35.332,66.656,0.4984083674397453,0.9907341411261582,0,0.006696910779866062,1.0
42,50,bsps,0.2,1.0,100,17,14.18,545.9950383838385,0.06714193848338232,0.9625858585858587,12.97076923076923,16.0,33.996,67.692,0.4981977145486617,0.9895305639986491,0,0.007912087912087912,1.0
43,50,bsps,0.2,0.96,96,20,14.668,548.1674736842106,0.06833850562885596,0.9883368421052632,12.022769690182905,18.0,30.936,65.876,0.49837034791177137,0.9923824533753611,0,0.006532288167226577,1.0
44,50,bsps,0.2,1.0,100,19,15.632,547.5033494949495,0.06272254901960785,0.9820202020202021,13.206493763611165,16.0,33.52,69.852,0.4982854530214128,0.9908202546639029,0,0.006929320926549199,1.0
45,50,bsps,0.2,1.0,100,17,14.156,550.2335232323234,0.07219991204082113,1.0225454545454544,12.831681205392545,16.0,31.78,69.04,0.49819161215852253,0.989018302828619,0,0.007731958762886598,1.0
46,50,bsps,0.2,0.99,99,19,15.604,545.374330612245,0.06153226285308803,0.960408163265306,13.840324495449149,17.0,35.08,68.252,0.49835886214442016,0.9896449704142012,0,0.007716660071230708,1.0
47,50,bsps,0.2,1.0,100,19,14.284,542.3169656565657,0.06284699542551593,0.8990707070707071,12.511474054165806,16.0,34.496,67.396,0.49854372380478795,0.9921121822962313,0,0.006822410585073393,1.0
48,50,bsps,0.2,0.99,99,18,14.536,543.4897836734694,0.06309658614361495,0.9216326530612244,12.535489290214196,17.0,34.128,67.412,0.49835706462212487,0.9893303899926417,0,0.007139857202855943,1.0
49,50,bsps,0.2,1.0,100,18,14.576,540.2057212121211,0.0599223427816307,0.8774949494949495,13.043807719630594,17.0,36.56,66.416,0.4984403799801503,0.9910158949550795,0,0.006867156050201279,1.0
0,50,baps,0.2,0.99,99,19,12.572,529.4970367346939,0.04659433788553015,0.717795918367347,57.987572316263126,119.0,36.244,56.308,0.48027320208919244,0.5394856278366112,0,0.4311120634240411,1.0
1,50,baps,0.2,1.0,100,18,13.768,540.0684282828283,0.058669197020712174,0.8724848484848485,47.03249913103928,118.0,34.46,62.964,0.475626423690205,0.5862595419847328,0,0.31578032672923184,1.0
2,50,baps,0.2,1.0,100,20,14.12,531.1625131313132,0.047201459034792365,0.7511111111111111,53.34148244473342,120.0,39.852,61.14,0.48321054672353625,0.5554140127388535,0,0.3750325097529259,1.0
3,50,baps,0.2,0.99,99,18,12.596,533.6698571428572,0.05524825072886297,0.7760408163265307,46.31353695324284,118.0,33.948,59.008,0.4714804866487597,0.587672052663076,0,0.3354072398190045,1.0
4,50,baps,0.2,1.0,100,19,12.292,529.9851555555556,0.04663018151439204,0.7203232323232324,60.39023429809018,119.0,35.524,56.508,0.4806655730021092,0.5314583937373152,0,0.4494979326639102,1.0
5,50,baps,0.2,0.97,97,19,13.036,533.469075,0.049298532790309095,0.7605833333333334,52.36830796777082,119.0,30.944,56.072,0.47797214123744736,0.531009738595592,0,0.38692927484333034,1.0
6,50,baps,0.2,1.0,100,21,14.728,536.7689858585859,0.051249334616001285,0.828969696969697,49.395102040816326,121.0,35.564,62.316,0.4754233787691037,0.537260677466863,0,0.34008163265306124,1.0
7,50,baps,0.2,1.0,100,18,11.944,526.2505171717172,0.045475020041686715,0.6721212121212121,57.5732381391064,118.0,39.2,57.308,0.4877867143282693,0.5194897236002834,0,0.4336711192998618,1.0
8,50,baps,0.2,1.0,100,22,15.612,530.0203070707071,0.039048382818079784,0.7162828282828283,52.128740824393,121.0,35.552,58.912,0.4725748900506182,0.5536105032822757,0,0.35686053077357427,1.0
9,50,baps,0.2,1.0,100,21,14.224,528.3105494949496,0.04147726471059805,0.7015757575757575,52.0,121.0,38.3,58.44,0.48002107005794264,0.5588343784581336,0,0.35714285714285715,1.0
10,50,baps,0.2,1.0,100,22,15.748,535.292682828283,0.04615020916233037,0.8031919191919191,47.13987391646966,122.0,35.244,59.72,0.4820609853722437,0.5782652043868395,0,0.31599684791174154,1.0
11,50,baps,0.2,1.0,100,22,14.84,529.2338707070708,0.04000114419811389,0.7159595959595958,57.615109427609426,122.0,36.996,57.688,0.4872671060125295,0.5257089435961358,0,0.4038299663299663,1.0
12,50,baps,0.2,1.0,100,19,13.292,532.3006828282828,0.05036292330151979,0.7602020202020203,53.406103286384976,118.0,36.976,60.268,0.48289421942587496,0.5355021216407355,0,0.3879641485275288,1.0
