net,sigma,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
34,14,baps,0.2,1.0,100,11,5,23,15.516,534.4023111111112,0.039042038744937294,0.7673131313131313,60.46043023485297,123.0,29.568,57.016,0.5568190549366117,0.6412607449856733,0,0.42431418985593056,1.0
35,14,baps,0.2,1.0,100,12,5,20,13.5,532.4746787878789,0.04186464646464647,0.736969696969697,60.38209606986899,120.0,29.66,55.56,0.5573579633654144,0.6444487881157154,0,0.4350932909884875,1.0
36,14,baps,0.2,1.0,100,14,5,19,13.0,531.5610303030305,0.04178324599377231,0.7188686868686869,59.359801488833746,119.0,29.416,55.292,0.5546917515354116,0.6439533456108042,0,0.4443755169561621,1.0
37,14,baps,0.2,1.0,100,14,5,24,15.5,531.587094949495,0.033474506974506976,0.7235151515151516,64.05,123.0,29.372,54.5,0.5523615571395003,0.6341561308448725,0,0.46127049180327867,1.0
38,14,baps,0.2,1.0,100,19,4,28,17.124,529.9614626262626,0.030460317460317462,0.6931717171717172,68.35466179159049,127.0,29.628,55.188,0.5541421036301583,0.6366483946750195,0,0.45764777574649607,1.0
39,14,baps,0.2,1.0,100,12,5,23,14.0,532.1548767676768,0.03914800175669741,0.7294949494949495,63.095076739087105,123.0,29.28,55.0,0.5552275904924654,0.6387046429964884,0,0.4498704405022922,1.0
0,14,lt,0.2,0.99,99,16,4,24,18.004,535.0131836734695,0.04250352372664719,0.7830612244897959,53.213685474189674,119.0,32.912,61.288,0.5320372191542476,0.6460897557280818,0,0.3843537414965986,1.0
1,14,lt,0.2,1.0,100,16,5,23,17.244,535.5813858585859,0.04446472418190685,0.7896565656565656,51.21509209744504,119.0,32.776,61.956,0.5262222222222223,0.6544761904761904,0,0.37373737373737376,1.0
2,14,lt,0.2,1.0,100,12,4,22,16.724,537.0919313131315,0.046779399134742036,0.81620202020202,52.23047733173557,120.0,32.42,61.504,0.5338875159140268,0.6555274917427628,0,0.3738765727980827,1.0
3,14,lt,0.2,0.99,99,12,4,22,15.972,537.2427142857143,0.049840460452544234,0.8189795918367347,51.92652077896005,118.0,32.408,61.228,0.5400191326530612,0.6497175141242938,0,0.37321822927123066,1.0
4,14,lt,0.2,1.0,100,14,5,22,15.392,536.4774949494949,0.0516896971296868,0.8094545454545454,49.4876807167583,116.0,33.076,61.876,0.5383467621605491,0.6534536891679749,0,0.37161474241498677,1.0
5,14,lt,0.2,1.0,100,19,5,23,18.244,535.3815878787879,0.042187195170974134,0.785979797979798,51.090080971659916,120.0,33.96,63.436,0.5209291628334867,0.6551654560129136,0,0.36133603238866396,1.0
6,14,lt,0.2,0.99,99,11,5,22,17.256,539.5696163265306,0.048768720119626796,0.8574693877551021,48.67284201954397,118.0,32.768,63.44,0.5405803378085752,0.654320987654321,0,0.34486970684039087,1.0
7,14,lt,0.2,0.99,99,15,5,24,18.212,536.6694285714286,0.043884609533036266,0.810734693877551,50.94505723204995,118.0,33.62,62.884,0.5249753532697995,0.654871122761031,0,0.36462018730489076,1.0
8,14,lt,0.2,1.0,100,16,4,23,17.644,535.6956888888889,0.044296102506216024,0.7948686868686868,50.94378818737271,118.0,33.224,62.3,0.5372183743332537,0.6461932181701855,0,0.3680244399185336,1.0
9,14,lt,0.2,1.0,100,12,4,21,15.148,537.8427878787879,0.05372096990947259,0.8298989898989899,51.70686567164179,117.0,31.752,61.24,0.5419268510258698,0.6425066062665157,0,0.38666666666666666,1.0
10,14,lt,0.2,1.0,100,17,5,22,17.972,536.7943515151516,0.0436376659288424,0.8097373737373736,51.18642350557244,121.0,34.016,63.76,0.5269412339247924,0.652948663555367,0,0.3625126646403242,1.0
11,14,lt,0.2,1.0,100,19,5,22,18.336,534.8683353535354,0.041762674850037644,0.776,50.284058560390406,119.0,33.82,63.336,0.5301760590451295,0.6511115561786501,0,0.3637657584383896,1.0
12,14,lt,0.2,1.0,100,11,4,22,17.08,537.1828525252527,0.04639522295885932,0.8244848484848485,53.4643432715552,122.0,32.584,60.904,0.5512889572912659,0.6435564435564436,0,0.3817485898468977,1.0
13,14,lt,0.2,1.0,100,10,5,20,14.764,537.5258101010102,0.05389239070165986,0.8326868686868687,51.69945697577276,117.0,33.744,61.52,0.5436492175708952,0.653507830937567,0,0.37740183792815374,1.0
14,14,lt,0.2,1.0,100,18,4,23,18.2,536.6409656565658,0.042321778561439885,0.803070707070707,50.27909715407262,120.0,33.064,63.764,0.5320517789318657,0.6556187487742695,0,0.3526987242394504,1.0
15,14,lt,0.2,0.99,99,11,4,21,15.576,537.9779102040817,0.050819693530005025,0.8343673469387755,50.31984624721829,117.0,32.832,62.216,0.5457497294147032,0.6469719350073855,0,0.36759053206554726,1.0
16,14,lt,0.2,1.0,100,13,5,21,16.516,538.8464404040405,0.05010788860262544,0.8478383838383838,49.91682032370416,118.0,34.14,64.188,0.5308807310540413,0.6464835622138992,0,0.35709895513214507,1.0
17,14,lt,0.2,1.0,100,16,5,20,16.7,537.1290343434343,0.04755223590574467,0.8186262626262626,49.04448544485445,118.0,34.028,63.796,0.5322255384367186,0.6534868563980013,0,0.34993849938499383,1.0
18,14,lt,0.2,1.0,100,10,5,19,14.536,538.5472767676769,0.05603060588978592,0.8451313131313132,48.92968591691996,117.0,32.988,62.568,0.5392041441017189,0.6509770960285775,0,0.3596757852077001,1.0
19,14,lt,0.2,1.0,100,13,4,24,16.72,536.2856646464646,0.044690901690901695,0.8019393939393937,52.024086712163786,121.0,32.276,60.948,0.5426414530233948,0.6483108767818785,0,0.3799678843837816,1.0
20,14,lt,0.2,1.0,100,13,4,23,15.56,536.9541050505052,0.050550985463997944,0.8110707070707072,52.34307161696084,117.0,32.064,61.508,0.5303720577069096,0.6460629921259843,0,0.38871982146480016,1.0
21,14,lt,0.2,1.0,100,15,5,23,17.572,537.7227434343434,0.04616954529818307,0.8256161616161617,51.15583897967318,119.0,33.348,63.472,0.5376916868442292,0.6452674897119342,0,0.36289358310083697,1.0
22,14,lt,0.2,0.95,95,15,4,23,19.54,534.7211234042554,0.03912188707483312,0.7776595744680851,52.126521191775076,120.0,31.676,59.228,0.5397997702281306,0.6545492314083922,0,0.3661351237935376,1.0
23,14,lt,0.2,1.0,100,17,4,23,18.232,535.2068444444445,0.04226693962169148,0.7842020202020202,51.126478988168095,118.0,33.476,62.508,0.5291295938104449,0.6586528497409326,0,0.3623011015911873,1.0
24,14,lt,0.2,1.0,100,13,4,22,16.048,537.4027676767677,0.04995613371263526,0.8182222222222222,51.992140266021764,118.0,32.056,61.796,0.5357721694836768,0.6496133254015467,0,0.3810963321241435,1.0
25,14,lt,0.2,1.0,100,13,5,21,15.944,536.6532727272728,0.050146557513120985,0.8101010101010102,50.479687812687615,117.0,33.364,62.112,0.5271102433163112,0.6608796296296297,0,0.3684210526315789,1.0
26,14,lt,0.2,1.0,100,17,5,26,18.924,536.547204040404,0.04237284174669014,0.8050505050505051,49.79289704708699,120.0,33.732,63.656,0.5293978001107857,0.666461032284598,0,0.345171588188348,1.0
27,14,lt,0.2,1.0,100,19,4,24,18.568,535.5271757575758,0.04229806298818401,0.7855757575757576,50.45514750150512,118.0,33.284,63.044,0.5265148530454653,0.6537741734248285,0,0.3588199879590608,1.0
28,14,lt,0.2,1.0,100,12,4,23,17.116,536.8905171717172,0.04624219046061151,0.8183838383838383,51.4450070893255,118.0,33.244,62.016,0.548470002409445,0.6482600541779537,0,0.3682398217541017,1.0
29,14,lt,0.2,1.0,100,17,4,23,16.352,534.3288484848485,0.04461223627220438,0.773050505050505,53.13316943249334,119.0,34.484,61.988,0.5313921021140806,0.6451749734888653,0,0.3816840811309158,1.0
30,14,lt,0.2,1.0,100,15,5,23,18.6,538.6328646464647,0.044634070389066166,0.842060606060606,48.73568721324556,119.0,34.356,65.54,0.5308036482533127,0.6542783059636992,0,0.34250947536405346,1.0
31,14,lt,0.2,1.0,100,11,5,22,15.104,539.9812121212121,0.05544082651077679,0.8679191919191919,51.52907216494845,118.0,32.608,62.096,0.5471389645776567,0.6521916411824669,0,0.37278350515463915,1.0
32,14,lt,0.2,1.0,100,14,4,21,17.108,537.2837414141413,0.046232874046031935,0.818989898989899,53.86192641587433,119.0,32.904,62.392,0.5363614399613433,0.6372853300227602,0,0.3921041752790409,1.0
33,14,lt,0.2,1.0,100,17,5,22,16.712,538.1014505050506,0.04919089779807014,0.8314747474747475,48.07741167129814,118.0,34.688,65.212,0.5240039190071848,0.6534090909090909,0,0.3421992854307265,1.0
34,14,lt,0.2,1.0,100,11,5,23,16.904,539.6045858585859,0.04955147506814173,0.8543030303030302,51.235445036510754,118.0,31.492,62.776,0.5454406130268199,0.6478846153846154,0,0.3672784685218078,1.0
35,14,lt,0.2,1.0,100,12,5,20,15.22,537.1368606060607,0.05231522391324437,0.8201616161616162,50.17229059150456,117.0,33.78,62.6,0.5356120949655866,0.6510159794831327,0,0.370583564906709,1.0
36,14,lt,0.2,1.0,100,14,5,19,16.664,537.2416161616163,0.048399062123520326,0.8196363636363636,51.383788254756,118.0,33.14,62.764,0.5338000777907429,0.646782431052094,0,0.37655086848635233,1.0
37,14,lt,0.2,1.0,100,14,5,24,17.204,536.996197979798,0.046017338378207935,0.8246464646464646,52.36598360655738,118.0,33.984,62.188,0.5409759514359094,0.6445623342175066,0,0.3795081967213115,1.0
38,14,lt,0.2,1.0,100,19,4,28,19.872,534.4082303030303,0.03805884738961135,0.771070707070707,51.80499695307739,121.0,34.56,63.332,0.5389765294343979,0.6523476523476524,0,0.3619744058500914,1.0
39,14,lt,0.2,1.0,100,12,5,23,16.556,537.6529131313132,0.04863590334292088,0.8307474747474747,51.85190352800478,120.0,33.596,62.484,0.5355567592664242,0.6468386842623597,0,0.3737293203109428,1.0
0,14,ewma,0.2,0.99,99,16,4,24,17.916,536.823612244898,0.045750684735046905,0.8168163265306123,49.878151260504204,118.0,33.82,63.032,0.48982035928143713,0.6723735408560312,0,0.3581432573029212,1.0
1,14,ewma,0.2,1.0,100,16,5,23,16.892,537.871090909091,0.049335540860927854,0.8313131313131314,48.15805109922757,117.0,33.772,64.16,0.48896760386687327,0.6720523177534141,0,0.3503664091899386,1.0
2,14,ewma,0.2,1.0,100,12,4,22,16.712,539.8308969696969,0.051876446091461574,0.8654545454545455,48.63770720990613,117.0,33.608,64.116,0.4906938653960691,0.6694948697711128,0,0.35210705012981824,1.0
3,14,ewma,0.2,0.99,99,12,4,22,15.68,539.282648979592,0.05482366838194695,0.858,48.43344709897611,116.0,33.912,63.524,0.4907107281208001,0.673469387755102,0,0.3505320216823931,1.0
4,14,ewma,0.2,1.0,100,14,5,22,15.784,538.3328646464648,0.053498805410466914,0.843111111111111,47.575646507839544,116.0,33.92,63.672,0.49311722912966255,0.6730152365677626,0,0.3555284056200366,1.0
5,14,ewma,0.2,1.0,100,19,5,23,17.536,536.8568242424242,0.04654435814504301,0.8138989898989899,49.00303643724696,118.0,34.084,64.22,0.49234519003732197,0.6725518374050503,0,0.35121457489878544,1.0
6,14,ewma,0.2,0.99,99,11,5,22,17.724,541.5551877551021,0.05049863827736609,0.8947755102040816,47.07675081433225,118.0,33.812,65.408,0.4901927047487956,0.6729890310786106,0,0.3265472312703583,1.0
7,14,ewma,0.2,0.99,99,15,5,24,17.908,538.1642734693878,0.04692318254378183,0.8386122448979592,48.72299687825182,117.0,33.932,63.824,0.4936853255112849,0.6723252177797633,0,0.3477627471383975,1.0
8,14,ewma,0.2,1.0,100,16,4,23,17.04,537.4394343434344,0.04864319444267844,0.8277979797979798,46.93421588594705,117.0,34.568,64.448,0.4930397168698388,0.674090407938258,0,0.33706720977596744,1.0
9,14,ewma,0.2,1.0,100,12,4,21,15.56,539.7851191919192,0.0559346384113154,0.8684040404040404,48.09950248756219,116.0,33.824,64.004,0.4904079382579934,0.667444120505345,0,0.3530348258706468,1.0
10,14,ewma,0.2,1.0,100,17,5,22,16.896,538.3942707070709,0.04979463284870922,0.838868686868687,48.05734549138804,117.0,34.288,64.8,0.49100588852141647,0.668911579404736,0,0.3469098277608916,1.0
11,14,ewma,0.2,1.0,100,19,5,22,17.812,536.4123757575759,0.04547225209804251,0.8063434343434343,48.36742578283855,117.0,34.256,64.364,0.4933944253531882,0.6693170234454638,0,0.3531923546156974,1.0
12,14,ewma,0.2,1.0,100,11,4,22,15.592,539.4294101010103,0.05566910220842109,0.8652525252525252,49.636986301369866,116.0,34.336,63.788,0.48897227753101546,0.6576284904896803,0,0.3684528605962933,1.0
13,14,ewma,0.2,1.0,100,10,5,20,14.756,539.9100323232324,0.05928491789141944,0.8729696969696968,48.28884711779449,115.0,34.384,63.636,0.49294442254631454,0.6690032858707557,0,0.3554720133667502,1.0
14,14,ewma,0.2,1.0,100,18,4,23,18.184,539.0777333333334,0.04668951458662501,0.8484444444444443,48.18842001962709,118.0,33.968,65.956,0.48761860680398056,0.6672622592813182,0,0.3422963689892051,1.0
15,14,ewma,0.2,0.99,99,11,4,21,16.112,539.8741591836736,0.05410646863140861,0.870408163265306,46.438802346752986,115.0,34.148,64.392,0.49216635222705274,0.6751480587848212,0,0.33785150718187335,1.0
16,14,ewma,0.2,1.0,100,13,5,21,16.124,540.0992929292929,0.054167412286142934,0.8715151515151515,46.77238270846138,116.0,34.996,65.544,0.4930652953093346,0.6710244320617231,0,0.3364064740831797,1.0
17,14,ewma,0.2,1.0,100,16,5,20,16.044,538.9360000000001,0.05292631653405647,0.848929292929293,48.176301763017634,116.0,34.032,65.024,0.49120258272800643,0.6607375271149675,0,0.35567855678556787,1.0
18,14,ewma,0.2,1.0,100,10,5,19,14.692,540.212888888889,0.05956322403087109,0.8745858585858587,46.72441742654509,115.0,33.784,64.288,0.4927129607980672,0.6686656671664168,0,0.3469098277608916,1.0
19,14,ewma,0.2,1.0,100,13,4,24,16.444,539.2254787878787,0.05213249572351739,0.8535353535353536,48.134283420313125,117.0,33.404,63.796,0.4909280190362879,0.6670625494853524,0,0.355881172219992,1.0
20,14,ewma,0.2,1.0,100,13,4,23,15.864,539.4363676767678,0.054144132628446355,0.8580202020202021,48.59403530127815,116.0,33.624,64.076,0.4916641634124362,0.6692338873125253,0,0.35504159058632584,1.0
21,14,ewma,0.2,1.0,100,15,5,23,17.624,539.176804040404,0.048520833749058724,0.8535353535353535,48.492626544440014,118.0,34.304,65.036,0.4905358996885233,0.6705434552759568,0,0.34316460741331206,1.0
22,14,ewma,0.2,0.95,95,15,4,23,18.656,536.3005829787235,0.0435683207831597,0.8108936170212767,49.85228703315149,118.0,33.196,61.056,0.48992741211972923,0.6693395231061405,0,0.35480486781368026,1.0
23,14,ewma,0.2,1.0,100,17,4,23,17.38,536.6660484848486,0.046910839040560405,0.8146262626262626,48.67013463892289,117.0,34.772,64.176,0.4913321519377456,0.6709285265143575,0,0.3506731946144431,1.0
24,14,ewma,0.2,1.0,100,13,4,22,15.888,539.1315030303032,0.05395920824579235,0.8558383838383838,48.59955663039097,116.0,34.516,64.536,0.4890164561806353,0.6674772036474164,0,0.35489721886336156,1.0
25,14,ewma,0.2,1.0,100,13,5,21,16.38,538.383688888889,0.051667215842293245,0.8442424242424242,49.19011406844106,117.0,34.532,63.888,0.4924994402567356,0.6735934130562635,0,0.35381228737242343,1.0
26,14,ewma,0.2,1.0,100,17,5,26,18.204,537.9013414141415,0.04588352523036827,0.8308686868686869,50.19872306464485,119.0,33.848,64.256,0.4887235894595236,0.6699568167797656,0,0.3575418994413408,1.0
27,14,ewma,0.2,1.0,100,19,4,24,18.18,537.6754424242424,0.04556320655886281,0.8255757575757576,48.20108368452739,118.0,34.228,64.956,0.4935511607910576,0.6664542171234332,0,0.3411599438089504,1.0
28,14,ewma,0.2,1.0,100,12,4,23,16.828,538.64258989899,0.050633974791405134,0.8511515151515152,48.52339477415435,116.0,34.568,64.236,0.49289174807402114,0.6681691350075123,0,0.35142799270812236,1.0
29,14,ewma,0.2,1.0,100,17,4,23,15.672,536.637705050505,0.052057346540628276,0.813010101010101,47.54722392952264,116.0,34.424,63.36,0.49486815095531345,0.6791012216404887,0,0.347060028682647,1.0
30,14,ewma,0.2,1.0,100,15,5,23,18.364,540.035187878788,0.04735542901709521,0.8677979797979798,46.79952124476362,118.0,34.392,66.26,0.48922211808809746,0.6729448260580545,0,0.331737482545382,1.0
31,14,ewma,0.2,1.0,100,11,5,22,15.488,541.6813818181819,0.05839345488055498,0.9013737373737374,49.116907216494845,116.0,34.528,64.536,0.491256576911173,0.6665975963530875,0,0.3556701030927835,1.0
32,14,ewma,0.2,1.0,100,14,4,21,16.716,539.4551474747475,0.051471691582888696,0.8590707070707072,49.293509714758166,116.0,34.068,64.752,0.4905375318066158,0.6658108686350022,0,0.35985944605208764,1.0
33,14,ewma,0.2,1.0,100,17,5,22,16.456,538.8727797979799,0.05168088094682523,0.847959595959596,47.38209606986899,116.0,34.868,65.512,0.4912580304139221,0.6653200085052094,0,0.3408098451766574,1.0
34,14,ewma,0.2,1.0,100,11,5,23,17.004,541.5599595959596,0.05257420787560106,0.8924848484848485,48.067692914939805,117.0,33.44,65.472,0.48876745598057075,0.6677177769018526,0,0.34162226169330967,1.0
35,14,ewma,0.2,1.0,100,12,5,20,15.308,538.6589171717172,0.055632237460204445,0.8498989898989898,47.94640730448591,116.0,34.656,63.984,0.4906123074565101,0.6699656635023228,0,0.3539102818578801,1.0
36,14,ewma,0.2,1.0,100,14,5,19,15.764,539.3596525252524,0.054425571523610744,0.8572121212121212,47.53163771712159,116.0,34.076,64.796,0.4920169687620517,0.6698014629049112,0,0.34987593052109184,1.0
37,14,ewma,0.2,1.0,100,14,5,24,17.86,538.7750666666668,0.04796957833283943,0.8553939393939394,47.8858606557377,117.0,34.712,63.996,0.4943570057581574,0.678941798941799,0,0.3434426229508197,1.0
38,14,ewma,0.2,1.0,100,19,4,28,19.252,536.0058585858587,0.04186592861580238,0.8018181818181818,50.065610400162505,119.0,34.92,64.36,0.4924975245639424,0.6739889139807022,0,0.34795856185252894,1.0
39,14,ewma,0.2,1.0,100,12,5,23,16.408,539.026896969697,0.05245009918033654,0.8565252525252526,48.76300578034682,117.0,34.596,64.12,0.48919208952935767,0.6709729511505854,0,0.353996412198525,1.0
0,14,oracle,0.2,0.99,99,16,4,24,11.304,526.4572489795919,0.049130998819774334,0.5544081632653061,8.426970788315327,13.0,0.0,31.32,1.0,1.0,0,0.0,1.0
1,14,oracle,0.2,1.0,100,16,5,23,11.112,527.4952202020203,0.05141171611777672,0.5701414141414141,8.2174688057041,12.0,0.0,32.404,1.0,1.0,0,0.0,1.0
2,14,oracle,0.2,1.0,100,12,4,22,10.948,529.2088484848485,0.05431550862156923,0.5957575757575757,8.624126223287398,12.0,0.0,32.712,1.0,1.0,0,0.0,1.0
3,14,oracle,0.2,0.99,99,12,4,22,10.504,528.6183551020409,0.05584385149997395,0.5867755102040816,8.533025496888175,12.0,0.0,31.868,1.0,1.0,0,0.0,1.0
4,14,oracle,0.2,1.0,100,14,5,22,10.132,527.3606464646466,0.055960803842622024,0.5678787878787879,7.480146609651802,11.0,0.0,31.712,1.0,1.0,0,0.0,1.0
5,14,oracle,0.2,1.0,100,19,5,23,11.456,526.8244000000002,0.048865077795380824,0.5600808080808081,8.43663967611336,13.0,0.0,32.196,1.0,1.0,0,0.0,1.0
6,14,oracle,0.2,0.99,99,11,5,22,12.1,530.5851714285716,0.0509072605399136,0.6167755102040817,9.470887622149837,14.0,0.0,33.796,1.0,1.0,0,0.0,1.0
7,14,oracle,0.2,0.99,99,15,5,24,11.66,527.8764204081633,0.049330297140501224,0.5758775510204082,8.595421436004163,13.0,0.0,32.244,1.0,1.0,0,0.0,1.0
8,14,oracle,0.2,1.0,100,16,4,23,11.052,526.9275878787879,0.050828635001362275,0.5615757575757576,8.065376782077394,12.0,0.0,32.088,1.0,1.0,0,0.0,1.0
9,14,oracle,0.2,1.0,100,12,4,21,10.38,528.3769737373739,0.05612107320289138,0.5831515151515151,8.18726368159204,12.0,0.0,32.108,1.0,1.0,0,0.0,1.0
10,14,oracle,0.2,1.0,100,17,5,22,11.032,528.339191919192,0.052732680787226247,0.5828282828282829,8.540830800405269,13.0,0.0,32.744,1.0,1.0,0,0.0,1.0
11,14,oracle,0.2,1.0,100,19,5,22,11.448,526.4147151515151,0.04856314744541126,0.5539797979797979,8.089060593737292,13.0,0.0,32.184,1.0,1.0,0,0.0,1.0
12,14,oracle,0.2,1.0,100,11,4,22,9.86,528.2181292929293,0.058741900635840026,0.5806464646464646,7.724617244157937,11.0,0.0,31.732,1.0,1.0,0,0.0,1.0
13,14,oracle,0.2,1.0,100,10,5,20,9.548,528.5394505050506,0.061252252909828664,0.5853333333333333,7.988930659983292,11.0,0.0,31.48,1.0,1.0,0,0.0,1.0
14,14,oracle,0.2,1.0,100,18,4,23,12.288,529.1662343434344,0.048539199184653735,0.5957171717171718,8.869872423945043,13.0,0.0,34.292,1.0,1.0,0,0.0,1.0
15,14,oracle,0.2,0.99,99,11,4,21,10.936,528.8075387755102,0.05380919794491223,0.5898367346938775,8.115921505158811,12.0,0.0,32.516,1.0,1.0,0,0.0,1.0
16,14,oracle,0.2,1.0,100,13,5,21,10.376,529.1032606060606,0.05736475286778318,0.5941818181818183,7.961893054701905,11.0,0.0,32.7,1.0,1.0,0,0.0,1.0
17,14,oracle,0.2,1.0,100,16,5,20,11.04,528.7464040404042,0.05323248188399703,0.589090909090909,8.164206642066421,12.0,0.0,33.284,1.0,1.0,0,0.0,1.0
18,14,oracle,0.2,1.0,100,10,5,19,10.02,529.3956767676768,0.05971002678578437,0.5985858585858586,7.850050658561297,11.0,0.0,32.84,1.0,1.0,0,0.0,1.0
19,14,oracle,0.2,1.0,100,13,4,24,10.548,528.8442343434344,0.056078955051682325,0.5902626262626264,8.036932958651144,12.0,0.0,32.528,1.0,1.0,0,0.0,1.0
20,14,oracle,0.2,1.0,100,13,4,23,10.5,528.65458989899,0.05598189498492529,0.5873939393939394,8.268411442483263,12.0,0.0,32.404,1.0,1.0,0,0.0,1.0
21,14,oracle,0.2,1.0,100,15,5,23,11.532,528.8381494949494,0.05120299251814403,0.5903434343434343,8.909127142287764,13.0,0.0,32.984,1.0,1.0,0,0.0,1.0
22,14,oracle,0.2,0.95,95,15,4,23,12.224,526.1952340425532,0.0451431355426662,0.5506382978723404,8.917121275702895,14.0,0.0,30.368,1.0,1.0,0,0.0,1.0
23,14,oracle,0.2,1.0,100,17,4,23,11.068,526.2927070707071,0.049932293408050984,0.5519191919191919,8.126274989800082,12.0,0.0,31.532,1.0,1.0,0,0.0,1.0
24,14,oracle,0.2,1.0,100,13,4,22,10.412,528.5842989898991,0.0562530698257971,0.5863434343434344,8.201733172108021,12.0,0.0,32.392,1.0,1.0,0,0.0,1.0
25,14,oracle,0.2,1.0,100,13,5,21,10.532,527.4039232323232,0.05393468383468384,0.5684040404040405,8.450270162097258,12.0,0.0,31.396,1.0,1.0,0,0.0,1.0
26,14,oracle,0.2,1.0,100,17,5,26,11.496,527.7570626262626,0.050028095697792666,0.5741010101010101,8.71508379888268,13.0,0.0,32.572,1.0,1.0,0,0.0,1.0
27,14,oracle,0.2,1.0,100,19,4,24,11.836,527.7923232323232,0.04867905938057453,0.5747474747474748,8.632149307645996,13.0,0.0,32.896,1.0,1.0,0,0.0,1.0
